time (s),pulsewidth (us),force (lb)
7.184,1766,-0.53
7.186,1809,-0.67
7.188,1847,-0.17
7.190,1877,0.90
7.192,1895,1.40
7.194,1900,1.90
7.196,1891,2.68
7.198,1870,3.18
7.200,1838,4.04
7.202,1798,5.68
7.204,1754,4.68
7.206,1709,6.18
7.208,1668,5.32
7.210,1634,5.75
7.212,1611,4.90
7.214,1601,4.40
7.216,1604,3.97
7.218,1620,1.97
7.220,1648,1.83
7.222,1685,0.04
7.224,1728,-0.10
7.226,1774,-0.67
7.228,1817,-0.67
7.230,1854,0.04
7.232,1881,0.76
7.234,1897,0.97
7.236,1899,1.97
7.238,1888,3.11
7.240,1864,2.97
7.242,1829,4.90
7.244,1788,5.25
7.246,1743,5.40
7.248,1698,5.97
7.250,1659,6.11
7.252,1627,5.61
7.254,1607,4.75
7.256,1600,4.33
7.258,1607,3.18
7.260,1627,2.11
7.262,1658,0.83
7.264,1697,0.11
7.266,1742,-0.39
7.268,1787,-0.89
7.270,1829,-0.31
7.272,1864,0.11
7.274,1888,1.04
7.276,1899,1.04
7.278,1897,2.83
7.280,1881,2.54
7.282,1853,3.83
7.284,1816,5.04
7.286,1772,5.32
7.288,1727,5.97
7.290,1683,5.82
7.292,1646,6.04
7.294,1618,4.90
7.296,1603,4.97
7.298,1601,3.68
7.300,1613,2.97
7.302,1638,1.47
7.304,1673,0.47
7.306,1715,0.04
7.308,1761,-0.60
7.310,1806,-0.31
7.312,1845,-0.10
7.314,1876,0.40
7.316,1894,0.61
7.318,1900,1.61
7.320,1891,2.68
7.322,1870,2.97
7.324,1837,4.47
7.326,1796,4.68
7.328,1751,5.54
7.330,1705,5.54
7.332,1664,6.61
7.334,1631,5.54
7.336,1609,5.04
7.338,1600,4.40
7.340,1605,3.18
7.342,1624,2.61
7.344,1655,0.90
7.346,1694,0.33
7.348,1739,-0.24
7.350,1785,-0.81
7.352,1828,-0.39
7.354,1863,0.26
7.356,1888,0.47
7.358,1899,1.04
7.360,1897,2.18
7.362,1881,2.40
7.364,1852,3.97
7.366,1814,4.47
7.368,1770,5.40
7.370,1723,5.25
7.372,1680,5.97
7.374,1643,6.25
7.376,1616,4.90
7.378,1602,4.97
7.380,1602,3.54
7.382,1616,2.97
7.384,1642,1.47
7.386,1679,0.47
7.388,1723,0.04
7.390,1769,-0.74
7.392,1814,-0.74
7.394,1852,-0.10
7.396,1881,0.40
7.398,1897,0.76
7.400,1899,2.11
7.402,1887,2.40
7.404,1862,3.33
7.406,1826,3.75
7.408,1783,4.83
7.410,1737,5.68
7.412,1692,5.47
7.414,1653,6.61
7.416,1622,5.61
7.418,1604,4.83
7.420,1600,3.83
7.422,1611,2.97
7.424,1634,2.33
7.426,1669,0.47
7.428,1712,0.19
7.430,1758,-0.39
7.432,1803,-0.74
7.434,1844,-0.39
7.436,1875,0.40
7.438,1894,0.69
7.440,1900,1.47
7.442,1891,2.47
7.444,1868,2.61
7.446,1834,4.25
7.448,1792,4.61
7.450,1746,5.75
7.452,1700,5.68
7.454,1659,6.32
7.456,1627,5.90
7.458,1606,4.68
7.460,1600,4.61
7.462,1608,3.04
7.464,1630,2.47
7.466,1663,0.69
7.468,1705,0.26
7.470,1752,-0.24
7.472,1798,-0.74
7.474,1839,-0.31
7.476,1872,0.19
7.478,1893,0.69
7.480,1900,0.97
7.482,1892,2.40
7.484,1871,2.61
7.486,1838,3.68
7.488,1796,4.90
7.490,1750,5.47
7.492,1703,5.82
7.494,1662,5.90
7.496,1629,6.40
7.498,1607,4.68
7.500,1600,4.54
7.502,1607,3.33
7.504,1629,2.26
7.506,1662,0.97
7.508,1704,0.04
7.510,1750,-0.17
7.512,1797,-0.89
7.514,1839,-0.53
7.516,1872,0.11
7.518,1893,0.83
7.520,1900,1.33
7.522,1892,2.18
7.524,1871,3.04
7.526,1837,3.47
7.528,1795,5.47
7.530,1748,5.47
7.532,1702,5.68
7.534,1660,6.32
7.536,1627,6.18
7.538,1607,4.90
7.540,1600,4.25
7.542,1608,3.47
7.544,1631,1.90
7.546,1665,1.04
7.548,1707,-0.10
7.550,1754,-0.17
7.552,1800,-0.96
7.554,1842,-0.60
7.556,1874,0.04
7.558,1894,0.83
7.560,1900,1.40
7.562,1891,1.97
7.564,1867,3.33
7.566,1832,3.18
7.568,1789,5.11
7.570,1742,5.82
7.572,1696,5.47
7.574,1655,6.18
7.576,1623,5.90
7.578,1605,5.18
7.580,1600,4.11
7.582,1611,3.40
7.584,1636,2.04
7.586,1672,0.69
7.588,1715,-0.17
7.590,1763,-0.39
7.592,1809,-0.74
7.594,1849,-0.46
7.596,1879,-0.03
7.598,1897,0.69
7.600,1899,1.90
7.602,1887,1.76
7.604,1861,3.40
7.606,1823,3.97
7.608,1779,5.25
7.610,1731,6.11
7.612,1685,5.40
7.614,1646,6.54
7.616,1617,5.04
7.618,1602,5.40
7.620,1602,3.83
7.622,1616,3.18
7.624,1644,1.47
7.626,1683,0.40
7.628,1729,-0.10
7.630,1777,-0.17
7.632,1822,-0.81
7.634,1859,-0.24
7.636,1886,-0.10
7.638,1899,0.97
7.640,1897,1.90
7.642,1880,2.47
7.644,1849,3.33
7.646,1809,4.54
7.648,1763,4.75
7.650,1715,6.40
7.652,1671,5.90
7.654,1635,6.40
7.656,1610,5.32
7.658,1600,4.68
7.660,1605,3.90
7.662,1625,2.61
7.664,1658,1.47
7.666,1700,0.04
7.668,1747,-0.39
7.670,1795,-0.81
7.672,1838,-0.39
7.674,1872,-0.24
7.676,1893,0.54
7.678,1900,0.97
7.680,1891,2.26
7.682,1868,2.97
7.684,1833,3.54
7.686,1789,5.25
7.688,1741,5.40
7.690,1694,5.82
7.692,1653,6.54
7.694,1622,5.90
7.696,1604,5.25
7.698,1601,4.25
7.700,1613,3.54
7.702,1639,1.90
7.704,1677,0.83
7.706,1723,-0.31
7.708,1771,-0.81
7.710,1817,-0.74
7.712,1856,-0.60
7.714,1884,0.04
7.716,1899,0.69
7.718,1897,1.33
7.720,1881,2.33
7.722,1851,3.18
7.724,1811,4.33
7.726,1764,5.47
7.728,1716,6.04
7.730,1671,6.18
7.732,1635,6.90
7.734,1610,5.25
7.736,1600,4.90
7.738,1606,3.61
7.740,1627,2.90
7.742,1660,1.11
7.744,1703,-0.03
7.746,1751,-0.31
7.748,1799,-0.96
7.750,1841,-0.74
7.752,1875,0.40
7.754,1895,0.54
7.756,1900,1.33
7.758,1889,2.26
7.760,1864,2.90
7.762,1827,3.75
7.764,1782,4.83
7.766,1733,5.97
7.768,1686,6.11
7.770,1646,6.04
7.772,1617,7.18
7.774,1602,4.61
7.776,1602,4.47
7.778,1618,2.97
7.780,1648,1.97
7.782,1688,0.69
7.784,1735,-0.67
7.786,1784,-0.67
7.788,1829,-0.89
7.790,1866,-1.10
7.792,1890,0.90
7.794,1900,0.97
7.796,1894,1.68
7.798,1872,2.61
7.800,1838,2.76
7.802,1794,4.97
7.804,1746,5.75
7.806,1698,6.40
7.808,1656,6.11
7.810,1623,6.47
7.812,1604,5.18
7.814,1601,4.61
7.816,1613,3.33
7.818,1640,2.26
7.820,1678,0.54
7.822,1725,-0.67
7.824,1774,-0.67
7.826,1820,-0.67
7.828,1859,-0.53
7.830,1886,0.33
7.832,1899,0.76
7.834,1896,1.97
7.836,1878,2.11
7.838,1845,3.11
7.840,1803,3.75
7.842,1755,5.47
7.844,1706,6.25
7.846,1662,6.04
7.848,1628,6.68
7.850,1606,5.97
7.852,1600,4.61
7.854,1610,3.83
7.856,1635,2.04
7.858,1673,1.18
7.860,1718,-0.31
7.862,1767,-0.89
7.864,1815,-0.60
7.866,1855,-0.89
7.868,1884,-0.24
7.870,1899,1.33
7.872,1897,1.33
7.874,1880,2.76
7.876,1849,2.61
7.878,1807,3.83
7.880,1759,5.40
7.882,1710,5.68
7.884,1665,6.54
7.886,1629,6.47
7.888,1607,5.61
7.890,1600,4.61
7.892,1609,3.47
7.894,1634,2.76
7.896,1671,1.11
7.898,1716,-0.31
7.900,1766,-0.53
7.902,1813,-0.89
7.904,1854,-0.60
7.906,1884,0.19
7.908,1899,0.69
7.910,1897,1.61
7.912,1880,2.18
7.914,1849,2.90
7.916,1806,4.40
7.918,1758,4.97
7.920,1709,5.75
7.922,1664,6.40
7.924,1629,6.82
7.926,1607,5.82
7.928,1600,4.90
7.930,1610,3.90
7.932,1635,2.33
7.934,1673,1.04
7.936,1719,-0.46
7.938,1769,-0.89
7.940,1816,-0.89
7.942,1857,-1.10
7.944,1885,-0.03
7.946,1899,1.04
7.948,1896,1.61
7.950,1878,2.26
7.952,1845,3.18
7.954,1802,3.40
7.956,1753,5.75
7.958,1704,5.82
7.960,1660,6.18
7.962,1625,6.40
7.964,1605,5.90
7.966,1600,5.11
7.968,1612,3.61
7.970,1640,2.68
7.972,1679,1.04
7.974,1726,-0.74
7.976,1776,-0.89
7.978,1823,-1.03
7.980,1862,-0.74
7.982,1889,-0.03
7.984,1900,0.69
7.986,1894,1.90
7.988,1873,2.33
7.990,1838,2.90
7.992,1793,4.83
7.994,1744,5.40
7.996,1695,6.32
7.998,1652,6.61
8.000,1620,6.18
8.002,1603,6.11
8.004,1602,4.40
8.006,1617,3.90
8.008,1647,2.33
8.010,1689,0.61
8.012,1738,-0.81
8.014,1788,-1.24
8.016,1833,-1.24
8.018,1870,-0.67
8.020,1893,0.26
8.022,1900,1.04
8.024,1890,1.90
8.026,1865,2.61
8.028,1826,3.33
8.030,1780,4.40
8.032,1730,5.47
8.034,1682,6.18
8.036,1641,6.47
8.038,1613,6.90
8.040,1601,5.32
8.042,1605,4.54
8.044,1625,3.18
8.046,1660,1.97
8.048,1704,0.40
8.050,1754,-1.10
8.052,1803,-1.31
8.054,1847,-1.03
8.056,1879,-0.96
8.058,1897,0.61
8.060,1898,1.40
8.062,1883,2.11
8.064,1852,2.83
8.066,1810,3.54
8.068,1761,4.75
8.070,1711,5.82
8.072,1665,6.61
8.074,1629,6.11
8.076,1606,6.61
8.078,1600,5.40
8.080,1611,3.61
8.082,1637,2.61
8.084,1677,1.54
8.086,1724,-0.31
8.088,1775,-1.17
8.090,1822,-1.31
8.092,1862,-1.03
8.094,1889,-0.74
8.096,1900,0.97
8.098,1894,1.61
8.100,1871,2.61
8.102,1835,2.97
8.104,1789,4.04
8.106,1739,5.61
8.108,1689,6.40
8.110,1647,6.11
8.112,1617,6.82
8.114,1601,5.75
8.116,1603,4.61
8.118,1622,3.54
8.120,1655,2.04
8.122,1699,1.11
8.124,1749,-1.31
8.126,1799,-1.31
8.128,1844,-1.17
8.130,1877,-0.81
8.132,1897,-0.17
8.134,1899,1.18
8.136,1884,1.90
8.138,1854,2.90
8.140,1811,3.61
8.142,1762,5.04
8.144,1711,6.25
8.146,1665,6.11
8.148,1629,7.11
8.150,1606,6.40
8.152,1600,5.25
8.154,1612,4.11
8.156,1639,2.76
8.158,1679,1.61
8.160,1728,-0.31
8.162,1779,-1.46
8.164,1826,-1.24
8.166,1865,-1.53
8.168,1891,-0.39
8.170,1900,0.97
8.172,1892,2.04
8.174,1867,2.47
8.176,1829,3.40
8.178,1782,3.90
8.180,1730,5.97
8.182,1682,6.18
8.184,1641,6.18
8.186,1613,6.61
8.188,1600,5.54
8.190,1606,5.04
8.192,1628,3.25
8.194,1664,2.40
8.196,1710,0.40
8.198,1762,-0.96
8.200,1811,-1.24
8.202,1854,-1.10
8.204,1884,-0.81
8.206,1899,0.11
8.208,1896,1.11
8.210,1876,2.47
8.212,1842,3.25
8.214,1797,3.75
8.216,1746,5.32
8.218,1695,6.32
8.220,1652,6.54
8.222,1619,6.75
8.224,1602,6.32
8.226,1602,5.11
8.228,1620,3.61
8.230,1653,2.76
8.232,1698,1.04
8.234,1748,-0.53
8.236,1799,-1.60
8.238,1844,-1.81
8.240,1878,-1.10
8.242,1897,0.11
8.244,1898,0.90
8.246,1883,2.18
8.248,1851,2.76
8.250,1807,3.33
8.252,1757,5.68
8.254,1706,6.32
8.256,1660,6.90
8.258,1625,6.61
8.260,1604,6.97
8.262,1601,5.25
8.264,1615,4.04
8.266,1646,3.04
8.268,1689,1.54
8.270,1739,0.19
8.272,1790,-1.38
8.274,1837,-1.53
8.276,1873,-1.31
8.278,1895,-0.81
8.280,1899,0.69
8.282,1886,1.97
8.284,1856,2.76
8.286,1814,3.11
8.288,1764,4.90
8.290,1712,6.04
8.292,1665,6.82
8.294,1628,6.47
8.296,1606,6.82
8.298,1600,5.25
8.300,1613,4.47
8.302,1642,3.11
8.304,1684,1.68
8.306,1734,0.11
8.308,1786,-1.38
8.310,1833,-1.46
8.312,1871,-1.17
8.314,1894,-0.60
8.316,1900,0.40
8.318,1888,1.33
8.320,1859,2.61
8.322,1817,3.04
8.324,1767,5.25
8.326,1715,5.90
8.328,1667,6.54
8.330,1630,6.25
8.332,1606,7.11
8.334,1600,5.54
8.336,1612,4.75
8.338,1641,3.47
8.340,1683,1.68
8.342,1733,0.40
8.344,1785,-1.60
8.346,1833,-1.38
8.348,1871,-1.81
8.350,1894,-0.89
8.352,1900,0.19
8.354,1887,1.61
8.356,1858,2.40
8.358,1816,2.83
8.360,1766,4.54
8.362,1714,5.82
8.364,1666,7.32
8.366,1629,6.47
8.368,1606,7.11
8.370,1600,5.18
8.372,1613,4.75
8.374,1643,3.33
8.376,1685,1.90
8.378,1736,0.47
8.380,1788,-1.53
8.382,1836,-1.81
8.384,1873,-1.46
8.386,1895,-1.17
8.388,1899,0.33
8.390,1886,1.26
8.392,1855,2.61
8.394,1812,3.40
8.396,1761,4.25
8.398,1709,5.97
8.400,1662,6.97
8.402,1625,6.40
8.404,1604,7.11
8.406,1601,5.61
8.408,1616,4.54
8.410,1648,2.97
8.412,1692,1.54
8.414,1743,0.54
8.416,1795,-1.74
8.418,1842,-1.74
8.420,1877,-1.53
8.422,1897,-1.03
8.424,1898,0.69
8.426,1882,1.97
8.428,1849,2.18
8.430,1804,3.54
8.432,1752,4.11
8.434,1700,6.68
8.436,1654,7.32
8.438,1620,6.54
8.440,1602,7.18
8.442,1603,5.47
8.444,1621,4.54
8.446,1656,2.97
8.448,1702,1.40
8.450,1754,0.40
8.452,1806,-2.03
8.454,1851,-1.60
8.456,1883,-1.10
8.458,1899,-0.89
8.460,1896,0.61
8.462,1875,2.04
8.464,1839,2.40
8.466,1792,4.33
8.468,1739,4.75
8.470,1688,6.40
8.472,1644,6.97
8.474,1614,6.47
8.476,1600,7.61
8.478,1606,4.97
8.480,1629,4.25
8.482,1668,2.54
8.484,1716,1.04
8.486,1769,-0.53
8.488,1820,-1.60
8.490,1862,-1.67
8.492,1890,-1.38
8.494,1900,-0.60
8.496,1892,1.04
8.498,1866,2.11
8.500,1825,2.83
8.502,1775,4.33
8.504,1722,5.25
8.506,1672,7.11
8.508,1632,6.75
8.510,1607,6.90
8.512,1600,6.54
8.514,1612,4.61
8.516,1641,3.90
8.518,1684,2.40
8.520,1735,0.97
8.522,1788,-1.03
8.524,1836,-1.88
8.526,1874,-1.96
8.528,1896,-0.81
8.530,1899,-0.24
8.532,1884,1.26
8.534,1851,2.11
8.536,1806,3.18
8.538,1754,4.54
8.540,1701,5.82
8.542,1655,7.39
8.544,1620,6.68
8.546,1602,7.25
8.548,1603,6.40
8.550,1622,4.11
8.552,1658,3.25
8.554,1705,1.33
8.556,1758,0.11
8.558,1810,-1.46
8.560,1855,-1.74
8.562,1886,-1.53
8.564,1899,-1.17
8.566,1894,0.11
8.568,1871,1.97
8.570,1832,2.76
8.572,1782,4.04
8.574,1729,5.47
8.576,1678,6.68
8.578,1636,7.32
8.580,1609,6.82
8.582,1600,6.97
8.584,1610,5.11
8.586,1638,3.83
8.588,1680,2.61
8.590,1731,0.90
8.592,1785,-0.60
8.594,1834,-1.81
8.596,1873,-2.10
8.598,1895,-1.31
8.600,1899,-0.24
8.602,1884,0.69
8.604,1852,2.11
8.606,1806,3.11
8.608,1754,4.33
8.610,1700,6.40
8.612,1654,6.47
8.614,1619,7.39
8.616,1602,7.18
8.618,1603,6.61
8.620,1624,4.61
8.622,1661,2.97
8.624,1709,1.68
8.626,1762,0.04
8.628,1815,-1.74
8.630,1858,-1.53
8.632,1888,-1.81
8.634,1900,-1.03
8.636,1892,0.19
8.638,1866,1.68
8.640,1825,3.04
8.642,1775,3.83
8.644,1721,5.25
8.646,1670,6.90
8.648,1631,6.90
8.650,1606,7.89
8.652,1600,6.75
8.654,1614,5.25
8.656,1645,3.68
8.658,1690,2.18
8.660,1743,1.11
8.662,1797,-0.60
8.664,1844,-1.74
8.666,1880,-1.88
8.668,1898,-1.74
8.670,1897,-0.31
8.672,1877,1.54
8.674,1840,1.97
8.676,1792,3.40
8.678,1738,4.04
8.680,1685,5.97
8.682,1642,7.39
8.684,1612,6.97
8.686,1600,7.47
8.688,1608,6.04
8.690,1635,4.11
8.692,1676,2.61
8.694,1728,1.26
8.696,1782,0.11
8.698,1832,-1.67
8.700,1871,-2.10
8.702,1895,-1.31
8.704,1899,-1.03
8.706,1884,0.19
8.708,1851,2.18
8.710,1805,2.40
8.712,1752,5.11
8.714,1698,5.47
8.716,1651,6.82
8.718,1617,7.47
8.720,1601,7.18
8.722,1604,6.97
8.724,1627,4.40
8.726,1666,3.54
8.728,1716,1.83
8.730,1770,-0.03
8.732,1822,-0.89
8.734,1864,-1.88
8.736,1891,-1.67
8.738,1900,-1.17
8.740,1888,-0.03
8.742,1859,1.76
8.744,1814,2.61
8.746,1762,3.75
8.748,1707,5.40
8.750,1659,6.40
8.752,1622,7.32
8.754,1602,7.54
8.756,1603,6.97
8.758,1622,5.47
8.760,1659,3.75
8.762,1708,2.40
8.764,1762,0.54
8.766,1815,-0.96
8.768,1859,-1.53
8.770,1889,-2.03
8.772,1900,-1.88
8.774,1891,-0.03
8.776,1863,0.54
8.778,1820,2.40
8.780,1768,3.54
8.782,1713,4.90
8.784,1663,6.68
8.786,1625,7.54
8.788,1604,6.97
8.790,1602,7.47
8.792,1620,5.97
8.794,1655,3.47
8.796,1703,2.40
8.798,1758,0.33
8.800,1811,-0.39
8.802,1856,-1.67
8.804,1887,-1.81
8.806,1900,-1.53
8.808,1892,-1.17
8.810,1865,0.76
8.812,1823,2.11
8.814,1771,4.11
8.816,1716,4.54
8.818,1665,6.32
8.820,1626,6.61
8.822,1604,7.47
8.824,1601,7.61
8.826,1619,6.32
8.828,1654,4.47
8.830,1702,2.26
8.832,1757,0.83
8.834,1810,-0.67
8.836,1856,-1.53
8.838,1887,-1.88
8.840,1900,-1.88
8.842,1892,-0.89
8.844,1865,0.69
8.846,1823,2.26
8.848,1770,3.11
8.850,1715,4.68
8.852,1664,5.97
8.854,1626,7.32
8.856,1604,7.25
8.858,1602,7.68
8.860,1620,6.32
8.862,1656,3.97
8.864,1705,2.54
8.866,1759,0.61
8.868,1813,-0.46
8.870,1858,-1.24
8.872,1889,-1.88
8.874,1900,-1.88
8.876,1891,-0.89
8.878,1863,0.61
8.880,1819,2.04
8.882,1766,3.68
8.884,1710,4.54
8.886,1660,6.40
8.888,1623,7.18
8.890,1603,6.97
8.892,1603,7.75
8.894,1623,6.47
8.896,1660,4.47
8.898,1710,2.33
8.900,1766,0.76
8.902,1819,-0.60
8.904,1863,-1.74
8.906,1891,-1.88
8.908,1900,-1.67
8.910,1888,-1.60
8.912,1857,0.61
8.914,1812,1.76
8.916,1758,3.83
8.918,1702,5.32
8.920,1654,5.54
8.922,1618,7.25
8.924,1601,7.04
8.926,1605,7.32
8.928,1628,6.68
8.930,1668,4.18
8.932,1720,2.18
8.934,1776,0.40
8.936,1828,-1.10
8.938,1869,-1.46
8.940,1894,-1.38
8.942,1899,-1.88
8.944,1884,-0.96
8.946,1849,0.61
8.948,1801,1.97
8.950,1746,3.68
8.952,1691,5.25
8.954,1645,6.04
8.956,1613,7.11
8.958,1600,7.32
8.960,1608,7.11
8.962,1636,6.18
8.964,1680,4.18
8.966,1733,2.33
8.968,1789,0.19
8.970,1839,-0.81
8.972,1877,-1.74
8.974,1898,-1.10
8.976,1897,-1.46
8.978,1876,-0.89
8.980,1838,0.83
8.982,1787,1.76
8.984,1731,4.18
8.986,1677,5.68
8.988,1634,6.75
8.990,1607,6.75
8.992,1600,7.04
8.994,1614,6.75
8.996,1648,6.11
8.998,1695,4.47
9.000,1750,1.76
9.002,1805,-0.17
9.004,1853,-1.53
9.006,1886,-1.74
9.008,1900,-1.24
9.010,1893,-0.39
9.012,1865,-1.10
9.014,1822,1.04
9.016,1768,2.33
9.018,1712,4.54
9.020,1661,6.61
9.022,1623,6.18
9.024,1602,7.11
9.026,1603,6.47
9.028,1624,6.75
9.030,1663,5.68
9.032,1714,3.90
9.034,1771,1.33
9.036,1824,-1.17
9.038,1867,-1.17
9.040,1893,-1.81
9.042,1899,-0.39
9.044,1884,-0.74
9.046,1850,-0.89
9.048,1802,0.83
9.050,1746,2.90
9.052,1691,4.90
9.054,1644,6.75
9.056,1612,6.54
9.058,1600,6.61
9.060,1609,6.75
9.062,1638,5.68
9.064,1684,5.25
9.066,1738,3.47
9.068,1794,0.97
9.070,1844,-1.46
9.072,1881,-0.96
9.074,1899,-1.96
9.076,1895,-0.67
9.078,1871,-0.03
9.080,1830,-0.46
9.082,1777,1.68
9.084,1720,3.11
9.086,1668,5.47
9.088,1627,7.11
9.090,1604,6.61
9.092,1602,6.32
9.094,1621,6.47
9.096,1658,5.47
9.098,1709,4.90
9.100,1766,3.11
9.102,1820,-0.10
9.104,1864,-1.38
9.106,1892,-1.67
9.108,1900,-2.17
9.110,1886,0.26
9.112,1852,0.19
9.114,1804,0.33
9.116,1748,2.04
9.118,1692,3.54
9.120,1645,5.82
9.122,1612,7.32
9.124,1600,6.40
9.126,1609,6.47
9.128,1639,5.61
9.130,1685,4.97
9.132,1740,4.40
9.134,1796,1.97
9.136,1846,-0.31
9.138,1882,-1.81
9.140,1899,-1.24
9.142,1894,-1.67
9.144,1869,0.69
9.146,1826,-0.10
9.148,1772,0.76
9.150,1715,3.04
9.152,1663,4.47
9.154,1624,6.32
9.156,1603,7.18
9.158,1603,6.47
9.160,1625,6.18
9.162,1665,4.90
9.164,1717,4.25
9.166,1774,3.25
9.168,1828,0.83
9.170,1870,-0.96
9.172,1895,-0.96
9.174,1899,-1.38
9.176,1881,-1.24
9.178,1843,0.76
9.180,1793,0.33
9.182,1736,1.97
9.184,1681,4.47
9.186,1636,4.75
9.188,1608,6.97
9.190,1600,6.97
9.192,1615,6.32
9.194,1649,5.90
9.196,1698,3.90
9.198,1755,3.54
9.200,1811,2.26
9.202,1858,0.33
9.204,1889,-0.89
9.206,1900,-0.89
9.208,1889,-1.46
9.210,1857,-0.74
9.212,1810,1.18
9.214,1753,1.76
9.216,1697,2.76
9.218,1648,4.61
9.220,1614,5.82
9.222,1600,6.54
9.224,1608,6.75
9.226,1638,5.90
9.228,1683,4.61
9.230,1739,3.75
9.232,1796,2.33
9.234,1847,0.61
9.236,1883,-0.39
9.238,1899,-0.24
9.240,1894,-1.24
9.242,1867,-0.03
9.244,1823,0.61
9.246,1768,0.61
9.248,1710,2.76
9.250,1659,3.83
9.252,1620,5.40
9.254,1601,6.18
9.256,1605,5.97
9.258,1629,5.82
9.260,1672,5.54
9.262,1726,3.47
9.264,1784,3.40
9.266,1837,1.11
9.268,1877,-0.74
9.270,1898,-0.46
9.272,1897,0.04
9.274,1874,-0.81
9.276,1833,1.11
9.278,1779,0.76
9.280,1721,1.90
9.282,1668,2.76
9.284,1626,5.90
9.286,1603,5.82
9.288,1602,5.54
9.290,1623,5.47
9.292,1664,4.68
9.294,1717,4.11
9.296,1775,3.68
9.298,1829,2.54
9.300,1871,0.69
9.302,1896,-0.53
9.304,1898,-0.74
9.306,1879,0.69
9.308,1840,-0.31
9.310,1787,2.04
9.312,1729,1.04
9.314,1674,2.11
9.316,1631,5.11
9.318,1605,5.54
9.320,1601,5.61
9.322,1620,5.40
9.324,1658,4.33
9.326,1710,3.61
9.328,1768,3.90
9.330,1824,2.33
9.332,1868,2.04
9.334,1894,-0.60
9.336,1899,-0.10
9.338,1881,0.47
9.340,1844,0.19
9.342,1792,1.33
9.344,1734,2.04
9.346,1678,1.76
9.348,1633,4.68
9.350,1606,4.68
9.352,1601,5.54
9.354,1618,5.54
9.356,1655,4.68
9.358,1707,4.33
9.360,1765,3.40
9.362,1821,3.25
9.364,1866,2.04
9.366,1894,-0.10
9.368,1899,-0.60
9.370,1882,1.04
9.372,1845,0.19
9.374,1793,1.76
9.376,1735,2.61
9.378,1679,2.11
9.380,1634,2.83
9.382,1606,4.90
9.384,1601,5.25
9.386,1618,5.90
9.388,1655,4.68
9.390,1707,3.68
9.392,1765,2.76
9.394,1821,2.18
9.396,1866,2.54
9.398,1894,0.83
9.400,1899,-0.39
9.402,1882,0.97
9.404,1844,0.04
9.406,1792,1.68
9.408,1733,3.11
9.410,1677,2.33
9.412,1633,3.25
9.414,1606,3.75
9.416,1601,5.40
9.418,1619,5.68
9.420,1657,4.47
9.422,1710,3.25
9.424,1769,2.54
9.426,1824,1.40
9.428,1869,1.68
9.430,1895,1.54
9.432,1899,0.11
9.434,1880,1.97
9.436,1840,0.97
9.438,1787,1.97
9.440,1728,2.47
9.442,1673,2.83
9.444,1629,3.47
9.446,1604,4.33
9.448,1602,5.61
9.450,1622,4.54
9.452,1662,3.18
9.454,1716,2.47
9.456,1775,2.26
9.458,1830,2.04
9.460,1873,1.83
9.462,1897,1.33
9.464,1898,-0.31
9.466,1876,1.61
9.468,1834,2.04
9.470,1780,3.54
9.472,1721,1.61
9.474,1666,3.61
9.476,1625,2.61
9.478,1602,4.18
9.480,1603,5.75
9.482,1627,4.33
9.484,1670,2.90
9.486,1725,2.40
9.488,1785,1.61
9.490,1838,2.33
9.492,1878,1.61
9.494,1898,1.54
9.496,1895,0.19
9.498,1869,1.76
9.500,1825,2.40
9.502,1769,3.75
9.504,1710,2.33
9.506,1657,3.18
9.508,1618,2.47
9.510,1601,4.68
9.512,1607,5.04
9.514,1635,3.68
9.516,1681,2.90
9.518,1738,1.76
9.520,1797,1.33
9.522,1849,2.11
9.524,1885,1.61
9.526,1900,0.90
9.528,1891,1.04
9.530,1860,1.68
9.532,1812,2.40
9.534,1754,4.40
9.536,1696,3.18
9.538,1646,3.04
9.540,1612,3.75
9.542,1600,4.18
9.544,1612,5.04
9.546,1645,3.75
9.548,1695,2.26
9.550,1754,1.68
9.552,1812,0.47
9.554,1860,0.90
9.556,1891,1.61
9.558,1900,1.18
9.560,1885,1.54
9.562,1848,2.90
9.564,1796,2.76
9.566,1737,4.25
9.568,1680,3.54
9.570,1633,3.54
9.572,1606,4.11
9.574,1601,4.40
9.576,1620,4.40
9.578,1660,3.33
9.580,1713,1.83
9.582,1773,0.90
9.584,1829,0.47
9.586,1873,1.04
9.588,1897,2.04
9.590,1897,1.11
9.592,1874,1.47
9.594,1832,3.61
9.596,1776,3.97
9.598,1716,4.54
9.600,1662,3.40
9.602,1621,4.47
9.604,1601,3.75
9.606,1605,3.97
9.608,1632,4.75
9.610,1678,2.97
9.612,1735,0.90
9.614,1795,0.33
9.616,1847,-0.39
9.618,1884,1.18
9.620,1900,1.33
9.622,1891,1.97
9.624,1860,2.11
9.626,1811,3.25
9.628,1752,3.33
9.630,1693,5.40
9.632,1643,3.97
9.634,1611,4.90
9.636,1600,4.11
9.638,1614,3.75
9.640,1649,3.83
9.642,1701,1.76
9.644,1761,0.33
9.646,1819,-0.24
9.648,1866,-0.46
9.650,1894,0.97
9.652,1899,1.76
9.654,1880,1.54
9.656,1840,3.04
9.658,1786,3.68
9.660,1725,5.11
9.662,1669,5.32
9.664,1626,4.97
9.666,1603,4.54
9.668,1603,3.61
9.670,1628,4.61
9.672,1672,2.68
9.674,1729,1.40
9.676,1789,-0.60
