time (s),pulsewidth (us),force (lb)
0.826,1826,3.93
0.828,1828,4.14
0.830,1830,3.93
0.832,1832,3.71
0.834,1834,3.78
0.836,1836,3.93
0.838,1838,4.07
0.840,1839,4.07
0.842,1841,4.21
0.844,1842,4.21
0.846,1844,4.50
0.848,1845,4.50
0.850,1846,4.78
0.852,1847,4.14
0.854,1848,4.50
0.856,1848,3.93
0.858,1849,4.43
0.860,1849,4.78
0.862,1850,4.50
0.864,1850,4.78
0.866,1850,4.14
0.868,1850,4.85
0.870,1850,4.43
0.872,1849,5.21
0.874,1849,4.14
0.876,1848,5.07
0.878,1848,4.28
0.880,1847,5.21
0.882,1846,4.64
0.884,1845,5.00
0.886,1843,4.50
0.888,1842,4.35
0.890,1840,4.43
0.892,1839,4.43
0.894,1837,4.85
0.896,1835,4.21
0.898,1833,4.57
0.900,1831,4.28
0.902,1829,4.64
0.904,1826,4.57
0.906,1824,4.78
0.908,1821,4.21
0.910,1818,4.50
0.912,1816,4.00
0.914,1813,4.64
0.916,1810,4.43
0.918,1806,4.35
0.920,1803,3.78
0.922,1800,4.07
0.924,1797,4.07
0.926,1793,4.07
0.928,1790,4.43
0.930,1786,3.71
0.932,1782,4.07
0.934,1779,3.57
0.936,1775,4.00
0.938,1771,3.57
0.940,1767,3.50
0.942,1763,3.43
0.944,1759,3.43
0.946,1755,3.50
0.948,1751,3.28
0.950,1747,3.43
0.952,1743,3.00
0.954,1739,3.21
0.956,1735,2.78
0.958,1731,3.07
0.960,1728,3.07
0.962,1724,3.28
0.964,1720,2.86
0.966,1716,2.86
0.968,1712,2.86
0.970,1708,2.50
0.972,1705,2.57
0.974,1701,2.36
0.976,1698,2.07
0.978,1694,2.36
0.980,1691,2.28
0.982,1688,2.64
0.984,1684,2.21
0.986,1681,2.21
0.988,1678,1.86
0.990,1676,2.36
0.992,1673,1.86
0.994,1670,2.43
0.996,1668,1.93
0.998,1666,1.71
1.000,1663,1.86
1.002,1661,1.78
1.004,1660,2.00
1.006,1658,1.57
1.008,1656,1.64
1.010,1655,1.28
1.012,1654,1.57
1.014,1653,1.64
1.016,1652,1.71
1.018,1651,1.64
1.020,1651,1.28
1.022,1650,1.57
1.024,1650,1.36
1.026,1650,1.64
1.028,1650,1.50
1.030,1651,1.36
1.032,1651,1.07
1.034,1652,1.36
1.036,1653,1.36
1.038,1654,1.36
1.040,1655,1.14
1.042,1657,1.21
1.044,1659,1.21
1.046,1660,1.43
1.048,1663,1.43
1.050,1665,1.43
1.052,1667,1.36
1.054,1670,1.28
1.056,1672,1.71
1.058,1675,1.50
1.060,1678,1.50
1.062,1681,1.50
1.064,1685,1.07
1.066,1688,1.50
1.068,1692,1.57
1.070,1695,1.71
1.072,1699,1.64
1.074,1703,1.57
1.076,1707,1.71
1.078,1711,1.86
1.080,1716,1.93
1.082,1720,2.14
1.084,1724,2.21
1.086,1729,1.86
1.088,1733,1.86
1.090,1738,2.07
1.092,1742,2.14
1.094,1747,1.64
1.096,1751,2.07
1.098,1756,1.93
1.100,1760,1.93
1.102,1765,2.57
1.104,1770,2.43
1.106,1774,2.64
1.108,1779,2.86
1.110,1783,3.00
1.112,1787,3.00
1.114,1792,3.50
1.116,1796,3.14
1.118,1800,3.28
1.120,1804,3.00
1.122,1808,3.00
1.124,1812,3.00
1.126,1815,3.57
1.128,1819,3.43
1.130,1822,3.78
1.132,1825,3.35
1.134,1828,3.71
1.136,1831,3.93
1.138,1834,4.00
1.140,1836,3.93
1.142,1839,3.85
1.144,1841,3.78
1.146,1843,3.78
1.148,1844,4.50
1.150,1846,4.21
1.152,1847,4.21
1.154,1848,4.21
1.156,1849,3.85
1.158,1850,4.50
1.160,1850,4.64
1.162,1850,4.43
1.164,1850,4.64
1.166,1849,3.85
1.168,1849,4.64
1.170,1848,4.43
1.172,1847,4.93
1.174,1846,4.64
1.176,1844,4.50
1.178,1842,4.28
1.180,1840,4.50
1.182,1838,5.07
1.184,1836,4.64
1.186,1833,4.71
1.188,1830,4.28
1.190,1827,4.57
1.192,1824,4.57
1.194,1820,4.50
1.196,1817,4.64
1.198,1813,4.21
1.200,1809,4.35
1.202,1805,4.00
1.204,1800,4.71
1.206,1796,4.28
1.208,1791,4.28
1.210,1787,3.85
1.212,1782,4.21
1.214,1777,3.64
1.216,1772,4.35
1.218,1767,3.50
1.220,1762,3.71
1.222,1757,3.78
1.224,1752,3.14
1.226,1747,3.85
1.228,1742,3.14
1.230,1737,3.43
1.232,1731,3.07
1.234,1726,3.50
1.236,1721,2.86
1.238,1716,3.07
1.240,1712,2.57
1.242,1707,2.50
1.244,1702,2.57
1.246,1698,2.43
1.248,1693,2.57
1.250,1689,2.43
1.252,1685,2.50
1.254,1681,2.21
1.256,1677,2.43
1.258,1674,2.00
1.260,1671,2.43
1.262,1667,1.93
1.264,1665,2.28
1.266,1662,1.71
1.268,1660,1.78
1.270,1657,1.64
1.272,1656,1.71
1.274,1654,1.50
1.276,1653,1.64
1.278,1652,1.57
1.280,1651,1.50
1.282,1650,1.57
1.284,1650,1.57
1.286,1650,1.86
1.288,1650,1.43
1.290,1651,1.57
1.292,1652,1.36
1.294,1653,1.28
1.296,1655,1.21
1.298,1657,1.28
1.300,1659,1.43
1.302,1661,1.14
1.304,1664,1.28
1.306,1667,1.28
1.308,1670,1.21
1.310,1673,1.43
1.312,1677,1.64
1.314,1680,1.43
1.316,1685,1.50
1.318,1689,1.57
1.320,1693,1.50
1.322,1698,1.50
1.324,1703,1.57
1.326,1708,1.86
1.328,1713,1.57
1.330,1718,1.78
1.332,1723,1.78
1.334,1729,2.00
1.336,1734,1.93
1.338,1740,2.28
1.340,1745,2.00
1.342,1751,1.86
1.344,1757,1.86
1.346,1762,2.07
1.348,1768,2.28
1.350,1773,2.50
1.352,1779,2.78
1.354,1784,2.50
1.356,1789,2.93
1.358,1795,2.93
1.360,1800,2.86
1.362,1805,3.50
1.364,1809,3.21
1.366,1814,3.07
1.368,1818,3.35
1.370,1822,3.28
1.372,1826,3.64
1.374,1830,3.71
1.376,1833,3.57
1.378,1836,4.00
1.380,1839,3.64
1.382,1841,4.21
1.384,1844,4.14
1.386,1845,3.93
1.388,1847,3.71
1.390,1848,4.21
1.392,1849,4.35
1.394,1850,4.43
1.396,1850,4.50
1.398,1850,4.28
1.400,1849,4.43
1.402,1849,4.35
1.404,1848,4.71
1.406,1846,4.78
1.408,1844,4.35
1.410,1842,4.64
1.412,1840,4.28
1.414,1837,4.93
1.416,1834,4.35
1.418,1830,4.78
1.420,1827,4.00
1.422,1823,4.14
1.424,1819,4.57
1.426,1814,4.35
1.428,1809,4.71
1.430,1805,4.28
1.432,1799,4.57
1.434,1794,3.93
1.436,1789,4.50
1.438,1783,3.71
1.440,1777,4.21
1.442,1771,3.43
1.444,1765,3.85
1.446,1759,3.43
1.448,1753,4.00
1.450,1747,3.50
1.452,1741,3.57
1.454,1735,3.14
1.456,1729,3.21
1.458,1723,3.28
1.460,1717,3.28
1.462,1712,3.07
1.464,1706,2.57
1.466,1701,2.78
1.468,1696,2.43
1.470,1690,3.07
1.472,1686,2.43
1.474,1681,2.28
1.476,1677,2.00
1.478,1673,2.14
1.480,1669,2.50
1.482,1665,2.71
1.484,1662,1.93
1.486,1659,2.14
1.488,1657,1.64
1.490,1655,1.78
1.492,1653,2.07
1.494,1652,1.50
1.496,1651,1.50
1.498,1650,1.28
1.500,1650,1.36
1.502,1650,1.64
1.504,1651,1.50
1.506,1652,1.57
1.508,1653,1.21
1.510,1655,1.43
1.512,1657,1.36
1.514,1660,1.78
1.516,1663,1.43
1.518,1666,1.50
1.520,1669,1.43
1.522,1673,1.14
1.524,1678,1.43
1.526,1682,1.64
1.528,1687,1.43
1.530,1692,1.43
1.532,1697,1.64
1.534,1703,1.50
1.536,1709,1.78
1.538,1715,1.57
1.540,1721,1.86
1.542,1727,2.00
1.544,1733,1.71
1.546,1740,2.00
1.548,1746,2.00
1.550,1753,1.86
1.552,1759,2.21
1.554,1766,2.50
1.556,1772,2.14
1.558,1778,2.57
1.560,1784,2.64
1.562,1791,2.50
1.564,1796,3.21
1.566,1802,3.14
1.568,1808,3.00
1.570,1813,3.07
1.572,1818,3.07
1.574,1823,3.43
1.576,1827,3.71
1.578,1831,3.71
1.580,1835,3.93
1.582,1838,3.71
1.584,1841,3.64
1.586,1844,3.93
1.588,1846,3.93
1.590,1847,3.93
1.592,1849,3.93
1.594,1850,4.14
1.596,1850,4.35
1.598,1850,4.50
1.600,1849,4.71
1.602,1849,4.21
1.604,1847,4.50
1.606,1845,4.21
1.608,1843,4.35
1.610,1840,4.64
1.612,1837,4.43
1.614,1834,4.28
1.616,1830,4.57
1.618,1826,4.35
1.620,1821,4.57
1.622,1816,4.35
1.624,1811,4.07
1.626,1805,4.50
1.628,1800,4.14
1.630,1794,4.64
1.632,1787,4.07
1.634,1781,4.35
1.636,1774,3.64
1.638,1768,4.14
1.640,1761,3.71
1.642,1754,3.43
1.644,1747,3.78
1.646,1740,3.00
1.648,1733,3.21
1.650,1727,3.00
1.652,1720,3.43
1.654,1713,3.00
1.656,1707,3.00
1.658,1701,2.78
1.660,1695,2.57
1.662,1689,2.78
1.664,1684,3.14
1.666,1679,2.50
1.668,1674,2.00
1.670,1670,1.86
1.672,1666,2.28
1.674,1662,1.93
1.676,1659,2.21
1.678,1656,1.57
1.680,1654,2.00
1.682,1652,1.71
1.684,1651,2.00
1.686,1650,2.00
1.688,1650,1.57
1.690,1650,1.57
1.692,1651,1.21
1.694,1652,1.43
1.696,1654,1.36
1.698,1656,1.71
1.700,1659,0.86
1.702,1662,1.36
1.704,1665,1.21
1.706,1669,1.50
1.708,1674,1.71
1.710,1679,1.50
1.712,1684,1.50
1.714,1689,1.21
1.716,1695,1.64
1.718,1701,1.78
1.720,1708,1.50
1.722,1714,1.57
1.724,1721,1.71
1.726,1728,1.50
1.728,1735,2.07
1.730,1743,1.93
1.732,1750,2.00
1.734,1757,1.71
1.736,1764,2.14
1.738,1771,2.21
1.740,1779,2.21
1.742,1785,2.71
1.744,1792,2.50
1.746,1799,2.78
1.748,1805,3.21
1.750,1811,3.21
1.752,1817,3.43
1.754,1822,3.57
1.756,1827,3.21
1.758,1831,3.57
1.760,1835,3.50
1.762,1839,3.93
1.764,1842,4.07
1.766,1845,3.71
1.768,1847,3.93
1.770,1848,4.14
1.772,1849,4.00
1.774,1850,4.21
1.776,1850,4.35
1.778,1849,4.50
1.780,1848,4.14
1.782,1846,4.78
1.784,1844,4.35
1.786,1841,4.57
1.788,1838,4.57
1.790,1834,4.07
1.792,1830,4.71
1.794,1825,4.07
1.796,1820,4.78
1.798,1815,4.14
1.800,1809,4.64
1.802,1803,4.07
1.804,1796,4.07
1.806,1789,4.14
1.808,1782,3.64
1.810,1775,4.50
1.812,1767,3.57
1.814,1760,4.00
1.816,1752,3.57
1.818,1745,3.50
1.820,1737,3.35
1.822,1730,3.57
1.824,1722,3.07
1.826,1715,3.14
1.828,1708,3.07
1.830,1701,2.93
1.832,1694,3.00
1.834,1688,2.71
1.836,1682,2.50
1.838,1677,2.21
1.840,1672,2.43
1.842,1667,2.07
1.844,1663,2.21
1.846,1660,2.14
1.848,1657,1.86
1.850,1654,2.00
1.852,1652,1.78
1.854,1651,1.64
1.856,1650,1.71
1.858,1650,1.86
1.860,1651,1.43
1.862,1652,1.71
1.864,1653,1.43
1.866,1656,1.57
1.868,1658,1.50
1.870,1662,1.43
1.872,1666,1.64
1.874,1670,1.21
1.876,1675,1.43
1.878,1681,1.21
1.880,1687,1.28
1.882,1693,1.28
1.884,1700,1.28
1.886,1706,2.00
1.888,1714,1.43
1.890,1721,2.00
1.892,1729,1.78
1.894,1737,1.78
1.896,1745,1.78
1.898,1753,2.14
1.900,1760,2.00
1.902,1768,2.07
1.904,1776,1.93
1.906,1784,2.00
1.908,1791,2.00
1.910,1798,2.78
1.912,1805,2.86
1.914,1812,3.21
1.916,1818,3.28
1.918,1823,3.28
1.920,1829,3.71
1.922,1833,3.93
1.924,1838,3.93
1.926,1841,3.93
1.928,1844,3.64
1.930,1847,3.85
1.932,1848,4.00
1.934,1849,4.21
1.936,1850,4.00
1.938,1850,4.14
1.940,1849,4.35
1.942,1848,4.35
1.944,1845,4.57
1.946,1843,4.71
1.948,1839,4.50
1.950,1835,4.64
1.952,1831,4.21
1.954,1826,4.50
1.956,1820,4.50
1.958,1814,4.21
1.960,1807,4.21
1.962,1800,4.14
1.964,1793,4.14
1.966,1786,4.28
1.968,1778,4.21
1.970,1770,3.85
1.972,1762,3.78
1.974,1753,3.93
1.976,1745,3.78
1.978,1737,3.35
1.980,1729,3.50
1.982,1721,3.28
1.984,1713,3.14
1.986,1705,2.86
1.988,1698,2.64
1.990,1691,2.93
1.992,1685,2.50
1.994,1679,2.64
1.996,1673,2.36
1.998,1668,2.14
2.000,1663,2.14
2.002,1660,2.14
2.004,1656,2.00
2.006,1654,2.28
2.008,1652,1.50
2.010,1651,1.86
2.012,1650,1.57
2.014,1650,1.93
2.016,1651,1.57
2.018,1653,1.78
2.020,1655,1.36
2.022,1658,1.36
2.024,1662,1.21
2.026,1666,1.86
2.028,1671,1.28
2.030,1676,1.43
2.032,1682,1.36
2.034,1689,1.28
2.036,1696,1.93
2.038,1703,1.71
2.040,1711,1.93
2.042,1719,1.57
2.044,1727,1.50
2.046,1736,1.71
2.048,1744,1.57
2.050,1753,2.07
2.052,1761,2.43
2.054,1770,1.93
2.056,1778,2.57
2.058,1786,2.21
2.060,1794,2.57
2.062,1802,2.50
2.064,1809,3.00
2.066,1816,3.07
2.068,1822,3.28
2.070,1828,3.21
2.072,1833,3.57
2.074,1837,3.64
2.076,1841,3.93
2.078,1844,3.93
2.080,1847,4.07
2.082,1849,3.78
2.084,1850,4.21
2.086,1850,4.35
2.088,1849,4.14
2.090,1848,4.50
2.092,1846,4.28
2.094,1843,4.50
2.096,1840,4.28
2.098,1836,4.57
2.100,1831,4.35
2.102,1825,4.78
2.104,1819,4.35
2.106,1813,4.28
2.108,1806,4.28
2.110,1798,4.00
2.112,1790,4.21
2.114,1782,3.85
2.116,1773,4.28
2.118,1765,3.71
2.120,1756,3.93
2.122,1747,3.50
2.124,1738,3.78
2.126,1729,3.78
2.128,1721,3.35
2.130,1712,3.43
2.132,1704,2.71
2.134,1696,2.71
2.136,1689,2.78
2.138,1682,2.50
2.140,1676,2.50
2.142,1670,2.07
2.144,1665,2.21
2.146,1661,2.21
2.148,1657,2.36
2.150,1654,2.28
2.152,1652,1.86
2.154,1651,1.78
2.156,1650,1.71
2.158,1650,2.07
2.160,1651,1.64
2.162,1653,1.50
2.164,1656,1.07
2.166,1659,1.28
2.168,1664,1.28
2.170,1668,1.93
2.172,1674,1.28
2.174,1680,1.43
2.176,1687,1.14
2.178,1694,1.21
2.180,1702,2.00
2.182,1710,1.78
2.184,1719,1.93
2.186,1728,1.57
2.188,1737,1.50
2.190,1746,1.86
2.192,1755,1.64
2.194,1764,2.86
2.196,1773,2.07
2.198,1782,2.36
2.200,1791,2.43
2.202,1799,2.57
2.204,1807,3.00
2.206,1814,3.21
2.208,1821,3.07
2.210,1827,3.14
2.212,1833,3.35
2.214,1838,3.57
2.216,1842,4.14
2.218,1845,4.07
2.220,1847,4.00
2.222,1849,3.93
2.224,1850,4.28
2.226,1850,4.43
2.228,1849,4.35
2.230,1847,4.28
2.232,1844,4.21
2.234,1841,4.28
2.236,1837,4.57
2.238,1832,4.35
2.240,1826,4.78
2.242,1820,4.07
2.244,1812,4.64
2.246,1805,4.43
2.248,1797,4.57
2.250,1788,4.57
2.252,1779,3.78
2.254,1770,4.14
2.256,1761,3.35
2.258,1751,3.93
2.260,1742,3.57
2.262,1733,3.07
2.264,1723,3.28
2.266,1714,3.07
2.268,1706,3.35
2.270,1697,3.14
2.272,1690,3.00
2.274,1682,2.43
2.276,1676,2.57
2.278,1670,2.28
2.280,1664,2.57
2.282,1660,2.14
2.284,1656,1.93
2.286,1653,1.57
2.288,1651,1.86
2.290,1650,2.07
2.292,1650,2.21
2.294,1651,1.71
2.296,1653,1.28
2.298,1655,1.28
2.300,1659,1.71
2.302,1663,1.78
2.304,1668,1.57
2.306,1674,1.43
2.308,1681,0.93
2.310,1688,1.28
2.312,1696,1.57
2.314,1704,2.21
2.316,1713,1.57
2.318,1722,1.57
2.320,1732,1.57
2.322,1741,1.78
2.324,1751,2.14
2.326,1761,2.36
2.328,1770,2.07
2.330,1780,1.93
2.332,1789,2.21
2.334,1798,2.64
2.336,1806,2.57
2.338,1814,3.50
2.340,1821,2.71
2.342,1828,3.21
2.344,1833,3.43
2.346,1839,3.85
2.348,1843,4.07
2.350,1846,3.85
2.352,1848,4.14
2.354,1850,4.07
2.356,1850,3.93
2.358,1849,4.57
2.360,1848,4.50
2.362,1845,4.07
2.364,1842,4.28
2.366,1838,4.64
2.368,1832,5.00
2.370,1826,4.57
2.372,1820,4.57
2.374,1812,3.93
2.376,1804,4.07
2.378,1795,4.57
2.380,1786,4.07
2.382,1777,4.50
2.384,1767,3.57
2.386,1757,4.00
2.388,1747,3.71
2.390,1737,3.85
2.392,1727,3.43
2.394,1718,3.07
2.396,1709,2.78
2.398,1700,2.64
2.400,1691,2.93
2.402,1683,2.86
2.404,1676,2.50
2.406,1670,2.14
2.408,1664,2.00
2.410,1659,2.43
2.412,1656,2.28
2.414,1653,2.28
2.416,1651,1.57
2.418,1650,1.64
2.420,1650,1.43
2.422,1651,2.07
2.424,1654,1.86
2.426,1657,1.36
2.428,1661,1.21
2.430,1666,1.07
2.432,1672,1.64
2.434,1679,1.57
2.436,1686,1.93
2.438,1695,1.14
2.440,1703,1.28
2.442,1713,1.50
2.444,1722,1.71
2.446,1732,2.21
2.448,1742,1.78
2.450,1753,1.78
2.452,1763,1.64
2.454,1773,1.93
2.456,1783,2.64
2.458,1792,2.21
2.460,1801,3.28
2.462,1810,2.36
2.464,1818,3.14
2.466,1825,3.21
2.468,1832,3.50
2.470,1837,3.43
2.472,1842,3.28
2.474,1845,3.64
2.476,1848,4.00
2.478,1850,4.14
2.480,1850,4.28
2.482,1849,4.35
2.484,1848,4.43
2.486,1845,4.21
2.488,1841,4.78
2.490,1837,5.07
2.492,1831,4.21
2.494,1824,4.43
2.496,1817,4.50
2.498,1809,4.21
2.500,1800,4.93
2.502,1791,3.93
2.504,1781,4.14
2.506,1771,3.78
2.508,1760,3.64
2.510,1750,4.07
2.512,1739,3.71
2.514,1729,3.71
2.516,1719,2.78
2.518,1709,2.78
2.520,1700,2.86
2.522,1691,3.00
2.524,1683,2.78
2.526,1675,2.28
2.528,1669,2.21
2.530,1663,2.00
2.532,1658,2.43
2.534,1655,2.28
2.536,1652,1.78
