time (s),pulsewidth (us),force (lb)
8.008,1682,2.00
8.010,1709,1.28
8.012,1742,0.29
8.014,1775,0.14
8.016,1806,-0.14
8.018,1830,0.14
8.020,1845,1.00
8.022,1850,1.78
8.024,1843,2.14
8.026,1827,2.78
8.028,1801,3.93
8.030,1770,4.07
8.032,1736,5.71
8.034,1704,4.93
8.036,1678,5.50
8.038,1659,4.93
8.040,1650,4.71
8.042,1653,3.93
8.044,1667,3.07
8.046,1690,2.36
8.048,1719,1.14
8.050,1753,0.43
8.052,1786,-0.07
8.054,1815,0.00
8.056,1836,0.29
8.058,1848,0.93
8.060,1849,1.50
8.062,1839,2.71
8.064,1818,3.43
8.066,1790,3.71
8.068,1758,4.71
8.070,1724,4.71
8.072,1694,5.64
8.074,1669,5.35
8.076,1654,5.07
8.078,1650,4.50
8.080,1657,3.43
8.082,1675,2.78
8.084,1701,1.57
8.086,1733,0.93
8.088,1766,0.21
8.090,1798,-0.14
8.092,1825,0.21
8.094,1843,0.64
8.096,1850,0.93
8.098,1846,2.00
8.100,1831,2.57
8.102,1807,3.57
8.104,1776,4.35
8.106,1742,5.00
8.108,1710,5.28
8.110,1681,5.14
8.112,1661,5.42
8.114,1651,5.00
8.116,1652,4.28
8.118,1664,3.43
8.120,1687,2.28
8.122,1716,1.43
8.124,1749,0.57
8.126,1783,-0.14
8.128,1812,0.07
8.130,1835,-0.07
8.132,1848,0.43
8.134,1849,1.78
8.136,1839,2.00
8.138,1819,3.28
8.140,1791,3.93
8.142,1758,4.64
8.144,1724,5.28
8.146,1693,5.35
8.148,1669,5.57
8.150,1654,5.14
8.152,1650,4.71
8.154,1658,3.71
8.156,1676,2.50
8.158,1703,1.71
8.160,1735,0.79
8.162,1769,0.29
8.164,1801,0.00
8.166,1827,0.14
8.168,1844,0.00
8.170,1850,1.43
8.172,1845,1.64
8.174,1828,3.00
8.176,1803,3.64
8.178,1771,4.00
8.180,1737,5.07
8.182,1704,5.21
8.184,1677,5.71
8.186,1658,5.35
8.188,1650,4.93
8.190,1654,3.85
8.192,1668,3.07
8.194,1693,2.07
8.196,1724,1.07
8.198,1758,0.29
8.200,1791,-0.21
8.202,1819,-0.36
8.204,1839,0.36
8.206,1849,1.07
8.208,1848,1.57
8.210,1834,2.28
8.212,1811,3.35
8.214,1781,3.78
8.216,1747,5.57
8.218,1714,4.78
8.220,1684,5.57
8.222,1663,5.07
8.224,1651,5.14
8.226,1652,4.50
8.228,1663,3.71
8.230,1685,2.50
8.232,1715,1.36
8.234,1749,0.50
8.236,1783,-0.07
8.238,1813,-0.14
8.240,1835,0.14
8.242,1848,0.43
8.244,1849,1.21
8.246,1838,2.14
8.248,1817,3.00
8.250,1788,3.78
8.252,1755,4.71
8.254,1721,4.93
8.256,1690,5.71
8.258,1666,5.57
8.260,1653,5.07
8.262,1651,4.78
8.264,1660,3.71
8.266,1681,3.07
8.268,1709,1.64
8.270,1743,0.86
8.272,1777,0.07
8.274,1808,-0.50
8.276,1832,0.00
8.278,1847,0.21
8.280,1850,1.00
8.282,1841,1.86
8.284,1821,2.78
8.286,1793,3.85
8.288,1759,4.57
8.290,1725,5.14
8.292,1694,5.71
8.294,1669,5.64
8.296,1654,5.50
8.298,1650,4.64
8.300,1659,3.71
8.302,1678,2.86
8.304,1706,1.64
8.306,1739,0.93
8.308,1774,0.29
8.310,1806,-0.29
8.312,1831,-0.21
8.314,1846,0.21
8.316,1850,0.79
8.318,1842,2.36
8.320,1823,2.57
8.322,1795,3.78
8.324,1761,4.35
8.326,1727,5.28
8.328,1695,5.57
8.330,1670,5.57
8.332,1654,5.14
8.334,1650,4.57
8.336,1658,4.14
8.338,1677,3.14
8.340,1705,1.86
8.342,1739,1.07
8.344,1773,0.00
8.346,1805,-0.36
8.348,1830,0.07
8.350,1846,0.36
8.352,1850,0.50
8.354,1842,2.07
8.356,1822,2.07
8.358,1794,3.71
8.360,1761,4.57
8.362,1726,4.78
8.364,1694,5.64
8.366,1669,5.50
8.368,1654,5.71
8.370,1650,4.71
8.372,1659,4.14
8.374,1679,2.78
8.376,1707,1.78
8.378,1741,0.86
8.380,1775,0.14
8.382,1807,-0.21
8.384,1832,-0.29
8.386,1847,-0.14
8.388,1850,0.79
8.390,1840,1.86
8.392,1820,2.64
8.394,1791,3.85
8.396,1757,4.28
8.398,1723,5.28
8.400,1691,6.00
8.402,1667,5.50
8.404,1653,5.35
8.406,1651,5.00
8.408,1661,4.07
8.410,1682,3.07
8.412,1711,1.78
8.414,1745,0.57
8.416,1780,0.00
8.418,1811,-0.36
8.420,1835,0.00
8.422,1848,0.29
8.424,1849,0.86
8.426,1838,1.64
8.428,1816,2.64
8.430,1786,4.07
8.432,1751,4.64
8.434,1717,5.50
8.436,1686,5.50
8.438,1663,5.71
8.440,1651,5.50
8.442,1652,4.57
8.444,1664,3.78
8.446,1687,2.78
8.448,1718,1.64
8.450,1753,0.79
8.452,1787,-0.07
8.454,1817,-0.36
8.456,1839,-0.14
8.458,1849,-0.14
8.460,1847,1.14
8.462,1834,1.93
8.464,1809,2.78
8.466,1778,3.85
8.468,1743,4.71
8.470,1708,5.57
8.472,1679,5.64
8.474,1659,5.64
8.476,1650,5.57
8.478,1654,4.50
8.480,1669,3.71
8.482,1695,2.21
8.484,1727,1.28
8.486,1763,0.43
8.488,1796,-0.29
8.490,1824,-0.14
8.492,1843,0.21
8.494,1850,0.36
8.496,1844,1.07
8.498,1827,2.14
8.500,1800,3.14
8.502,1767,4.85
8.504,1731,4.50
8.506,1698,5.71
8.508,1672,5.50
8.510,1655,5.92
8.512,1650,5.21
8.514,1658,4.43
8.516,1677,3.35
8.518,1706,1.93
8.520,1740,1.21
8.522,1775,0.43
8.524,1808,-0.21
8.526,1833,-0.43
8.528,1847,-0.21
8.530,1849,0.50
8.532,1839,1.71
8.534,1818,2.50
8.536,1787,3.35
8.538,1753,4.43
8.540,1717,4.93
8.542,1686,6.14
8.544,1663,6.07
8.546,1651,5.57
8.548,1652,5.00
8.550,1665,3.85
8.552,1689,3.00
8.554,1720,1.64
8.556,1755,0.86
8.558,1790,0.00
8.560,1820,-0.79
8.562,1840,-0.36
8.564,1850,0.07
8.566,1846,0.79
8.568,1830,1.93
8.570,1804,2.71
8.572,1772,3.93
8.574,1736,4.93
8.576,1702,5.50
8.578,1674,6.07
8.580,1656,5.71
8.582,1650,5.21
8.584,1657,4.57
8.586,1675,3.57
8.588,1703,2.57
8.590,1738,1.21
8.592,1773,0.43
8.594,1806,-0.21
8.596,1832,-0.71
8.598,1847,-0.07
8.600,1849,0.36
8.602,1839,1.07
8.604,1818,2.78
8.606,1787,2.86
8.608,1752,4.21
8.610,1717,5.07
8.612,1686,5.92
8.614,1663,6.00
8.616,1651,5.92
8.618,1652,5.07
8.620,1666,4.35
8.622,1690,3.07
8.624,1723,1.78
8.626,1758,0.57
8.628,1793,-0.14
8.630,1822,-0.43
8.632,1842,-0.43
8.634,1850,0.29
8.636,1845,0.79
8.638,1828,1.50
8.640,1800,3.00
8.642,1766,3.64
8.644,1730,5.21
8.646,1697,5.50
8.648,1670,5.64
8.650,1654,5.92
8.652,1650,5.28
8.654,1659,4.71
8.656,1680,3.50
8.658,1710,2.50
8.660,1745,1.07
8.662,1781,0.14
8.664,1813,-0.21
8.666,1836,-0.64
8.668,1849,-0.29
8.670,1848,0.43
8.672,1835,1.21
8.674,1810,2.71
8.676,1778,3.50
8.678,1742,4.43
8.680,1707,5.21
8.682,1678,5.57
8.684,1658,5.92
8.686,1650,5.85
8.688,1655,4.85
8.690,1673,3.93
8.692,1701,2.71
8.694,1735,1.71
8.696,1771,0.71
8.698,1805,-0.36
8.700,1831,-0.43
8.702,1847,-0.86
8.704,1849,-0.07
8.706,1839,1.36
8.708,1817,1.78
8.710,1787,3.00
8.712,1751,4.14
8.714,1715,5.14
8.716,1684,6.21
8.718,1662,6.00
8.720,1651,5.71
8.722,1653,5.28
8.724,1668,4.14
8.726,1694,3.35
8.728,1727,1.86
8.730,1764,0.93
8.732,1798,-0.21
8.734,1826,-0.79
8.736,1844,-0.64
8.738,1850,-0.14
8.740,1842,0.43
8.742,1822,2.21
8.744,1793,2.43
8.746,1758,4.35
8.748,1722,4.78
8.750,1689,5.50
8.752,1665,6.28
8.754,1652,5.92
8.756,1652,5.64
8.758,1665,4.57
8.760,1689,3.50
8.762,1722,2.21
8.764,1758,0.71
8.766,1793,0.14
8.768,1823,-0.50
8.770,1843,-0.64
8.772,1850,-0.43
8.774,1844,0.29
8.776,1826,1.64
8.778,1797,2.64
8.780,1762,3.78
8.782,1726,4.71
8.784,1692,5.57
8.786,1667,6.21
8.788,1652,6.35
8.790,1651,5.64
8.792,1663,4.71
8.794,1687,3.50
8.796,1719,2.28
8.798,1755,1.28
8.800,1791,0.14
8.802,1821,-0.43
8.804,1842,-0.50
8.806,1850,-0.86
8.808,1845,0.79
8.810,1827,1.14
8.812,1799,2.43
8.814,1764,3.71
8.816,1727,4.35
8.818,1694,5.71
8.820,1668,5.78
8.822,1653,5.92
8.824,1651,6.00
8.826,1663,5.00
8.828,1686,4.14
8.830,1718,2.43
8.832,1754,1.36
8.834,1790,0.43
8.836,1821,-0.57
8.838,1841,-0.50
8.840,1850,-0.43
8.842,1845,-0.29
8.844,1827,1.43
8.846,1798,1.78
8.848,1763,3.57
8.850,1727,4.43
8.852,1693,4.93
8.854,1667,6.35
8.856,1652,6.14
8.858,1651,6.00
8.860,1663,5.00
8.862,1687,3.93
8.864,1720,2.50
8.866,1756,1.36
8.868,1792,0.57
8.870,1822,-0.36
8.872,1842,-0.93
8.874,1850,-0.71
8.876,1844,-0.29
8.878,1825,1.07
8.880,1796,2.50
8.882,1760,3.50
8.884,1724,4.35
8.886,1690,5.14
8.888,1665,6.00
8.890,1652,6.28
8.892,1652,5.78
8.894,1665,4.71
8.896,1690,4.00
8.898,1724,2.57
8.900,1761,1.57
8.902,1796,0.64
8.904,1825,-0.21
8.906,1844,-0.64
8.908,1850,-1.00
8.910,1842,0.43
8.912,1822,0.93
8.914,1791,2.00
8.916,1755,3.50
8.918,1718,4.14
8.920,1686,5.35
8.922,1662,6.00
8.924,1651,6.21
8.926,1653,6.00
8.928,1669,4.93
8.930,1696,4.00
8.932,1730,2.57
8.934,1767,1.28
8.936,1802,0.29
8.938,1830,-0.36
8.940,1846,-0.36
8.942,1850,-0.50
8.944,1839,-0.07
8.946,1816,1.28
8.948,1784,2.07
8.950,1747,3.57
8.952,1711,4.57
8.954,1680,5.14
8.956,1659,6.21
8.958,1650,6.00
8.960,1655,6.00
8.962,1674,4.85
8.964,1703,3.64
8.966,1739,2.36
8.968,1776,0.86
8.970,1810,0.29
8.972,1835,-0.21
8.974,1848,-0.43
8.976,1848,-0.57
8.978,1834,-0.07
8.980,1808,1.36
8.982,1774,2.64
8.984,1737,3.85
8.986,1702,4.71
8.988,1673,5.35
8.990,1655,5.92
8.992,1650,6.28
8.994,1660,5.64
8.996,1682,4.85
8.998,1713,3.43
9.000,1750,2.14
9.002,1787,0.93
9.004,1819,0.50
9.006,1841,-0.14
9.008,1850,-0.29
9.010,1845,-0.64
9.012,1827,0.79
9.014,1798,1.36
9.016,1762,2.64
9.018,1725,4.00
9.020,1691,4.71
9.022,1665,5.78
9.024,1652,5.78
9.026,1652,6.00
9.028,1666,5.85
9.030,1692,4.21
9.032,1726,3.14
9.034,1764,1.57
9.036,1799,0.50
9.038,1828,0.07
9.040,1846,-0.07
9.042,1850,-0.36
9.044,1840,-0.07
9.046,1817,0.36
9.048,1784,2.00
9.050,1747,3.00
9.052,1711,4.50
9.054,1679,5.35
9.056,1658,5.57
9.058,1650,6.14
9.060,1656,5.78
9.062,1676,5.28
9.064,1706,3.85
9.066,1742,2.64
9.068,1780,1.21
9.070,1813,0.50
9.072,1837,-0.29
9.074,1849,0.21
9.076,1847,-0.50
9.078,1831,-0.07
9.080,1803,1.00
9.082,1768,2.21
9.084,1730,3.85
9.086,1695,4.71
9.088,1668,5.00
9.090,1653,5.57
9.092,1651,5.92
9.094,1664,5.92
9.096,1689,5.00
9.098,1723,3.50
9.100,1761,2.07
9.102,1797,1.07
9.104,1826,0.07
9.106,1845,0.21
9.108,1850,-0.29
9.110,1840,-0.21
9.112,1818,0.07
9.114,1786,1.57
9.116,1748,2.71
9.118,1711,3.85
9.120,1680,4.78
9.122,1658,5.21
9.124,1650,5.85
9.126,1656,5.64
9.128,1676,5.64
9.130,1706,4.57
9.132,1743,2.78
9.134,1781,1.64
9.136,1814,0.57
9.138,1838,-0.07
9.140,1849,0.14
9.142,1846,-0.29
9.144,1829,0.29
9.146,1801,0.79
9.148,1765,1.71
9.150,1727,3.35
9.152,1692,4.14
9.154,1666,5.21
9.156,1652,5.85
9.158,1652,5.57
9.160,1667,5.78
9.162,1693,5.00
9.164,1728,3.78
9.166,1766,2.36
9.168,1802,1.21
9.170,1830,0.36
9.172,1847,-0.14
9.174,1849,0.14
9.176,1837,0.14
9.178,1812,0.50
9.180,1778,1.07
9.182,1740,2.57
9.184,1704,3.93
9.186,1674,5.21
9.188,1655,5.28
9.190,1650,5.42
9.192,1660,5.64
9.194,1683,5.07
9.196,1716,4.64
9.198,1753,3.00
9.200,1791,1.64
9.202,1822,0.64
9.204,1843,0.29
9.206,1850,-0.14
9.208,1842,0.50
9.210,1821,0.00
9.212,1790,1.00
9.214,1752,1.86
9.216,1714,3.35
9.218,1682,4.28
9.220,1659,4.78
9.222,1650,5.00
9.224,1656,5.42
9.226,1675,4.93
9.228,1706,4.64
9.230,1743,4.00
9.232,1781,2.14
9.234,1814,1.14
9.236,1839,0.43
9.238,1850,0.07
9.240,1846,0.50
9.242,1828,0.57
9.244,1799,0.50
9.246,1762,1.71
9.248,1723,2.64
9.250,1689,3.85
9.252,1664,4.71
9.254,1651,4.78
9.256,1653,5.21
9.258,1669,5.35
9.260,1698,4.64
9.262,1734,4.28
9.264,1773,2.78
9.266,1808,1.50
9.268,1834,0.79
9.270,1848,0.86
9.272,1848,0.14
9.274,1833,1.28
9.276,1805,0.14
9.278,1769,1.50
9.280,1731,2.43
9.282,1695,3.00
9.284,1667,4.85
9.286,1652,4.85
9.288,1652,5.21
9.290,1666,4.78
9.292,1692,4.21
9.294,1728,4.43
9.296,1766,3.71
9.298,1803,1.71
9.300,1831,0.93
9.302,1847,1.00
9.304,1849,0.00
9.306,1836,1.14
9.308,1810,1.21
9.310,1775,0.93
9.312,1736,2.07
9.314,1699,3.07
9.316,1670,4.07
9.318,1653,5.14
9.320,1651,4.50
9.322,1663,4.50
9.324,1689,4.35
9.326,1723,3.71
9.328,1762,3.78
9.330,1799,2.28
9.332,1829,0.93
9.334,1846,0.64
9.336,1849,0.79
9.338,1837,0.79
9.340,1812,1.86
9.342,1778,1.21
9.344,1739,1.57
9.346,1702,2.86
9.348,1672,3.71
9.350,1654,4.71
9.352,1651,4.71
9.354,1662,4.35
9.356,1687,4.14
9.358,1721,3.43
9.360,1760,3.50
9.362,1797,2.93
9.364,1827,1.71
9.366,1846,1.00
9.368,1850,1.14
9.370,1838,1.07
9.372,1813,1.86
9.374,1779,1.57
9.376,1740,1.78
9.378,1703,2.93
9.380,1673,3.35
9.382,1654,4.35
9.384,1650,4.28
9.386,1662,4.07
9.388,1687,4.28
9.390,1721,3.57
9.392,1760,3.14
9.394,1798,2.93
9.396,1828,1.71
9.398,1846,1.71
9.400,1849,1.64
9.402,1838,1.21
9.404,1813,1.78
9.406,1778,1.57
9.408,1739,1.93
9.410,1702,2.78
9.412,1672,3.14
9.414,1654,4.00
9.416,1651,4.50
9.418,1663,3.71
9.420,1688,3.78
9.422,1723,3.21
9.424,1762,2.78
9.426,1800,2.64
9.428,1829,1.78
9.430,1847,1.71
9.432,1849,1.86
9.434,1836,1.50
9.436,1810,1.50
9.438,1775,2.36
9.440,1736,1.86
9.442,1699,3.14
9.444,1670,3.21
9.446,1653,3.78
9.448,1651,4.43
9.450,1665,3.50
9.452,1692,3.43
9.454,1727,3.07
9.456,1767,2.64
9.458,1803,2.28
9.460,1832,2.00
9.462,1848,1.78
9.464,1848,2.00
9.466,1834,1.64
9.468,1806,1.86
9.470,1770,2.64
9.472,1730,2.64
9.474,1694,3.21
9.476,1666,3.50
9.478,1652,3.35
9.480,1652,4.14
9.482,1668,3.43
9.484,1697,3.14
9.486,1734,2.78
9.488,1773,2.21
9.490,1809,2.07
9.492,1836,1.86
9.494,1849,2.14
9.496,1847,2.57
9.498,1830,2.00
9.500,1800,2.50
9.502,1762,2.14
9.504,1723,3.07
9.506,1688,3.07
9.508,1662,3.43
9.510,1651,3.64
9.512,1654,3.85
9.514,1673,3.14
9.516,1704,2.78
9.518,1742,2.64
9.520,1782,1.93
9.522,1816,1.43
9.524,1840,1.78
9.526,1850,2.07
9.528,1844,2.28
9.530,1824,2.57
9.532,1792,3.07
9.534,1753,2.78
9.536,1714,3.07
9.538,1680,3.50
9.540,1658,3.50
9.542,1650,3.50
9.544,1658,3.35
9.546,1680,3.07
9.548,1714,2.43
9.550,1753,2.50
9.552,1791,1.50
9.554,1824,1.36
9.556,1844,1.93
9.558,1850,2.14
9.560,1840,2.78
9.562,1815,3.07
9.564,1781,3.21
9.566,1741,3.28
9.568,1703,3.00
9.570,1672,3.78
9.572,1654,4.07
9.574,1651,3.50
9.576,1663,3.07
9.578,1690,2.78
9.580,1726,2.00
9.582,1765,1.86
9.584,1803,1.28
9.586,1832,1.36
9.588,1848,1.57
9.590,1848,2.21
9.592,1833,3.07
9.594,1804,3.21
9.596,1767,3.14
9.598,1727,3.35
9.600,1691,3.50
9.602,1664,3.78
9.604,1651,4.50
9.606,1653,3.21
9.608,1671,2.78
9.610,1702,2.36
9.612,1740,1.57
9.614,1780,1.57
9.616,1815,1.00
9.618,1840,1.14
9.620,1850,1.50
9.622,1844,2.07
9.624,1823,3.14
9.626,1791,3.93
9.628,1752,3.43
9.630,1712,3.57
9.632,1679,3.71
9.634,1657,4.57
9.636,1650,3.93
9.638,1659,3.57
9.640,1683,2.57
9.642,1717,1.50
9.644,1757,1.07
9.646,1796,1.00
9.648,1827,0.86
9.650,1846,1.00
9.652,1849,1.64
9.654,1837,2.64
9.656,1810,3.57
9.658,1774,4.00
9.660,1734,4.21
9.662,1696,3.85
9.664,1667,4.28
9.666,1652,4.71
9.668,1652,3.78
9.670,1668,3.07
9.672,1698,2.43
9.674,1736,1.14
9.676,1776,0.93
9.678,1812,0.71
9.680,1838,0.79
9.682,1850,1.21
9.684,1845,1.86
9.686,1825,3.21
9.688,1793,3.93
9.690,1754,4.14
9.692,1714,4.43
9.694,1680,4.57
9.696,1658,4.85
9.698,1650,4.14
9.700,1659,3.50
9.702,1682,2.28
9.704,1717,1.86
9.706,1757,0.71
9.708,1796,0.43
9.710,1827,0.50
9.712,1846,0.57
9.714,1849,1.36
9.716,1836,2.50
9.718,1809,3.43
9.720,1772,4.21
9.722,1732,4.50
9.724,1694,4.57
9.726,1666,4.78
9.728,1651,4.71
9.730,1653,3.93
9.732,1670,3.14
9.734,1701,2.00
9.736,1739,1.43
9.738,1780,0.29
9.740,1815,0.21
9.742,1840,0.43
9.744,1850,0.43
9.746,1843,1.50
9.748,1822,3.14
9.750,1788,3.85
9.752,1748,4.57
9.754,1709,5.14
9.756,1676,5.28
9.758,1655,4.57
9.760,1650,4.64
9.762,1662,3.71
9.764,1688,2.43
9.766,1724,1.64
9.768,1765,0.36
9.770,1803,0.00
9.772,1832,-0.07
9.774,1848,0.29
9.776,1848,0.93
9.778,1831,2.28
9.780,1801,4.00
9.782,1763,4.85
9.784,1722,4.85
9.786,1686,5.14
9.788,1661,5.42
9.790,1650,4.57
9.792,1656,4.43
9.794,1677,3.14
9.796,1711,2.28
9.798,1751,1.43
9.800,1791,-0.29
9.802,1824,-0.07
9.804,1845,0.00
9.806,1850,0.00
9.808,1838,1.71
9.810,1812,3.21
9.812,1775,4.35
9.814,1735,4.93
9.816,1696,5.28
9.818,1667,5.50
9.820,1652,4.71
9.822,1653,4.93
9.824,1670,3.71
9.826,1700,2.57
9.828,1739,1.57
9.830,1780,0.00
9.832,1816,-0.43
9.834,1840,-0.36
9.836,1850,0.00
9.838,1843,1.28
9.840,1820,2.86
9.842,1786,3.43
9.844,1745,5.14
9.846,1706,4.85
9.848,1673,5.71
9.850,1654,5.50
9.852,1651,4.78
9.854,1664,4.50
9.856,1692,2.64
9.858,1729,1.64
9.860,1770,0.50
9.862,1808,-0.43
9.864,1836,-0.36
9.866,1849,-0.36
9.868,1846,0.21
9.870,1826,2.21
9.872,1794,3.14
9.874,1754,4.93
9.876,1714,4.85
9.878,1679,5.92
9.880,1657,5.64
9.882,1650,4.78
9.884,1660,4.93
9.886,1686,3.43
9.888,1722,2.14
9.890,1763,1.07
9.892,1802,-0.64
9.894,1832,-0.79
9.896,1848,-0.43
9.898,1848,0.29
9.900,1831,2.00
9.902,1800,3.28
9.904,1761,4.28
9.906,1720,5.14
9.908,1684,5.21
9.910,1659,6.14
9.912,1650,5.21
9.914,1658,4.93
9.916,1681,3.57
9.918,1716,1.93
9.920,1757,1.43
9.922,1796,-0.29
9.924,1828,-0.57
9.926,1847,-0.50
9.928,1849,-0.50
9.930,1834,1.07
9.932,1805,3.28
9.934,1766,4.07
9.936,1725,5.21
9.938,1688,5.50
9.940,1662,5.78
9.942,1650,5.35
9.944,1656,5.42
9.946,1678,4.21
9.948,1712,2.43
9.950,1753,0.93
9.952,1793,-0.21
9.954,1826,-0.86
9.956,1846,-0.86
9.958,1849,-0.43
9.960,1836,0.79
9.962,1807,2.71
9.964,1769,3.85
9.966,1728,5.21
9.968,1690,5.78
9.970,1663,5.78
9.972,1650,6.14
9.974,1655,4.78
9.976,1676,4.57
9.978,1710,2.64
9.980,1751,1.28
9.982,1791,0.07
9.984,1825,-1.07
9.986,1845,-0.79
9.988,1849,-0.21
9.990,1837,0.00
9.992,1809,2.71
9.994,1771,3.93
9.996,1729,5.21
9.998,1691,5.85
10.000,1663,6.00
10.002,1651,5.85
10.004,1655,5.35
10.006,1676,4.64
10.008,1709,3.00
10.010,1750,1.43
10.012,1791,-0.21
10.014,1825,-1.00
10.016,1845,-1.28
10.018,1849,-0.50
10.020,1836,0.43
10.022,1808,2.36
10.024,1770,3.78
10.026,1728,4.85
10.028,1691,6.00
10.030,1663,5.78
10.032,1650,6.07
10.034,1655,5.71
10.036,1677,4.28
10.038,1711,3.14
10.040,1752,1.14
10.042,1792,0.29
10.044,1826,-0.93
10.046,1846,-1.36
10.048,1849,-0.36
10.050,1835,0.21
10.052,1806,1.78
10.054,1768,4.21
10.056,1726,5.00
10.058,1688,5.85
10.060,1662,6.28
10.062,1650,6.00
10.064,1656,6.00
10.066,1679,4.78
10.068,1714,2.93
10.070,1755,1.28
10.072,1796,-0.07
10.074,1828,-1.21
10.076,1847,-1.21
10.078,1849,-0.86
10.080,1833,0.29
10.082,1803,1.64
10.084,1763,4.07
10.086,1722,5.57
10.088,1685,5.92
10.090,1659,6.50
10.092,1650,5.85
10.094,1658,6.28
10.096,1683,4.50
10.098,1719,2.93
10.100,1761,1.50
10.102,1801,-0.64
10.104,1831,-1.43
10.106,1848,-1.50
10.108,1847,-1.07
10.110,1830,0.43
10.112,1798,2.07
10.114,1757,3.78
10.116,1716,5.64
10.118,1680,5.85
10.120,1657,6.42
10.122,1650,6.07
10.124,1661,6.00
10.126,1688,4.57
10.128,1726,2.71
10.130,1768,1.36
10.132,1807,-0.71
10.134,1836,-2.00
10.136,1849,-1.43
10.138,1845,-0.93
10.140,1825,0.50
10.142,1790,2.50
10.144,1749,3.93
10.146,1708,5.92
10.148,1674,6.00
10.150,1654,6.71
10.152,1651,5.78
10.154,1665,6.21
10.156,1695,4.21
10.158,1734,2.71
10.160,1777,0.86
10.162,1814,-1.00
10.164,1840,-1.71
10.166,1850,-1.43
10.168,1842,-0.71
10.170,1818,0.71
10.172,1781,2.93
10.174,1739,4.07
10.176,1699,6.28
10.178,1668,6.14
10.180,1652,6.64
10.182,1653,6.35
10.184,1672,5.92
10.186,1704,4.43
10.188,1745,2.36
10.190,1787,0.21
10.192,1822,-1.00
10.194,1844,-2.21
10.196,1850,-1.64
10.198,1837,-0.50
10.200,1809,0.79
10.202,1770,2.86
10.204,1727,4.64
10.206,1689,5.92
10.208,1662,6.78
10.210,1650,6.92
10.212,1657,6.50
10.214,1680,5.42
10.216,1716,3.78
10.218,1758,2.00
10.220,1799,-0.07
10.222,1831,-1.57
10.224,1848,-2.07
10.226,1848,-1.78
10.228,1830,-0.36
10.230,1797,1.21
10.232,1756,3.35
10.234,1714,5.14
10.236,1679,5.92
10.238,1656,7.57
10.240,1650,6.28
10.242,1663,6.78
10.244,1691,4.64
10.246,1730,3.50
10.248,1772,1.71
10.250,1811,-0.57
10.252,1838,-1.71
10.254,1850,-2.07
10.256,1843,-2.00
10.258,1819,0.43
10.260,1783,2.00
10.262,1741,3.50
10.264,1700,5.78
10.266,1669,6.64
10.268,1652,7.42
10.270,1653,6.78
10.272,1672,6.21
10.274,1705,4.71
10.276,1746,3.21
10.278,1788,0.43
10.280,1823,-0.93
10.282,1845,-2.28
10.284,1849,-2.07
10.286,1836,-1.50
10.288,1806,0.71
10.290,1766,2.57
10.292,1724,4.07
10.294,1686,6.50
10.296,1660,6.78
10.298,1650,7.49
10.300,1659,6.92
10.302,1684,5.50
10.304,1722,4.00
10.306,1764,2.50
10.308,1804,0.07
10.310,1835,-1.71
10.312,1849,-2.36
10.314,1846,-1.86
10.316,1824,-0.79
10.318,1790,0.93
10.320,1747,3.28
10.322,1706,5.00
10.324,1672,6.42
10.326,1653,7.28
10.328,1652,7.49
10.330,1669,6.71
10.332,1700,5.28
10.334,1741,3.35
10.336,1784,1.64
10.338,1820,-0.93
10.340,1844,-2.07
10.342,1850,-2.36
10.344,1837,-1.93
10.346,1809,-0.36
10.348,1769,1.57
10.350,1726,4.21
10.352,1688,5.71
10.354,1661,6.85
10.356,1650,7.21
10.358,1658,7.28
10.360,1683,6.64
10.362,1720,4.28
10.364,1763,2.93
10.366,1804,0.36
10.368,1834,-1.64
10.370,1849,-2.14
10.372,1846,-2.28
10.374,1824,-1.28
10.376,1789,0.57
10.378,1747,2.14
10.380,1705,4.78
10.382,1672,6.42
10.384,1653,7.14
10.386,1652,7.35
10.388,1669,7.07
10.390,1702,5.78
10.392,1743,4.28
10.394,1786,1.71
10.396,1822,-0.43
10.398,1845,-2.21
10.400,1849,-2.86
10.402,1836,-1.86
10.404,1806,-0.64
10.406,1766,1.43
10.408,1723,3.35
10.410,1685,5.50
10.412,1659,6.42
10.414,1650,7.57
10.416,1660,7.42
10.418,1687,6.64
10.420,1726,4.85
10.422,1769,2.93
10.424,1809,0.71
10.426,1837,-1.64
10.428,1850,-2.28
10.430,1843,-2.78
10.432,1819,-0.79
10.434,1782,0.36
10.436,1739,2.21
10.438,1698,4.85
10.440,1667,5.71
10.442,1651,7.78
10.444,1654,7.21
10.446,1675,7.42
10.448,1710,5.78
10.450,1753,4.43
10.452,1795,1.93
10.454,1829,-0.64
10.456,1847,-2.07
10.458,1848,-2.57
10.460,1830,-2.36
10.462,1797,-0.21
10.464,1755,1.57
10.466,1712,3.28
10.468,1676,5.57
10.470,1655,6.78
10.472,1651,7.71
10.474,1666,7.28
10.476,1697,6.50
10.478,1738,4.64
10.480,1781,2.86
10.482,1819,0.21
10.484,1843,-1.50
10.486,1850,-2.43
10.488,1838,-2.64
10.490,1809,-1.21
10.492,1769,0.86
10.494,1725,2.43
10.496,1686,4.64
10.498,1659,6.35
10.500,1650,7.21
10.502,1660,7.85
10.504,1686,7.14
10.506,1725,5.35
10.508,1769,3.43
10.510,1809,1.28
10.512,1838,-0.79
10.514,1850,-2.14
