time (s),pulsewidth (us),force (lb)
0.972,1834,4.34
0.974,1834,4.48
0.976,1834,4.13
0.978,1834,4.84
0.980,1834,3.98
0.982,1835,4.84
0.984,1835,3.77
0.986,1835,4.70
0.988,1835,4.13
0.990,1836,4.70
0.992,1836,4.27
0.994,1836,4.34
0.996,1836,4.34
0.998,1836,4.27
1.000,1837,4.34
1.002,1837,4.13
1.004,1837,4.84
1.006,1837,4.20
1.008,1837,4.84
1.010,1838,4.34
1.012,1838,4.70
1.014,1838,4.55
1.016,1838,4.48
1.018,1838,4.70
1.020,1839,4.34
1.022,1839,4.98
1.024,1839,4.34
1.026,1839,4.48
1.028,1839,4.34
1.030,1840,4.48
1.032,1840,4.05
1.034,1840,4.48
1.036,1840,4.41
1.038,1840,4.55
1.040,1841,4.84
1.042,1841,4.55
1.044,1841,4.91
1.046,1841,4.34
1.048,1841,4.70
1.050,1841,4.05
1.052,1842,4.98
1.054,1842,4.20
1.056,1842,5.05
1.058,1842,4.20
1.060,1842,4.77
1.062,1843,4.13
1.064,1843,4.84
1.066,1843,4.20
1.068,1843,4.77
1.070,1843,4.27
1.072,1843,4.91
1.074,1843,4.48
1.076,1844,4.91
1.078,1844,4.55
1.080,1844,4.70
1.082,1844,4.34
1.084,1844,4.55
1.086,1844,4.70
1.088,1845,4.84
1.090,1845,4.48
1.092,1845,4.55
1.094,1845,4.70
1.096,1845,4.63
1.098,1845,4.70
1.100,1845,4.34
1.102,1846,4.84
1.104,1846,4.27
1.106,1846,4.84
1.108,1846,4.20
1.110,1846,4.91
1.112,1846,4.41
1.114,1846,4.48
1.116,1846,4.48
1.118,1847,4.91
1.120,1847,4.55
1.122,1847,5.05
1.124,1847,4.48
1.126,1847,4.70
1.128,1847,4.27
1.130,1847,4.70
1.132,1847,4.41
1.134,1847,4.98
1.136,1848,4.27
1.138,1848,5.05
1.140,1848,4.41
1.142,1848,5.20
1.144,1848,4.70
1.146,1848,4.55
1.148,1848,4.41
1.150,1848,4.91
1.152,1848,4.41
1.154,1848,5.12
1.156,1849,4.55
1.158,1849,5.12
1.160,1849,4.27
1.162,1849,4.77
1.164,1849,4.77
1.166,1849,5.05
1.168,1849,4.41
1.170,1849,4.84
1.172,1849,4.34
1.174,1849,5.05
1.176,1849,4.48
1.178,1849,4.77
1.180,1849,4.48
1.182,1849,4.70
1.184,1849,4.70
1.186,1850,4.98
1.188,1850,4.84
1.190,1850,5.12
1.192,1850,4.41
1.194,1850,4.70
1.196,1850,4.77
1.198,1850,5.05
1.200,1850,4.70
1.202,1850,4.84
1.204,1850,4.34
1.206,1850,4.98
1.208,1850,4.41
1.210,1850,4.84
1.212,1850,4.55
1.214,1850,4.84
1.216,1850,4.48
1.218,1850,5.12
1.220,1850,4.55
1.222,1850,5.12
1.224,1850,4.55
1.226,1850,4.63
1.228,1850,4.55
1.230,1850,4.84
1.232,1850,4.84
1.234,1850,4.91
1.236,1850,4.48
1.238,1850,4.91
1.240,1850,4.48
1.242,1850,4.84
1.244,1850,4.70
1.246,1850,5.05
1.248,1850,4.77
1.250,1850,4.84
1.252,1850,4.63
1.254,1850,4.84
1.256,1850,4.63
1.258,1850,4.55
1.260,1850,4.63
1.262,1850,4.77
1.264,1849,4.34
1.266,1849,4.77
1.268,1849,4.77
1.270,1849,4.91
1.272,1849,4.70
1.274,1849,4.55
1.276,1849,4.84
1.278,1849,4.70
1.280,1849,4.84
1.282,1849,4.63
1.284,1849,4.70
1.286,1849,4.77
1.288,1849,4.84
1.290,1849,4.55
1.292,1848,4.91
1.294,1848,4.55
1.296,1848,4.70
1.298,1848,4.41
1.300,1848,4.48
1.302,1848,4.84
1.304,1848,4.63
1.306,1848,4.48
1.308,1848,4.63
1.310,1847,4.63
1.312,1847,4.98
1.314,1847,4.91
1.316,1847,4.84
1.318,1847,4.77
1.320,1847,4.55
1.322,1847,4.48
1.324,1847,4.91
1.326,1846,4.55
1.328,1846,4.84
1.330,1846,4.34
1.332,1846,4.77
1.334,1846,4.70
1.336,1846,4.84
1.338,1845,4.70
1.340,1845,4.77
1.342,1845,4.55
1.344,1845,4.70
1.346,1845,4.63
1.348,1845,4.77
1.350,1844,4.55
1.352,1844,4.63
1.354,1844,4.20
1.356,1844,4.77
1.358,1844,4.55
1.360,1843,4.91
1.362,1843,4.41
1.364,1843,4.63
1.366,1843,4.55
1.368,1843,4.84
1.370,1842,4.55
1.372,1842,4.77
1.374,1842,4.55
1.376,1842,4.48
1.378,1841,4.77
1.380,1841,4.34
1.382,1841,4.70
1.384,1841,4.34
1.386,1840,4.48
1.388,1840,4.27
1.390,1840,4.77
1.392,1840,4.55
1.394,1839,4.70
1.396,1839,4.48
1.398,1839,4.63
1.400,1839,4.20
1.402,1838,4.70
1.404,1838,4.27
1.406,1838,4.77
1.408,1838,4.41
1.410,1837,4.84
1.412,1837,4.55
1.414,1837,5.05
1.416,1836,4.27
1.418,1836,4.27
1.420,1836,4.41
1.422,1835,4.34
1.424,1835,4.41
1.426,1835,4.27
1.428,1834,4.63
1.430,1834,4.48
1.432,1834,4.70
1.434,1834,4.34
1.436,1833,4.84
1.438,1833,4.27
1.440,1832,4.63
1.442,1832,4.55
1.444,1832,4.41
1.446,1831,4.41
1.448,1831,4.20
1.450,1831,3.98
1.452,1830,4.13
1.454,1830,4.41
1.456,1830,4.20
1.458,1829,4.63
1.460,1829,4.05
1.462,1829,4.70
1.464,1828,3.84
1.466,1828,4.84
1.468,1827,3.91
1.470,1827,4.55
1.472,1827,4.05
1.474,1826,4.27
1.476,1826,4.20
1.478,1825,4.34
1.480,1825,4.34
1.482,1825,4.20
1.484,1824,4.41
1.486,1824,3.91
1.488,1823,4.70
1.490,1823,4.05
1.492,1822,4.48
1.494,1822,4.27
1.496,1822,4.13
1.498,1821,4.20
1.500,1821,3.77
1.502,1820,4.34
1.504,1820,3.98
1.506,1819,4.48
1.508,1819,4.13
1.510,1818,4.27
1.512,1818,4.34
1.514,1818,3.84
1.516,1817,4.41
1.518,1817,3.63
1.520,1816,4.13
1.522,1816,3.84
1.524,1815,4.13
1.526,1815,4.05
1.528,1814,4.48
1.530,1814,3.98
1.532,1813,4.13
1.534,1813,3.91
1.536,1812,3.91
1.538,1812,4.20
1.540,1811,4.13
1.542,1811,3.98
1.544,1810,4.05
1.546,1810,4.05
1.548,1809,3.70
1.550,1809,4.13
1.552,1808,3.77
1.554,1808,3.91
1.556,1807,3.91
1.558,1806,3.98
1.560,1806,3.91
1.562,1805,4.34
1.564,1805,3.55
1.566,1804,4.27
1.568,1804,3.41
1.570,1803,3.63
1.572,1803,3.84
1.574,1802,3.84
1.576,1801,3.91
1.578,1801,4.05
1.580,1800,3.63
1.582,1800,3.70
1.584,1799,3.91
1.586,1799,3.55
1.588,1798,3.70
1.590,1797,3.55
1.592,1797,3.77
1.594,1796,3.77
1.596,1796,3.84
1.598,1795,3.77
1.600,1794,3.55
1.602,1794,3.70
1.604,1793,3.48
1.606,1793,3.77
1.608,1792,3.55
1.610,1791,3.77
1.612,1791,3.55
1.614,1790,3.63
1.616,1790,3.70
1.618,1789,3.63
1.620,1788,3.84
1.622,1788,3.41
1.624,1787,3.70
1.626,1786,3.34
1.628,1786,3.63
1.630,1785,3.41
1.632,1785,3.48
1.634,1784,3.41
1.636,1783,3.34
1.638,1783,3.27
1.640,1782,3.13
1.642,1781,3.70
1.644,1781,3.48
1.646,1780,3.48
1.648,1779,3.41
1.650,1779,3.41
1.652,1778,3.41
1.654,1777,3.34
1.656,1777,3.48
1.658,1776,3.05
1.660,1775,3.20
1.662,1775,2.98
1.664,1774,3.34
1.666,1773,3.27
1.668,1773,3.34
1.670,1772,3.13
1.672,1771,3.13
1.674,1771,3.55
1.676,1770,3.13
1.678,1769,3.48
1.680,1768,3.05
1.682,1768,3.27
1.684,1767,3.20
1.686,1766,2.98
1.688,1766,3.48
1.690,1765,2.70
1.692,1764,3.27
1.694,1764,2.91
1.696,1763,3.05
1.698,1762,3.20
1.700,1761,3.13
1.702,1761,3.20
1.704,1760,2.91
1.706,1759,3.13
1.708,1759,2.91
1.710,1758,2.91
1.712,1757,3.13
1.714,1757,2.84
1.716,1756,3.13
1.718,1755,2.84
1.720,1754,2.91
1.722,1754,3.13
1.724,1753,3.05
1.726,1752,2.98
1.728,1751,2.91
1.730,1751,2.70
1.732,1750,2.84
1.734,1749,2.84
1.736,1749,2.98
1.738,1748,2.70
1.740,1747,2.84
1.742,1746,2.70
1.744,1746,2.91
1.746,1745,3.05
1.748,1744,2.91
1.750,1743,2.63
1.752,1743,2.98
1.754,1742,2.41
1.756,1741,2.91
1.758,1741,2.63
1.760,1740,2.84
1.762,1739,2.48
1.764,1738,2.63
1.766,1738,2.63
1.768,1737,2.84
1.770,1736,2.63
1.772,1735,2.98
1.774,1735,2.63
1.776,1734,2.48
1.778,1733,2.41
1.780,1732,2.77
1.782,1732,2.63
1.784,1731,2.70
1.786,1730,2.48
1.788,1730,2.48
1.790,1729,2.34
1.792,1728,2.63
1.794,1727,2.56
1.796,1727,2.48
1.798,1726,2.34
1.800,1725,2.48
1.802,1724,2.63
1.804,1724,2.56
1.806,1723,2.56
1.808,1722,2.41
1.810,1721,2.48
1.812,1721,1.98
1.814,1720,2.77
1.816,1719,2.27
1.818,1719,2.34
1.820,1718,2.27
1.822,1717,2.34
1.824,1716,2.56
1.826,1716,2.48
1.828,1715,2.41
1.830,1714,2.20
1.832,1714,2.27
1.834,1713,1.98
1.836,1712,2.63
1.838,1711,2.06
1.840,1711,2.13
1.842,1710,2.20
1.844,1709,2.20
1.846,1709,2.34
1.848,1708,2.34
1.850,1707,2.41
1.852,1706,1.91
1.854,1706,2.27
1.856,1705,1.98
1.858,1704,2.48
1.860,1704,2.06
1.862,1703,1.91
1.864,1702,2.20
1.866,1702,1.98
1.868,1701,2.13
1.870,1700,1.91
1.872,1700,2.20
1.874,1699,1.84
1.876,1698,2.20
1.878,1698,2.06
1.880,1697,2.13
1.882,1696,2.20
1.884,1696,1.56
1.886,1695,2.20
1.888,1694,2.13
1.890,1694,1.98
1.892,1693,2.13
1.894,1692,1.91
1.896,1692,1.98
1.898,1691,1.98
1.900,1690,2.27
1.902,1690,1.77
1.904,1689,2.27
1.906,1688,1.48
1.908,1688,1.84
1.910,1687,2.13
1.912,1687,1.77
1.914,1686,1.98
1.916,1685,1.56
1.918,1685,1.77
1.920,1684,1.91
1.922,1684,1.91
1.924,1683,2.20
1.926,1682,1.41
1.928,1682,1.98
1.930,1681,1.34
1.932,1681,1.98
1.934,1680,1.91
1.936,1679,1.56
1.938,1679,1.63
1.940,1678,1.48
1.942,1678,1.91
1.944,1677,2.06
1.946,1677,1.98
1.948,1676,1.84
1.950,1676,1.27
1.952,1675,1.41
1.954,1674,1.84
1.956,1674,1.70
1.958,1673,2.06
1.960,1673,1.34
1.962,1672,1.48
1.964,1672,1.48
1.966,1671,1.84
1.968,1671,1.98
1.970,1670,1.63
1.972,1670,1.70
1.974,1669,1.34
1.976,1669,1.27
1.978,1668,1.98
1.980,1668,1.77
1.982,1667,1.48
1.984,1667,1.41
1.986,1666,1.27
1.988,1666,1.56
1.990,1666,1.70
1.992,1665,1.98
1.994,1665,1.27
1.996,1664,1.48
1.998,1664,1.48
2.000,1663,1.70
2.002,1663,1.70
2.004,1663,1.48
2.006,1662,1.34
2.008,1662,1.13
2.010,1661,1.41
2.012,1661,1.63
2.014,1661,1.48
2.016,1660,1.41
2.018,1660,1.63
2.020,1659,1.41
2.022,1659,1.41
2.024,1659,1.56
2.026,1658,1.34
2.028,1658,1.48
2.030,1658,1.13
2.032,1657,1.48
2.034,1657,1.41
2.036,1657,1.34
2.038,1657,1.63
2.040,1656,1.34
2.042,1656,1.27
2.044,1656,1.48
2.046,1655,1.56
2.048,1655,1.34
2.050,1655,1.56
2.052,1655,1.41
2.054,1654,1.20
2.056,1654,1.41
2.058,1654,1.20
2.060,1654,1.48
2.062,1653,1.34
2.064,1653,1.20
2.066,1653,1.41
2.068,1653,1.27
2.070,1653,1.27
2.072,1652,1.48
2.074,1652,1.63
2.076,1652,1.41
2.078,1652,1.41
2.080,1652,1.27
2.082,1651,1.27
2.084,1651,1.27
2.086,1651,1.20
2.088,1651,1.41
2.090,1651,1.20
2.092,1651,1.13
2.094,1651,1.48
2.096,1651,1.34
2.098,1651,1.34
2.100,1650,1.27
2.102,1650,1.41
2.104,1650,1.20
2.106,1650,1.34
2.108,1650,1.48
2.110,1650,1.34
2.112,1650,1.41
2.114,1650,1.13
2.116,1650,1.41
2.118,1650,1.48
2.120,1650,1.20
2.122,1650,1.41
2.124,1650,1.34
2.126,1650,1.13
2.128,1650,1.13
2.130,1650,1.27
2.132,1650,1.41
2.134,1650,1.20
2.136,1650,1.20
2.138,1650,1.34
2.140,1650,1.41
2.142,1650,1.34
2.144,1651,1.34
2.146,1651,1.41
2.148,1651,1.34
2.150,1651,1.20
2.152,1651,1.48
2.154,1651,1.34
2.156,1651,1.20
2.158,1651,1.13
2.160,1652,1.27
2.162,1652,1.34
2.164,1652,1.20
2.166,1652,1.48
2.168,1652,1.27
2.170,1652,1.20
2.172,1653,1.27
2.174,1653,1.41
2.176,1653,1.48
2.178,1653,1.13
2.180,1653,1.27
2.182,1654,1.34
2.184,1654,1.27
2.186,1654,1.27
2.188,1654,1.41
2.190,1655,1.48
2.192,1655,1.27
2.194,1655,1.34
2.196,1656,1.41
2.198,1656,1.27
2.200,1656,1.20
2.202,1657,1.27
2.204,1657,1.34
2.206,1657,1.27
2.208,1658,1.34
2.210,1658,1.56
2.212,1658,1.41
2.214,1659,1.34
2.216,1659,1.20
2.218,1659,1.41
2.220,1660,1.41
2.222,1660,1.27
2.224,1661,1.41
2.226,1661,1.34
2.228,1662,1.34
2.230,1662,1.34
2.232,1662,1.48
2.234,1663,1.70
2.236,1663,1.27
2.238,1664,1.48
2.240,1664,1.56
2.242,1665,1.34
2.244,1665,1.27
2.246,1666,1.48
2.248,1666,1.48
2.250,1667,1.27
2.252,1667,1.41
2.254,1668,1.34
2.256,1668,1.56
2.258,1669,1.41
2.260,1670,1.56
2.262,1670,1.77
2.264,1671,1.41
2.266,1671,1.56
2.268,1672,1.70
2.270,1672,1.48
2.272,1673,1.34
2.274,1674,1.56
2.276,1674,1.63
2.278,1675,1.48
2.280,1676,1.63
2.282,1676,1.48
2.284,1677,1.77
2.286,1678,1.48
2.288,1678,1.63
2.290,1679,1.70
2.292,1680,1.70
2.294,1680,1.70
2.296,1681,1.63
2.298,1682,1.56
2.300,1682,1.48
2.302,1683,1.84
2.304,1684,1.70
2.306,1684,1.70
2.308,1685,1.56
2.310,1686,1.48
2.312,1687,1.70
2.314,1687,1.63
2.316,1688,1.91
2.318,1689,1.56
2.320,1690,1.63
2.322,1691,1.77
2.324,1691,1.77
2.326,1692,1.70
2.328,1693,1.84
2.330,1694,1.84
2.332,1695,1.70
2.334,1695,1.91
2.336,1696,1.84
2.338,1697,1.84
2.340,1698,1.70
2.342,1699,2.06
2.344,1699,1.70
2.346,1700,1.84
2.348,1701,1.77
2.350,1702,1.91
2.352,1703,1.77
2.354,1704,1.98
2.356,1705,2.06
2.358,1706,2.13
2.360,1706,1.98
2.362,1707,2.13
2.364,1708,1.70
2.366,1709,2.27
2.368,1710,1.84
2.370,1711,1.98
2.372,1712,2.06
2.374,1713,1.91
2.376,1714,2.13
2.378,1715,2.06
2.380,1716,2.20
2.382,1717,1.98
2.384,1717,1.91
2.386,1718,2.34
2.388,1719,1.84
2.390,1720,2.34
2.392,1721,2.20
2.394,1722,1.98
2.396,1723,2.41
2.398,1724,1.91
2.400,1725,2.48
2.402,1726,2.34
2.404,1727,2.41
2.406,1728,2.48
2.408,1729,2.27
2.410,1730,2.70
2.412,1731,1.98
2.414,1732,2.77
2.416,1733,1.98
2.418,1734,2.41
2.420,1735,2.56
2.422,1736,2.27
2.424,1737,2.34
2.426,1738,2.27
2.428,1739,2.48
2.430,1740,2.84
2.432,1741,2.41
2.434,1742,2.56
2.436,1743,2.56
2.438,1744,2.20
2.440,1745,2.48
2.442,1746,2.70
2.444,1747,2.63
2.446,1748,2.48
2.448,1749,2.56
2.450,1750,2.48
2.452,1751,2.98
2.454,1752,2.84
2.456,1753,2.77
2.458,1754,2.77
2.460,1755,2.41
2.462,1756,2.41
2.464,1757,2.91
2.466,1758,3.05
2.468,1760,2.98
2.470,1761,2.63
2.472,1762,2.70
2.474,1763,2.98
2.476,1764,3.05
2.478,1765,3.20
2.480,1766,2.91
2.482,1767,2.63
2.484,1768,2.56
2.486,1769,3.05
2.488,1770,3.41
2.490,1771,3.05
2.492,1772,2.84
2.494,1773,2.91
2.496,1774,2.56
2.498,1775,3.41
2.500,1776,3.13
2.502,1777,3.27
2.504,1778,2.91
2.506,1779,2.98
2.508,1780,3.27
2.510,1781,3.48
2.512,1782,3.27
2.514,1783,3.20
2.516,1784,2.77
2.518,1785,3.05
2.520,1786,3.41
2.522,1787,3.63
2.524,1788,3.27
2.526,1789,3.27
2.528,1790,3.13
2.530,1791,3.48
2.532,1792,3.70
2.534,1793,3.41
2.536,1794,3.48
