time (s),pulsewidth (us),force (lb)
6.044,1803,3.41
6.046,1805,3.34
6.048,1807,3.41
6.050,1809,3.41
6.052,1811,3.63
6.054,1813,3.63
6.056,1815,3.70
6.058,1817,3.34
6.060,1819,3.70
6.062,1821,3.84
6.064,1822,3.84
6.066,1824,3.77
6.068,1826,3.77
6.070,1827,3.77
6.072,1829,3.91
6.074,1831,3.98
6.076,1832,4.13
6.078,1833,3.77
6.080,1835,3.98
6.082,1836,3.70
6.084,1837,4.48
6.086,1839,4.27
6.088,1840,4.27
6.090,1841,4.20
6.092,1842,3.70
6.094,1843,4.48
6.096,1844,4.48
6.098,1845,4.48
6.100,1845,4.48
6.102,1846,4.05
6.104,1847,4.41
6.106,1847,4.48
6.108,1848,4.55
6.110,1848,4.70
6.112,1849,4.63
6.114,1849,4.27
6.116,1850,4.34
6.118,1850,4.77
6.120,1850,4.55
6.122,1850,4.77
6.124,1850,3.91
6.126,1850,4.55
6.128,1850,4.27
6.130,1850,5.05
6.132,1849,4.27
6.134,1849,4.77
6.136,1849,4.05
6.138,1848,4.48
6.140,1848,4.48
6.142,1847,4.70
6.144,1847,4.55
6.146,1846,4.55
6.148,1845,4.27
6.150,1844,4.63
6.152,1843,4.63
6.154,1843,4.55
6.156,1842,4.27
6.158,1840,4.48
6.160,1839,4.20
6.162,1838,4.70
6.164,1837,4.63
6.166,1836,4.41
6.168,1834,4.41
6.170,1833,4.27
6.172,1831,4.13
6.174,1830,4.48
6.176,1828,4.41
6.178,1827,4.63
6.180,1825,4.48
6.182,1823,4.48
6.184,1821,4.27
6.186,1819,4.41
6.188,1818,3.91
6.190,1816,3.98
6.192,1814,4.27
6.194,1812,3.91
6.196,1810,4.41
6.198,1807,3.84
6.200,1805,4.48
6.202,1803,3.84
6.204,1801,4.20
6.206,1799,3.48
6.208,1796,3.91
6.210,1794,3.91
6.212,1792,3.63
6.214,1789,3.98
6.216,1787,3.77
6.218,1785,3.77
6.220,1782,3.55
6.222,1780,3.55
6.224,1777,3.48
6.226,1775,3.55
6.228,1772,3.48
6.230,1769,3.41
6.232,1767,3.48
6.234,1764,3.55
6.236,1762,3.20
6.238,1759,3.63
6.240,1757,2.91
6.242,1754,2.91
6.244,1751,2.98
6.246,1749,3.05
6.248,1746,3.27
6.250,1743,3.05
6.252,1741,2.91
6.254,1738,2.77
6.256,1736,2.84
6.258,1733,2.63
6.260,1730,2.84
6.262,1728,2.63
6.264,1725,2.48
6.266,1723,2.84
6.268,1720,2.56
6.270,1718,2.91
6.272,1715,2.70
6.274,1713,2.20
6.276,1710,2.56
6.278,1708,1.98
6.280,1706,2.41
6.282,1703,2.13
6.284,1701,2.34
6.286,1699,2.13
6.288,1697,2.20
6.290,1694,1.98
6.292,1692,2.34
6.294,1690,1.91
6.296,1688,2.06
6.298,1686,2.13
6.300,1684,1.70
6.302,1682,2.06
6.304,1680,1.77
6.306,1678,1.98
6.308,1676,1.91
6.310,1675,1.77
6.312,1673,1.70
6.314,1671,1.70
6.316,1670,1.63
6.318,1668,1.34
6.320,1667,1.84
6.322,1665,1.48
6.324,1664,1.63
6.326,1662,1.63
6.328,1661,1.48
6.330,1660,1.70
6.332,1659,1.48
6.334,1658,1.48
6.336,1657,1.41
6.338,1656,1.56
6.340,1655,1.41
6.342,1654,1.27
6.344,1654,1.70
6.346,1653,0.91
6.348,1652,1.48
6.350,1652,1.27
6.352,1651,1.13
6.354,1651,1.20
6.356,1651,1.20
6.358,1650,1.48
6.360,1650,1.48
6.362,1650,1.48
6.364,1650,1.48
6.366,1650,1.20
6.368,1650,1.06
6.370,1650,1.27
6.372,1651,1.34
6.374,1651,1.20
6.376,1651,1.20
6.378,1652,1.27
6.380,1652,0.99
6.382,1653,1.13
6.384,1654,1.56
6.386,1654,1.41
6.388,1655,1.27
6.390,1656,1.27
6.392,1657,1.20
6.394,1658,1.41
6.396,1659,1.20
6.398,1660,1.27
6.400,1661,1.27
6.402,1663,1.13
6.404,1664,1.20
6.406,1665,1.63
6.408,1667,1.34
6.410,1668,1.20
6.412,1670,1.34
6.414,1672,1.48
6.416,1673,1.48
6.418,1675,1.56
6.420,1677,1.34
6.422,1679,1.41
6.424,1681,1.13
6.426,1683,1.48
6.428,1685,1.70
6.430,1687,1.56
6.432,1689,1.48
6.434,1691,1.63
6.436,1693,1.48
6.438,1695,1.63
6.440,1698,1.91
6.442,1700,1.84
6.444,1702,1.63
6.446,1705,1.77
6.448,1707,1.63
6.450,1710,1.91
6.452,1712,1.63
6.454,1715,2.06
6.456,1717,1.77
6.458,1720,1.63
6.460,1722,2.06
6.462,1725,2.13
6.464,1728,2.13
6.466,1730,2.13
6.468,1733,2.27
6.470,1735,1.98
6.472,1738,2.13
6.474,1741,2.27
6.476,1744,2.06
6.478,1746,2.20
6.480,1749,2.34
6.482,1752,2.13
6.484,1754,2.63
6.486,1757,2.34
6.488,1760,2.70
6.490,1763,2.77
6.492,1765,2.70
6.494,1768,2.70
6.496,1771,3.05
6.498,1773,2.63
6.500,1776,2.91
6.502,1779,2.84
6.504,1781,2.77
6.506,1784,2.56
6.508,1786,2.91
6.510,1789,2.91
6.512,1791,3.34
6.514,1794,3.20
6.516,1796,3.13
6.518,1799,3.55
6.520,1801,3.20
6.522,1803,3.27
6.524,1806,3.34
6.526,1808,3.20
6.528,1810,3.27
6.530,1812,3.63
6.532,1814,3.48
6.534,1816,3.63
6.536,1818,3.70
6.538,1820,3.34
6.540,1822,3.70
6.542,1824,4.05
6.544,1826,3.55
6.546,1828,3.84
6.548,1829,3.63
6.550,1831,3.98
6.552,1833,4.05
6.554,1834,4.20
6.556,1836,3.91
6.558,1837,3.98
6.560,1838,3.98
6.562,1840,3.84
6.564,1841,4.41
6.566,1842,4.13
6.568,1843,4.41
6.570,1844,4.20
6.572,1845,3.98
6.574,1846,4.70
6.576,1846,4.27
6.578,1847,4.70
6.580,1848,3.77
6.582,1848,4.34
6.584,1849,4.55
6.586,1849,4.84
6.588,1849,4.77
6.590,1850,4.55
6.592,1850,4.55
6.594,1850,4.05
6.596,1850,4.63
6.598,1850,4.34
6.600,1850,4.77
6.602,1850,3.91
6.604,1849,4.63
6.606,1849,4.34
6.608,1848,4.98
6.610,1848,4.34
6.612,1847,4.98
6.614,1847,4.20
6.616,1846,4.63
6.618,1845,4.41
6.620,1844,4.77
6.622,1843,4.34
6.624,1842,4.63
6.626,1841,3.98
6.628,1840,4.63
6.630,1839,4.48
6.632,1837,5.05
6.634,1836,4.34
6.636,1835,4.55
6.638,1833,4.34
6.640,1832,4.70
6.642,1830,4.48
6.644,1828,4.48
6.646,1826,4.27
6.648,1825,4.34
6.650,1823,4.20
6.652,1821,4.20
6.654,1819,4.41
6.656,1817,4.13
6.658,1815,4.20
6.660,1812,3.84
6.662,1810,4.05
6.664,1808,3.98
6.666,1806,4.48
6.668,1803,3.70
6.670,1801,4.13
6.672,1799,3.63
6.674,1796,3.98
6.676,1794,4.20
6.678,1791,3.63
6.680,1789,3.98
6.682,1786,3.48
6.684,1783,3.98
6.686,1781,3.41
6.688,1778,3.91
6.690,1775,3.34
6.692,1773,3.55
6.694,1770,3.48
6.696,1767,3.41
6.698,1764,3.48
6.700,1761,3.34
6.702,1759,3.41
6.704,1756,3.27
6.706,1753,3.41
6.708,1750,2.91
6.710,1747,3.34
6.712,1745,2.63
6.714,1742,2.98
6.716,1739,2.98
6.718,1736,3.05
6.720,1733,2.70
6.722,1731,2.77
6.724,1728,2.84
6.726,1725,2.63
6.728,1722,2.84
6.730,1720,2.70
6.732,1717,2.48
6.734,1714,2.56
6.736,1712,2.27
6.738,1709,2.70
6.740,1707,2.48
6.742,1704,2.41
6.744,1702,2.34
6.746,1699,2.06
6.748,1697,2.13
6.750,1694,2.41
6.752,1692,2.06
6.754,1690,2.20
6.756,1688,2.06
6.758,1685,1.91
6.760,1683,2.13
6.762,1681,2.27
6.764,1679,1.91
6.766,1677,1.91
6.768,1675,1.63
6.770,1673,1.84
6.772,1672,1.91
6.774,1670,1.48
6.776,1668,1.77
6.778,1667,1.48
6.780,1665,1.91
6.782,1664,1.63
6.784,1662,1.84
6.786,1661,1.77
6.788,1660,1.48
6.790,1658,1.77
6.792,1657,1.27
6.794,1656,1.70
6.796,1655,1.41
6.798,1654,1.13
6.800,1654,1.48
6.802,1653,1.13
6.804,1652,1.34
6.806,1652,1.41
6.808,1651,1.48
6.810,1651,1.41
6.812,1651,1.48
6.814,1650,1.34
6.816,1650,1.41
6.818,1650,1.27
6.820,1650,1.34
6.822,1650,1.41
6.824,1650,1.13
6.826,1650,1.27
6.828,1651,1.13
6.830,1651,0.99
6.832,1652,1.27
6.834,1652,1.63
6.836,1653,1.27
6.838,1654,1.41
6.840,1654,1.20
6.842,1655,1.13
6.844,1656,1.34
6.846,1657,1.13
6.848,1658,1.48
6.850,1660,1.20
6.852,1661,0.99
6.854,1662,1.48
6.856,1664,1.34
6.858,1665,1.34
6.860,1667,1.34
6.862,1668,1.34
6.864,1670,1.27
6.866,1672,1.41
6.868,1674,1.48
6.870,1675,1.48
6.872,1677,1.41
6.874,1679,1.34
6.876,1682,1.63
6.878,1684,1.63
6.880,1686,1.41
6.882,1688,1.63
6.884,1690,1.48
6.886,1693,1.27
6.888,1695,1.63
6.890,1697,1.91
6.892,1700,1.70
6.894,1703,1.63
6.896,1705,1.56
6.898,1708,1.70
6.900,1710,1.91
6.902,1713,1.63
6.904,1716,2.13
6.906,1718,1.77
6.908,1721,1.98
6.910,1724,1.98
6.912,1727,2.13
6.914,1730,1.91
6.916,1732,2.20
6.918,1735,1.98
6.920,1738,2.13
6.922,1741,2.13
6.924,1744,2.41
6.926,1747,2.13
6.928,1750,2.41
6.930,1753,2.20
6.932,1756,2.27
6.934,1758,2.48
6.936,1761,2.56
6.938,1764,2.77
6.940,1767,2.84
6.942,1770,2.84
6.944,1773,2.84
6.946,1776,2.91
6.948,1778,2.63
6.950,1781,2.91
6.952,1784,2.77
6.954,1787,2.84
6.956,1789,2.98
6.958,1792,3.27
6.960,1795,2.98
6.962,1797,3.41
6.964,1800,3.13
6.966,1802,3.34
6.968,1805,3.34
6.970,1807,3.27
6.972,1810,3.55
6.974,1812,3.55
6.976,1814,3.34
6.978,1816,3.48
6.980,1818,3.70
6.982,1821,3.77
6.984,1823,3.63
6.986,1825,3.55
6.988,1827,3.63
6.990,1828,3.77
6.992,1830,3.98
6.994,1832,3.84
6.996,1834,3.98
6.998,1835,3.91
7.000,1837,4.34
7.002,1838,3.98
7.004,1839,4.27
7.006,1841,3.84
7.008,1842,4.13
7.010,1843,3.98
7.012,1844,4.05
7.014,1845,4.63
7.016,1846,4.27
7.018,1847,4.55
7.020,1847,4.20
7.022,1848,4.41
7.024,1849,4.55
7.026,1849,4.48
7.028,1849,4.34
7.030,1850,4.34
7.032,1850,4.63
7.034,1850,4.55
7.036,1850,4.84
7.038,1850,4.70
7.040,1850,4.55
7.042,1850,4.34
7.044,1849,4.41
7.046,1849,4.63
7.048,1848,4.55
7.050,1848,4.70
7.052,1847,4.27
7.054,1846,4.63
7.056,1846,4.41
7.058,1845,4.70
7.060,1844,4.63
7.062,1843,4.63
7.064,1841,4.27
7.066,1840,4.63
7.068,1839,4.41
7.070,1837,4.77
7.072,1836,4.48
7.074,1834,4.48
7.076,1833,4.05
7.078,1831,4.41
7.080,1829,4.13
7.082,1827,4.48
7.084,1825,4.20
7.086,1824,4.27
7.088,1821,4.13
7.090,1819,4.48
7.092,1817,4.05
7.094,1815,4.55
7.096,1813,4.13
7.098,1810,4.34
7.100,1808,3.91
7.102,1805,4.27
7.104,1803,4.05
7.106,1800,3.84
7.108,1798,3.77
7.110,1795,3.48
7.112,1793,3.98
7.114,1790,3.41
7.116,1787,4.20
7.118,1784,3.63
7.120,1781,3.84
7.122,1779,3.63
7.124,1776,3.48
7.126,1773,3.41
7.128,1770,3.48
7.130,1767,3.34
7.132,1764,3.48
7.134,1761,3.34
7.136,1758,3.13
7.138,1755,3.55
7.140,1752,2.77
7.142,1749,3.55
7.144,1746,2.70
7.146,1743,3.13
7.148,1740,2.98
7.150,1737,2.84
7.152,1734,2.98
7.154,1731,2.84
7.156,1728,2.91
7.158,1725,2.56
7.160,1723,2.91
7.162,1720,2.41
7.164,1717,2.56
7.166,1714,2.41
7.168,1711,2.41
7.170,1708,2.63
7.172,1706,2.48
7.174,1703,2.27
7.176,1700,2.27
7.178,1698,2.20
7.180,1695,2.20
7.182,1693,2.27
7.184,1690,1.91
7.186,1688,2.13
7.188,1686,2.06
7.190,1683,2.20
7.192,1681,2.13
7.194,1679,2.06
7.196,1677,1.77
7.198,1675,1.91
7.200,1673,1.56
7.202,1671,1.98
7.204,1669,1.63
7.206,1667,1.63
7.208,1666,1.70
7.210,1664,1.70
7.212,1663,1.91
7.214,1661,1.56
7.216,1660,1.70
7.218,1659,1.41
7.220,1657,1.27
7.222,1656,1.41
7.224,1655,1.06
7.226,1654,1.77
7.228,1654,1.13
7.230,1653,1.48
7.232,1652,1.56
7.234,1652,1.27
7.236,1651,1.48
7.238,1651,1.27
7.240,1650,1.34
7.242,1650,1.41
7.244,1650,1.34
7.246,1650,1.27
7.248,1650,1.27
7.250,1650,1.20
7.252,1650,1.48
7.254,1651,1.27
7.256,1651,1.27
7.258,1652,1.27
7.260,1652,1.13
7.262,1653,1.13
7.264,1654,1.56
7.266,1655,1.63
7.268,1656,1.06
7.270,1657,1.48
7.272,1658,1.13
7.274,1659,1.20
7.276,1660,1.48
7.278,1662,1.27
7.280,1663,1.48
7.282,1665,1.20
7.284,1667,1.06
7.286,1668,1.63
7.288,1670,1.41
7.290,1672,1.41
7.292,1674,1.34
7.294,1676,1.34
7.296,1678,1.27
7.298,1680,1.48
7.300,1682,1.56
7.302,1685,1.56
7.304,1687,1.27
7.306,1689,1.34
7.308,1692,1.77
7.310,1694,1.63
7.312,1697,1.70
7.314,1700,1.70
7.316,1702,1.48
7.318,1705,1.48
7.320,1708,1.98
7.322,1710,2.06
7.324,1713,1.84
7.326,1716,1.84
7.328,1719,1.77
7.330,1722,1.91
7.332,1725,1.77
7.334,1728,2.27
7.336,1731,2.20
7.338,1734,2.06
7.340,1737,2.06
7.342,1740,2.13
7.344,1743,2.27
7.346,1746,2.41
7.348,1749,2.34
7.350,1752,2.20
7.352,1755,2.27
7.354,1759,2.70
7.356,1762,2.41
7.358,1765,2.98
7.360,1768,2.56
7.362,1771,2.27
7.364,1774,2.77
7.366,1777,2.70
7.368,1780,3.13
7.370,1783,3.13
7.372,1785,2.77
7.374,1788,3.13
7.376,1791,3.05
7.378,1794,2.98
7.380,1797,3.34
7.382,1799,2.98
7.384,1802,3.05
7.386,1805,3.34
7.388,1807,3.41
7.390,1810,3.48
7.392,1812,3.55
7.394,1815,3.41
7.396,1817,3.48
7.398,1819,3.48
7.400,1821,3.70
7.402,1824,3.70
7.404,1826,3.84
7.406,1828,3.48
7.408,1830,3.98
7.410,1831,3.63
7.412,1833,3.98
7.414,1835,3.91
7.416,1836,3.63
7.418,1838,4.05
7.420,1839,4.13
7.422,1841,4.13
7.424,1842,4.27
7.426,1843,4.13
7.428,1844,4.48
7.430,1845,4.13
7.432,1846,4.63
7.434,1847,4.41
7.436,1848,4.34
7.438,1848,4.20
7.440,1849,4.55
7.442,1849,4.84
7.444,1850,4.55
7.446,1850,4.63
7.448,1850,4.70
7.450,1850,4.27
7.452,1850,4.63
7.454,1850,4.41
7.456,1850,4.55
7.458,1849,4.41
7.460,1849,4.63
7.462,1848,4.63
7.464,1848,4.77
7.466,1847,4.63
7.468,1846,4.55
7.470,1845,4.41
7.472,1844,4.13
7.474,1843,4.55
7.476,1842,4.48
7.478,1840,4.48
7.480,1839,4.55
7.482,1838,4.55
7.484,1836,4.63
7.486,1834,4.34
7.488,1833,4.55
7.490,1831,4.41
7.492,1829,4.34
7.494,1827,4.48
7.496,1825,4.20
7.498,1823,4.63
7.500,1821,4.34
7.502,1818,4.05
7.504,1816,3.91
7.506,1814,4.41
7.508,1811,3.63
7.510,1809,4.55
7.512,1806,3.98
7.514,1804,4.41
7.516,1801,3.77
7.518,1798,4.27
7.520,1795,3.70
7.522,1793,4.05
7.524,1790,3.98
7.526,1787,3.63
7.528,1784,3.70
7.530,1781,3.91
7.532,1778,3.91
7.534,1775,3.84
7.536,1772,3.63
7.538,1769,3.27
7.540,1765,3.41
7.542,1762,3.41
7.544,1759,3.41
7.546,1756,3.20
7.548,1753,3.48
7.550,1750,2.84
7.552,1747,3.34
7.554,1743,2.91
7.556,1740,3.05
7.558,1737,2.98
7.560,1734,2.77
7.562,1731,2.63
7.564,1728,2.63
7.566,1725,2.98
7.568,1722,2.56
7.570,1719,2.70
7.572,1716,2.56
7.574,1713,2.41
7.576,1710,2.41
7.578,1707,2.34
7.580,1704,2.70
7.582,1701,2.27
7.584,1698,2.34
7.586,1696,2.41
7.588,1693,2.13
7.590,1691,1.91
7.592,1688,2.48
7.594,1686,1.70
7.596,1683,2.06
7.598,1681,1.70
7.600,1679,1.98
7.602,1676,1.91
7.604,1674,2.06
7.606,1672,1.84
7.608,1670,1.84
7.610,1668,1.77
7.612,1667,1.70
7.614,1665,1.91
7.616,1663,1.34
7.618,1662,1.56
7.620,1660,1.34
7.622,1659,1.63
7.624,1658,1.63
7.626,1656,1.56
7.628,1655,1.56
7.630,1654,1.27
7.632,1653,1.48
7.634,1653,1.34
7.636,1652,1.56
7.638,1651,1.77
7.640,1651,1.20
7.642,1651,1.48
7.644,1650,1.27
7.646,1650,1.27
7.648,1650,1.41
7.650,1650,1.34
7.652,1650,1.20
7.654,1650,1.20
7.656,1651,1.27
7.658,1651,1.20
7.660,1652,1.34
7.662,1652,1.20
7.664,1653,1.48
7.666,1654,1.13
7.668,1655,1.13
7.670,1656,1.27
7.672,1657,1.20
7.674,1658,1.13
7.676,1660,1.56
7.678,1661,1.41
7.680,1662,1.20
7.682,1664,1.41
7.684,1666,1.06
7.686,1668,1.34
7.688,1669,1.27
7.690,1671,1.34
7.692,1673,1.48
7.694,1676,1.34
7.696,1678,1.48
7.698,1680,1.63
7.700,1682,1.41
7.702,1685,1.41
7.704,1687,1.63
7.706,1690,1.63
7.708,1692,1.34
7.710,1695,1.77
7.712,1698,1.48
7.714,1701,1.77
7.716,1703,1.41
7.718,1706,1.70
7.720,1709,2.06
7.722,1712,1.63
7.724,1715,1.91
7.726,1718,1.91
7.728,1721,1.77
7.730,1724,1.84
7.732,1728,2.06
7.734,1731,1.98
7.736,1734,1.70
7.738,1737,1.70
7.740,1740,1.70
7.742,1744,1.77
7.744,1747,2.13
7.746,1750,2.34
7.748,1753,2.13
7.750,1757,2.41
7.752,1760,2.56
7.754,1763,2.77
7.756,1766,2.77
7.758,1769,2.77
7.760,1773,2.63
7.762,1776,2.84
7.764,1779,2.63
7.766,1782,2.91
7.768,1785,2.98
7.770,1788,2.63
7.772,1791,2.70
7.774,1794,2.98
7.776,1797,3.13
7.778,1800,3.48
7.780,1803,3.34
7.782,1805,3.13
7.784,1808,3.27
7.786,1811,3.13
7.788,1813,3.41
7.790,1816,3.55
7.792,1818,3.27
7.794,1820,3.34
7.796,1823,3.70
7.798,1825,3.70
7.800,1827,4.05
7.802,1829,3.91
7.804,1831,3.63
7.806,1833,3.63
7.808,1835,4.13
7.810,1836,3.55
7.812,1838,4.27
7.814,1840,3.77
7.816,1841,4.05
7.818,1842,4.27
7.820,1843,4.41
7.822,1845,4.41
7.824,1846,4.27
7.826,1846,4.20
7.828,1847,3.98
7.830,1848,4.55
7.832,1849,4.48
7.834,1849,4.27
7.836,1849,4.41
7.838,1850,4.20
7.840,1850,4.27
7.842,1850,4.63
7.844,1850,4.27
7.846,1850,4.48
7.848,1850,4.20
7.850,1849,4.63
7.852,1849,4.48
7.854,1848,4.84
7.856,1847,4.48
7.858,1847,4.48
7.860,1846,4.13
7.862,1845,4.27
7.864,1844,4.70
7.866,1842,4.63
7.868,1841,4.55
7.870,1840,4.34
7.872,1838,4.55
7.874,1837,4.41
7.876,1835,4.63
7.878,1833,4.27
7.880,1831,4.48
7.882,1829,3.98
7.884,1827,4.77
7.886,1825,4.34
7.888,1823,4.77
7.890,1821,3.98
7.892,1818,4.27
7.894,1816,3.77
7.896,1813,4.41
7.898,1811,4.13
7.900,1808,4.48
7.902,1805,3.77
7.904,1802,4.41
7.906,1800,3.77
7.908,1797,4.27
7.910,1794,3.77
7.912,1791,3.77
7.914,1788,3.84
7.916,1785,3.63
7.918,1781,4.13
7.920,1778,3.84
7.922,1775,3.91
7.924,1772,3.55
7.926,1769,3.27
7.928,1765,3.13
7.930,1762,3.34
7.932,1759,3.34
7.934,1755,3.27
7.936,1752,3.05
7.938,1749,3.41
7.940,1745,2.91
7.942,1742,3.55
7.944,1739,2.70
7.946,1735,2.84
7.948,1732,2.77
7.950,1729,2.91
7.952,1726,2.98
7.954,1722,2.91
7.956,1719,2.84
7.958,1716,2.41
7.960,1713,2.48
7.962,1710,2.56
7.964,1707,2.13
7.966,1704,2.48
7.968,1701,1.91
7.970,1698,2.41
7.972,1695,2.41
7.974,1693,2.48
7.976,1690,2.20
7.978,1687,2.34
7.980,1685,1.63
7.982,1682,2.34
7.984,1680,1.77
7.986,1677,1.91
7.988,1675,1.77
7.990,1673,1.84
7.992,1671,2.13
7.994,1669,1.84
7.996,1667,1.91
7.998,1665,1.56
8.000,1663,1.70
8.002,1662,1.27
8.004,1660,1.91
8.006,1659,1.48
8.008,1657,1.70
8.010,1656,1.48
8.012,1655,1.41
8.014,1654,1.41
8.016,1653,1.56
8.018,1652,1.34
8.020,1652,1.41
8.022,1651,1.27
8.024,1651,1.48
8.026,1650,0.99
8.028,1650,1.84
8.030,1650,1.20
8.032,1650,1.27
8.034,1650,1.48
8.036,1650,1.13
8.038,1651,1.27
8.040,1651,1.13
8.042,1652,1.27
8.044,1652,1.27
8.046,1653,1.34
8.048,1654,1.41
8.050,1655,1.13
8.052,1656,1.34
8.054,1657,0.77
8.056,1659,1.41
8.058,1660,1.34
8.060,1662,1.13
8.062,1663,1.41
8.064,1665,1.27
8.066,1667,1.13
8.068,1669,1.48
8.070,1671,1.56
8.072,1673,1.41
8.074,1675,1.56
8.076,1677,1.41
8.078,1680,1.34
8.080,1682,1.48
8.082,1685,1.48
8.084,1687,1.70
8.086,1690,1.56
8.088,1693,1.48
8.090,1695,1.77
8.092,1698,1.77
8.094,1701,1.48
8.096,1704,1.77
8.098,1707,1.77
8.100,1710,1.56
8.102,1713,1.98
8.104,1717,1.70
8.106,1720,1.98
8.108,1723,1.56
8.110,1726,1.84
8.112,1730,2.06
8.114,1733,1.98
8.116,1736,2.27
8.118,1740,1.98
8.120,1743,2.13
8.122,1747,2.13
8.124,1750,2.41
8.126,1753,2.41
8.128,1757,2.48
8.130,1760,2.48
8.132,1764,2.34
8.134,1767,2.41
8.136,1770,3.05
8.138,1774,2.41
8.140,1777,2.77
8.142,1780,2.56
8.144,1783,2.84
8.146,1787,3.20
8.148,1790,3.20
8.150,1793,3.27
8.152,1796,3.13
8.154,1799,2.91
8.156,1802,3.27
8.158,1805,3.34
8.160,1808,2.98
8.162,1810,3.13
8.164,1813,3.27
8.166,1816,3.48
8.168,1818,3.63
8.170,1821,3.70
8.172,1823,3.63
8.174,1825,3.70
8.176,1828,3.63
8.178,1830,3.63
8.180,1832,3.91
8.182,1834,3.77
8.184,1835,3.98
8.186,1837,4.34
8.188,1839,3.91
8.190,1840,4.05
8.192,1842,3.98
8.194,1843,3.77
8.196,1844,4.20
8.198,1845,3.98
8.200,1846,4.48
8.202,1847,4.27
8.204,1848,4.48
8.206,1849,4.41
8.208,1849,4.63
8.210,1849,4.55
8.212,1850,4.41
8.214,1850,4.13
8.216,1850,4.20
8.218,1850,4.41
8.220,1850,4.84
8.222,1849,4.63
8.224,1849,4.70
8.226,1848,4.27
8.228,1848,4.41
8.230,1847,4.63
8.232,1846,4.41
8.234,1845,4.70
8.236,1844,4.34
8.238,1843,4.48
8.240,1841,4.41
8.242,1840,4.98
8.244,1838,4.63
8.246,1837,4.55
8.248,1835,3.98
8.250,1833,4.63
8.252,1831,4.20
8.254,1829,4.84
8.256,1827,4.48
8.258,1825,4.63
8.260,1822,3.91
8.262,1820,4.63
8.264,1817,3.77
8.266,1815,4.70
8.268,1812,3.91
8.270,1809,4.27
8.272,1807,3.70
8.274,1804,4.41
8.276,1801,4.05
8.278,1798,4.27
8.280,1795,3.77
8.282,1791,3.84
8.284,1788,3.98
8.286,1785,3.70
8.288,1782,3.91
8.290,1778,3.98
8.292,1775,3.55
8.294,1772,3.48
8.296,1768,3.63
8.298,1765,3.34
8.300,1761,3.63
8.302,1758,3.20
8.304,1755,3.13
8.306,1751,2.91
8.308,1748,3.41
8.310,1744,2.77
8.312,1741,3.63
8.314,1737,2.77
8.316,1734,2.77
8.318,1730,2.98
8.320,1727,3.05
8.322,1724,2.98
8.324,1720,2.91
8.326,1717,2.70
8.328,1714,2.70
8.330,1710,2.34
8.332,1707,2.70
8.334,1704,2.06
8.336,1701,2.41
8.338,1698,1.98
8.340,1695,2.41
8.342,1692,2.34
8.344,1689,2.34
8.346,1687,2.20
8.348,1684,2.20
8.350,1681,1.77
8.352,1679,2.20
8.354,1676,1.98
8.356,1674,1.77
8.358,1672,1.84
8.360,1670,1.56
8.362,1668,2.06
8.364,1666,1.70
8.366,1664,1.91
8.368,1662,1.48
8.370,1661,1.70
8.372,1659,1.41
8.374,1658,1.98
8.376,1656,1.56
8.378,1655,1.56
8.380,1654,1.56
8.382,1653,1.41
8.384,1652,1.56
8.386,1652,1.56
8.388,1651,1.48
8.390,1651,1.34
8.392,1650,1.34
8.394,1650,1.41
8.396,1650,1.34
8.398,1650,1.27
8.400,1650,1.41
8.402,1650,1.06
8.404,1651,1.56
8.406,1651,1.27
8.408,1652,1.27
8.410,1653,1.06
8.412,1654,1.34
8.414,1655,1.34
8.416,1656,1.48
8.418,1657,1.70
8.420,1658,1.34
8.422,1660,1.06
8.424,1662,1.20
8.426,1663,1.20
8.428,1665,1.56
8.430,1667,1.20
8.432,1669,1.20
8.434,1671,1.27
8.436,1673,1.20
8.438,1676,1.63
8.440,1678,1.84
8.442,1681,1.56
8.444,1683,1.48
8.446,1686,1.48
8.448,1689,1.41
8.450,1691,1.84
8.452,1694,1.41
8.454,1697,1.56
8.456,1700,1.48
8.458,1703,1.56
8.460,1707,1.84
8.462,1710,1.98
8.464,1713,1.63
8.466,1716,1.77
8.468,1720,1.91
8.470,1723,1.84
8.472,1727,2.13
8.474,1730,2.06
8.476,1734,1.84
8.478,1737,1.70
8.480,1741,1.63
8.482,1744,2.20
8.484,1748,2.20
8.486,1751,2.27
8.488,1755,2.27
8.490,1758,2.34
8.492,1762,2.56
8.494,1765,2.77
8.496,1769,2.84
8.498,1772,2.63
8.500,1776,2.70
8.502,1779,2.41
8.504,1783,2.98
8.506,1786,2.98
8.508,1789,2.70
8.510,1793,2.77
8.512,1796,2.77
8.514,1799,2.98
8.516,1802,3.48
8.518,1805,3.41
8.520,1808,3.77
8.522,1811,3.34
8.524,1814,3.34
8.526,1816,3.70
8.528,1819,3.41
8.530,1822,3.34
8.532,1824,3.41
8.534,1826,3.63
8.536,1829,3.77
8.538,1831,3.77
8.540,1833,3.77
8.542,1835,3.77
8.544,1837,3.91
8.546,1838,4.05
8.548,1840,3.91
8.550,1841,3.98
8.552,1843,4.05
8.554,1844,4.27
8.556,1845,4.41
8.558,1846,4.20
8.560,1847,3.91
8.562,1848,4.41
8.564,1849,3.91
8.566,1849,4.20
8.568,1850,4.77
8.570,1850,4.20
8.572,1850,4.70
8.574,1850,4.05
8.576,1850,4.77
8.578,1850,4.41
8.580,1849,5.05
8.582,1849,3.98
8.584,1848,4.63
