time (s),pulsewidth (us),force (lb)
0.548,1796,3.43
0.550,1797,3.85
0.552,1797,3.43
0.554,1797,3.71
0.556,1798,3.35
0.558,1798,3.93
0.560,1798,3.50
0.562,1799,3.71
0.564,1799,3.64
0.566,1799,3.50
0.568,1800,3.85
0.570,1800,3.57
0.572,1800,3.93
0.574,1801,3.57
0.576,1801,3.71
0.578,1801,3.57
0.580,1802,3.64
0.582,1802,3.71
0.584,1802,3.64
0.586,1803,4.00
0.588,1803,3.43
0.590,1803,3.93
0.592,1804,3.57
0.594,1804,4.00
0.596,1805,3.85
0.598,1805,3.64
0.600,1805,3.93
0.602,1806,3.64
0.604,1806,4.00
0.606,1806,3.64
0.608,1807,4.14
0.610,1807,3.35
0.612,1807,3.93
0.614,1808,3.71
0.616,1808,3.57
0.618,1808,3.85
0.620,1809,3.71
0.622,1809,3.85
0.624,1809,3.71
0.626,1810,4.14
0.628,1810,3.85
0.630,1811,4.57
0.632,1811,3.78
0.634,1811,3.78
0.636,1812,3.78
0.638,1812,3.64
0.640,1812,4.00
0.642,1813,3.93
0.644,1813,4.00
0.646,1813,3.93
0.648,1814,4.14
0.650,1814,3.85
0.652,1815,4.35
0.654,1815,4.00
0.656,1815,4.28
0.658,1816,4.07
0.660,1816,4.07
0.662,1816,3.85
0.664,1817,3.71
0.666,1817,4.07
0.668,1818,3.71
0.670,1818,3.93
0.672,1818,3.85
0.674,1819,4.00
0.676,1819,4.28
0.678,1819,4.28
0.680,1820,4.14
0.682,1820,4.21
0.684,1821,3.64
0.686,1821,4.00
0.688,1821,3.93
0.690,1822,4.14
0.692,1822,4.00
0.694,1822,4.00
0.696,1823,4.28
0.698,1823,4.14
0.700,1824,4.28
0.702,1824,4.00
0.704,1824,4.00
0.706,1825,4.00
0.708,1825,4.00
0.710,1826,4.14
0.712,1826,4.43
0.714,1826,4.00
0.716,1827,4.43
0.718,1827,3.85
0.720,1827,4.35
0.722,1828,4.35
0.724,1828,4.28
0.726,1829,4.35
0.728,1829,4.14
0.730,1829,4.35
0.732,1830,4.07
0.734,1830,4.64
0.736,1831,3.78
0.738,1831,4.35
0.740,1831,4.21
0.742,1832,4.43
0.744,1832,4.35
0.746,1833,4.71
0.748,1833,4.28
0.750,1833,4.43
0.752,1834,4.14
0.754,1834,4.43
0.756,1835,4.28
0.758,1835,4.57
0.760,1835,3.93
0.762,1836,4.43
0.764,1836,4.21
0.766,1836,4.57
0.768,1837,4.07
0.770,1837,4.43
0.772,1838,4.50
0.774,1838,4.28
0.776,1838,4.64
0.778,1839,4.21
0.780,1839,4.71
0.782,1840,4.00
0.784,1840,4.71
0.786,1840,3.93
0.788,1841,4.93
0.790,1841,4.21
0.792,1842,4.85
0.794,1842,4.00
0.796,1842,4.57
0.798,1843,4.28
0.800,1843,4.57
0.802,1844,4.57
0.804,1844,4.28
0.806,1844,4.78
0.808,1845,4.14
0.810,1845,4.78
0.812,1846,4.50
0.814,1846,4.85
0.816,1846,4.50
0.818,1847,4.64
0.820,1847,4.28
0.822,1847,4.78
0.824,1848,4.85
0.826,1848,5.00
0.828,1849,4.50
0.830,1849,4.64
0.832,1849,4.43
0.834,1850,4.78
0.836,1850,4.85
0.838,1851,5.00
0.840,1851,4.78
0.842,1851,4.71
0.844,1852,4.78
0.846,1852,5.00
0.848,1853,4.71
0.850,1853,4.57
0.852,1853,4.64
0.854,1854,4.85
0.856,1854,4.50
0.858,1855,4.93
0.860,1855,4.64
0.862,1855,4.85
0.864,1856,4.43
0.866,1856,4.57
0.868,1856,4.85
0.870,1857,5.00
0.872,1857,4.78
0.874,1858,5.00
0.876,1858,4.64
0.878,1858,5.14
0.880,1859,4.64
0.882,1859,5.07
0.884,1860,4.85
0.886,1860,4.93
0.888,1860,4.78
0.890,1861,4.93
0.892,1861,4.93
0.894,1861,5.00
0.896,1862,4.78
0.898,1862,4.71
0.900,1863,5.07
0.902,1863,4.64
0.904,1863,5.14
0.906,1864,4.85
0.908,1864,4.78
0.910,1864,4.93
0.912,1865,5.00
0.914,1865,4.57
0.916,1865,5.42
0.918,1866,4.71
0.920,1866,5.07
0.922,1867,4.57
0.924,1867,5.21
0.926,1867,4.85
0.928,1868,5.00
0.930,1868,4.78
0.932,1868,5.07
0.934,1869,4.64
0.936,1869,5.28
0.938,1869,4.85
0.940,1870,5.21
0.942,1870,4.50
0.944,1871,4.71
0.946,1871,5.21
0.948,1871,5.21
0.950,1872,5.21
0.952,1872,5.14
0.954,1872,4.93
0.956,1873,5.00
0.958,1873,5.14
0.960,1873,5.14
0.962,1874,5.14
0.964,1874,4.78
0.966,1874,5.07
0.968,1875,5.00
0.970,1875,5.21
0.972,1875,5.35
0.974,1876,4.93
0.976,1876,4.93
0.978,1876,5.21
0.980,1877,4.93
0.982,1877,5.57
0.984,1877,5.00
0.986,1878,5.42
0.988,1878,4.85
0.990,1878,4.93
0.992,1879,5.28
0.994,1879,5.50
0.996,1879,5.28
0.998,1880,5.21
1.000,1880,5.07
1.002,1880,5.28
1.004,1881,5.14
1.006,1881,5.14
1.008,1881,5.64
1.010,1881,4.85
1.012,1882,5.35
1.014,1882,5.00
1.016,1882,5.35
1.018,1883,5.35
1.020,1883,5.07
1.022,1883,5.35
1.024,1884,5.42
1.026,1884,5.21
1.028,1884,5.57
1.030,1884,5.35
1.032,1885,5.57
1.034,1885,5.07
1.036,1885,5.00
1.038,1886,5.50
1.040,1886,5.14
1.042,1886,5.50
1.044,1886,5.14
1.046,1887,5.42
1.048,1887,5.35
1.050,1887,5.35
1.052,1887,5.42
1.054,1888,5.78
1.056,1888,5.14
1.058,1888,5.57
1.060,1888,5.28
1.062,1889,5.42
1.064,1889,5.50
1.066,1889,5.00
1.068,1890,5.85
1.070,1890,5.21
1.072,1890,5.50
1.074,1890,5.21
1.076,1890,5.50
1.078,1891,5.50
1.080,1891,5.28
1.082,1891,5.42
1.084,1891,5.64
1.086,1892,5.14
1.088,1892,5.57
1.090,1892,5.42
1.092,1892,5.57
1.094,1893,5.21
1.096,1893,5.21
1.098,1893,5.64
1.100,1893,5.50
1.102,1893,5.57
1.104,1894,5.50
1.106,1894,5.42
1.108,1894,5.50
1.110,1894,5.07
1.112,1894,5.50
1.114,1895,5.71
1.116,1895,5.21
1.118,1895,5.64
1.120,1895,5.42
1.122,1895,5.78
1.124,1895,5.35
1.126,1896,5.35
1.128,1896,5.71
1.130,1896,5.14
1.132,1896,5.78
1.134,1896,5.57
1.136,1896,5.64
1.138,1897,5.71
1.140,1897,4.93
1.142,1897,5.57
1.144,1897,5.64
1.146,1897,5.57
1.148,1897,5.71
1.150,1897,5.50
1.152,1898,5.35
1.154,1898,5.42
1.156,1898,5.35
1.158,1898,6.07
1.160,1898,5.50
1.162,1898,5.50
1.164,1898,5.64
1.166,1898,5.64
1.168,1898,5.64
1.170,1899,5.28
1.172,1899,5.85
1.174,1899,5.14
1.176,1899,5.71
1.178,1899,5.35
1.180,1899,5.71
1.182,1899,5.64
1.184,1899,5.21
1.186,1899,5.50
1.188,1899,5.85
1.190,1899,5.42
1.192,1899,5.85
1.194,1900,5.57
1.196,1900,5.57
1.198,1900,5.57
1.200,1900,5.28
1.202,1900,6.07
1.204,1900,5.50
1.206,1900,5.35
1.208,1900,5.57
1.210,1900,5.71
1.212,1900,5.57
1.214,1900,5.42
1.216,1900,5.64
1.218,1900,5.42
1.220,1900,5.64
1.222,1900,5.42
1.224,1900,5.85
1.226,1900,5.50
1.228,1900,5.21
1.230,1900,5.57
1.232,1900,5.78
1.234,1900,5.50
1.236,1900,5.71
1.238,1900,5.57
1.240,1900,5.57
1.242,1900,5.57
1.244,1900,5.35
1.246,1900,6.07
1.248,1900,5.28
1.250,1900,5.64
1.252,1900,5.78
1.254,1900,5.64
1.256,1900,5.64
1.258,1899,5.50
1.260,1899,5.71
1.262,1899,5.50
1.264,1899,5.85
1.266,1899,5.35
1.268,1899,5.71
1.270,1899,5.57
1.272,1899,5.35
1.274,1899,5.57
1.276,1899,5.71
1.278,1899,5.42
1.280,1898,5.71
1.282,1898,5.21
1.284,1898,5.64
1.286,1898,5.50
1.288,1898,5.42
1.290,1898,6.00
1.292,1898,5.28
1.294,1898,5.57
1.296,1897,5.92
1.298,1897,5.71
1.300,1897,5.78
1.302,1897,5.35
1.304,1897,5.57
1.306,1897,5.28
1.308,1896,5.71
1.310,1896,5.28
1.312,1896,5.64
1.314,1896,5.42
1.316,1896,5.21
1.318,1895,5.50
1.320,1895,6.00
1.322,1895,5.42
1.324,1895,5.78
1.326,1895,5.35
1.328,1894,5.50
1.330,1894,5.50
1.332,1894,5.50
1.334,1894,5.92
1.336,1893,5.21
1.338,1893,5.35
1.340,1893,5.57
1.342,1893,5.50
1.344,1892,5.71
1.346,1892,5.21
1.348,1892,5.57
1.350,1892,5.50
1.352,1891,5.28
1.354,1891,5.64
1.356,1891,5.42
1.358,1890,5.57
1.360,1890,5.14
1.362,1890,5.28
1.364,1889,5.78
1.366,1889,5.42
1.368,1889,5.71
1.370,1888,5.35
1.372,1888,5.64
1.374,1888,5.07
1.376,1887,5.28
1.378,1887,5.71
1.380,1887,5.21
1.382,1886,5.50
1.384,1886,5.14
1.386,1886,5.35
1.388,1885,5.35
1.390,1885,5.14
1.392,1885,5.42
1.394,1884,5.57
1.396,1884,5.28
1.398,1883,5.57
1.400,1883,5.35
1.402,1883,5.64
1.404,1882,5.35
1.406,1882,5.07
1.408,1881,5.50
1.410,1881,5.00
1.412,1880,5.50
1.414,1880,5.14
1.416,1880,5.42
1.418,1879,5.21
1.420,1879,5.07
1.422,1878,5.14
1.424,1878,5.50
1.426,1877,5.28
1.428,1877,5.28
1.430,1876,5.35
1.432,1876,5.35
1.434,1875,5.21
1.436,1875,5.07
1.438,1874,5.50
1.440,1874,5.07
1.442,1873,5.21
1.444,1873,4.85
1.446,1872,5.14
1.448,1872,5.07
1.450,1871,5.28
1.452,1871,4.93
1.454,1870,5.28
1.456,1869,4.85
1.458,1869,5.42
1.460,1868,5.21
1.462,1868,5.35
1.464,1867,5.14
1.466,1867,4.71
1.468,1866,5.28
1.470,1865,4.78
1.472,1865,5.14
1.474,1864,5.00
1.476,1864,4.93
1.478,1863,4.85
1.480,1862,4.93
1.482,1862,5.00
1.484,1861,5.50
1.486,1861,4.78
1.488,1860,4.93
1.490,1859,4.85
1.492,1859,4.85
1.494,1858,5.14
1.496,1857,4.85
1.498,1857,4.78
1.500,1856,5.00
1.502,1855,4.64
1.504,1855,5.28
1.506,1854,5.00
1.508,1853,5.14
1.510,1853,4.50
1.512,1852,4.43
1.514,1851,4.85
1.516,1851,5.07
1.518,1850,4.85
1.520,1849,4.85
1.522,1848,4.50
1.524,1848,4.64
1.526,1847,4.71
1.528,1846,4.57
1.530,1846,4.93
1.532,1845,4.43
1.534,1844,4.64
1.536,1843,4.64
1.538,1842,4.71
1.540,1842,4.71
1.542,1841,4.71
1.544,1840,4.14
1.546,1839,4.71
1.548,1839,4.14
1.550,1838,4.85
1.552,1837,4.50
1.554,1836,4.50
1.556,1835,4.07
1.558,1835,4.64
1.560,1834,3.93
1.562,1833,4.85
1.564,1832,4.07
1.566,1831,4.57
1.568,1831,4.14
1.570,1830,4.35
1.572,1829,4.28
1.574,1828,4.43
1.576,1827,4.28
1.578,1826,4.14
1.580,1825,4.50
1.582,1825,4.14
1.584,1824,4.50
1.586,1823,4.43
1.588,1822,4.14
1.590,1821,4.14
1.592,1820,4.00
1.594,1819,4.28
1.596,1818,4.07
1.598,1818,4.71
1.600,1817,4.14
1.602,1816,4.21
1.604,1815,3.78
1.606,1814,4.07
1.608,1813,4.00
1.610,1812,4.07
1.612,1811,4.07
1.614,1810,3.93
1.616,1809,4.07
1.618,1808,3.85
1.620,1807,4.35
1.622,1807,3.64
1.624,1806,4.07
1.626,1805,3.64
1.628,1804,3.71
1.630,1803,3.93
1.632,1802,4.28
1.634,1801,3.78
1.636,1800,4.14
1.638,1799,3.57
1.640,1798,3.85
1.642,1797,3.78
1.644,1796,3.64
1.646,1795,3.64
1.648,1794,3.64
1.650,1793,3.43
1.652,1792,3.64
1.654,1791,4.07
1.656,1790,3.43
1.658,1789,3.78
1.660,1788,3.43
1.662,1787,3.28
1.664,1786,3.57
1.666,1785,3.85
1.668,1784,3.50
1.670,1783,3.78
1.672,1782,3.35
1.674,1781,3.35
1.676,1780,3.64
1.678,1779,3.28
1.680,1778,3.14
1.682,1777,3.14
1.684,1776,3.35
1.686,1775,3.28
1.688,1774,3.50
1.690,1773,3.43
1.692,1771,3.21
1.694,1770,3.21
1.696,1769,3.07
1.698,1768,3.07
1.700,1767,3.14
1.702,1766,3.07
1.704,1765,3.21
1.706,1764,3.07
1.708,1763,3.28
1.710,1762,3.28
1.712,1761,3.07
1.714,1760,3.28
1.716,1759,2.78
1.718,1758,3.00
1.720,1757,2.78
1.722,1755,3.43
1.724,1754,3.00
1.726,1753,3.07
1.728,1752,3.28
1.730,1751,2.64
1.732,1750,2.93
1.734,1749,2.78
1.736,1748,2.71
1.738,1747,2.93
1.740,1746,2.86
1.742,1745,2.93
1.744,1743,2.57
1.746,1742,2.93
1.748,1741,2.64
1.750,1740,2.78
1.752,1739,2.50
1.754,1738,2.86
1.756,1737,2.28
1.758,1736,2.86
1.760,1735,2.64
1.762,1734,3.00
1.764,1732,2.57
1.766,1731,2.71
1.768,1730,2.50
1.770,1729,2.57
1.772,1728,2.43
1.774,1727,2.93
1.776,1726,2.14
1.778,1725,2.43
1.780,1724,2.28
1.782,1723,2.71
1.784,1721,2.57
1.786,1720,2.71
1.788,1719,2.28
1.790,1718,2.43
1.792,1717,2.14
1.794,1716,2.78
1.796,1715,2.43
1.798,1714,2.00
1.800,1713,2.21
1.802,1712,2.07
1.804,1711,2.57
1.806,1709,2.36
1.808,1708,2.43
1.810,1707,1.93
1.812,1706,2.07
1.814,1705,1.93
1.816,1704,2.64
1.818,1703,2.21
1.820,1702,2.21
1.822,1701,2.00
1.824,1700,2.07
1.826,1699,2.43
1.828,1697,2.14
1.830,1696,2.21
1.832,1695,1.78
1.834,1694,1.93
1.836,1693,2.00
1.838,1692,2.00
1.840,1691,2.50
1.842,1690,1.57
1.844,1689,2.00
1.846,1688,1.86
1.848,1687,2.14
1.850,1686,2.07
1.852,1685,1.86
1.854,1684,2.00
1.856,1683,1.71
1.858,1682,2.14
1.860,1681,1.57
1.862,1680,2.14
1.864,1678,1.43
1.866,1677,1.50
1.868,1676,1.71
1.870,1675,1.78
1.872,1674,1.93
1.874,1673,1.64
1.876,1672,1.64
1.878,1671,1.71
1.880,1670,1.43
1.882,1669,1.86
1.884,1668,1.50
1.886,1667,1.64
1.888,1666,1.50
1.890,1665,1.64
1.892,1664,1.93
1.894,1663,1.57
1.896,1662,1.36
1.898,1662,1.43
1.900,1661,1.71
1.902,1660,1.71
1.904,1659,1.78
1.906,1658,1.50
1.908,1657,1.21
1.910,1656,1.21
1.912,1655,1.50
1.914,1654,1.57
1.916,1653,1.36
1.918,1652,1.07
1.920,1651,1.28
1.922,1650,1.36
1.924,1649,1.50
1.926,1649,1.78
1.928,1648,1.36
1.930,1647,1.21
1.932,1646,1.28
1.934,1645,1.14
1.936,1644,1.43
1.938,1643,1.43
1.940,1642,1.21
1.942,1642,1.14
1.944,1641,1.00
1.946,1640,1.36
1.948,1639,1.36
1.950,1638,1.07
1.952,1637,1.07
1.954,1637,1.21
1.956,1636,1.21
1.958,1635,1.36
1.960,1634,1.36
1.962,1633,1.07
1.964,1633,1.00
1.966,1632,1.07
1.968,1631,1.28
1.970,1630,1.21
1.972,1630,1.21
1.974,1629,0.86
1.976,1628,1.14
1.978,1628,1.00
1.980,1627,1.14
1.982,1626,1.14
1.984,1625,1.28
1.986,1625,1.00
1.988,1624,0.93
1.990,1623,1.07
1.992,1623,1.00
1.994,1622,0.93
1.996,1621,0.93
1.998,1621,0.71
2.000,1620,0.93
2.002,1619,1.00
2.004,1619,1.07
2.006,1618,0.93
2.008,1618,0.79
2.010,1617,0.71
2.012,1616,0.93
2.014,1616,0.93
2.016,1615,0.86
2.018,1615,0.86
2.020,1614,0.71
2.022,1614,0.64
2.024,1613,0.79
2.026,1613,0.86
2.028,1612,0.86
2.030,1612,0.71
2.032,1611,0.71
2.034,1611,0.86
2.036,1610,0.93
2.038,1610,0.79
2.040,1609,0.71
2.042,1609,0.71
2.044,1608,0.64
2.046,1608,0.71
2.048,1608,0.79
2.050,1607,0.71
2.052,1607,0.57
2.054,1606,0.64
2.056,1606,0.79
2.058,1606,0.71
2.060,1605,0.71
2.062,1605,0.64
2.064,1605,0.57
2.066,1604,0.64
2.068,1604,0.50
2.070,1604,0.79
2.072,1604,0.71
2.074,1603,0.79
2.076,1603,0.64
2.078,1603,0.64
2.080,1602,0.50
2.082,1602,0.57
2.084,1602,0.64
2.086,1602,0.50
2.088,1602,0.64
2.090,1601,0.57
2.092,1601,0.71
2.094,1601,0.71
2.096,1601,0.71
2.098,1601,0.64
2.100,1601,0.57
2.102,1601,0.64
2.104,1600,0.64
2.106,1600,0.57
2.108,1600,0.71
2.110,1600,0.50
2.112,1600,0.50
2.114,1600,0.71
2.116,1600,0.43
2.118,1600,0.64
2.120,1600,0.50
2.122,1600,0.50
2.124,1600,0.57
2.126,1600,0.57
2.128,1600,0.71
2.130,1600,0.57
2.132,1600,0.64
2.134,1600,0.64
2.136,1600,0.57
2.138,1600,0.43
2.140,1601,0.50
2.142,1601,0.43
2.144,1601,0.57
2.146,1601,0.64
2.148,1601,0.79
2.150,1601,0.57
2.152,1601,0.64
2.154,1602,0.64
2.156,1602,0.57
2.158,1602,0.57
2.160,1602,0.43
2.162,1602,0.57
2.164,1603,0.57
2.166,1603,0.57
2.168,1603,0.79
2.170,1604,0.57
2.172,1604,0.57
2.174,1604,0.64
2.176,1605,0.79
2.178,1605,0.64
2.180,1605,0.50
2.182,1606,0.64
2.184,1606,0.43
2.186,1606,0.57
2.188,1607,0.71
2.190,1607,0.64
2.192,1608,0.57
2.194,1608,0.64
2.196,1608,0.71
2.198,1609,0.79
2.200,1609,0.71
2.202,1610,0.57
2.204,1610,0.57
2.206,1611,0.64
2.208,1611,0.57
2.210,1612,0.79
2.212,1613,0.64
2.214,1613,0.71
2.216,1614,0.64
2.218,1614,0.79
2.220,1615,0.71
2.222,1615,0.79
2.224,1616,0.71
2.226,1617,0.64
2.228,1617,0.71
2.230,1618,0.71
2.232,1619,0.93
2.234,1619,0.64
2.236,1620,0.79
2.238,1621,0.71
2.240,1622,0.71
2.242,1622,0.79
2.244,1623,0.86
2.246,1624,0.93
2.248,1625,0.79
2.250,1625,0.93
2.252,1626,0.86
2.254,1627,0.86
2.256,1628,0.93
2.258,1629,0.71
2.260,1629,0.86
2.262,1630,0.79
2.264,1631,0.86
2.266,1632,0.93
2.268,1633,1.07
2.270,1634,0.93
2.272,1635,1.00
2.274,1636,1.00
2.276,1636,0.86
2.278,1637,0.93
2.280,1638,0.86
2.282,1639,1.00
2.284,1640,1.00
2.286,1641,1.07
2.288,1642,1.07
2.290,1643,1.21
2.292,1644,1.00
2.294,1645,1.07
2.296,1646,1.21
2.298,1647,1.00
2.300,1648,1.14
2.302,1650,1.07
2.304,1651,1.21
2.306,1652,1.14
2.308,1653,1.21
2.310,1654,1.07
2.312,1655,1.07
2.314,1656,1.14
2.316,1657,1.21
2.318,1658,1.36
2.320,1660,1.28
2.322,1661,1.28
2.324,1662,1.28
2.326,1663,1.14
2.328,1664,1.36
2.330,1666,1.28
2.332,1667,1.21
2.334,1668,1.36
2.336,1669,1.43
2.338,1670,1.36
2.340,1672,1.57
2.342,1673,1.43
2.344,1674,1.43
2.346,1676,1.43
2.348,1677,1.64
2.350,1678,1.78
2.352,1679,1.71
2.354,1681,1.43
2.356,1682,1.43
2.358,1683,1.50
2.360,1685,1.57
2.362,1686,1.71
2.364,1687,1.71
2.366,1689,1.86
2.368,1690,1.57
2.370,1691,1.43
2.372,1693,1.78
2.374,1694,1.71
2.376,1696,1.64
2.378,1697,1.64
2.380,1698,1.86
2.382,1700,1.71
2.384,1701,1.93
2.386,1703,1.78
2.388,1704,1.78
2.390,1705,1.57
2.392,1707,1.78
2.394,1708,2.07
2.396,1710,1.78
2.398,1711,2.00
2.400,1713,2.14
2.402,1714,1.93
2.404,1716,2.00
2.406,1717,2.14
2.408,1719,2.07
2.410,1720,2.07
2.412,1722,1.93
2.414,1723,2.00
2.416,1725,2.00
2.418,1726,2.57
2.420,1728,1.93
2.422,1729,2.36
2.424,1731,2.21
2.426,1732,2.14
2.428,1734,2.43
2.430,1735,2.36
2.432,1737,2.43
2.434,1738,2.36
2.436,1740,2.36
2.438,1741,2.28
2.440,1743,2.50
2.442,1744,2.57
2.444,1746,2.21
2.446,1747,2.57
2.448,1749,2.43
2.450,1750,2.57
2.452,1752,2.93
2.454,1753,2.43
2.456,1755,2.78
2.458,1757,2.86
2.460,1758,2.50
2.462,1760,2.93
2.464,1761,2.86
2.466,1763,2.64
2.468,1764,2.64
2.470,1766,2.64
2.472,1767,2.78
2.474,1769,2.86
2.476,1770,2.71
2.478,1772,3.07
2.480,1774,3.00
2.482,1775,3.00
2.484,1777,3.28
2.486,1778,2.93
2.488,1780,2.78
2.490,1781,2.93
2.492,1783,3.35
2.494,1784,3.28
2.496,1786,3.28
2.498,1787,3.07
2.500,1789,3.00
2.502,1790,3.07
2.504,1792,3.43
2.506,1793,3.14
2.508,1795,3.28
2.510,1796,3.00
2.512,1798,3.43
2.514,1799,3.64
2.516,1801,3.57
2.518,1802,3.43
2.520,1804,3.35
2.522,1805,3.21
2.524,1807,3.50
2.526,1808,3.71
2.528,1810,3.78
2.530,1811,3.50
2.532,1813,3.71
2.534,1814,3.64
2.536,1815,4.07
