time (s),pulsewidth (us),force (lb)
1.150,1798,4.07
1.152,1799,3.43
1.154,1799,3.50
1.156,1799,3.07
1.158,1800,3.57
1.160,1800,3.85
1.162,1800,4.00
1.164,1800,3.50
1.166,1800,3.07
1.168,1799,3.35
1.170,1799,3.57
1.172,1798,4.07
1.174,1798,3.71
1.176,1797,3.57
1.178,1796,3.50
1.180,1795,3.14
1.182,1794,3.93
1.184,1793,3.78
1.186,1791,3.57
1.188,1790,3.35
1.190,1788,3.14
1.192,1787,3.78
1.194,1785,3.85
1.196,1783,4.35
1.198,1781,3.43
1.200,1779,3.50
1.202,1777,3.07
1.204,1775,3.50
1.206,1773,3.64
1.208,1771,3.35
1.210,1768,3.28
1.212,1766,2.93
1.214,1764,3.43
1.216,1761,3.35
1.218,1759,3.50
1.220,1756,3.35
1.222,1754,2.78
1.224,1751,3.28
1.226,1748,2.78
1.228,1746,3.35
1.230,1743,2.86
1.232,1741,3.00
1.234,1738,2.71
1.236,1736,2.78
1.238,1733,3.00
1.240,1731,2.93
1.242,1728,2.57
1.244,1726,2.93
1.246,1724,2.28
1.248,1722,2.64
1.250,1720,2.50
1.252,1718,2.78
1.254,1716,2.50
1.256,1714,2.57
1.258,1712,2.21
1.260,1710,2.50
1.262,1709,1.93
1.264,1707,2.86
1.266,1706,1.78
1.268,1705,2.43
1.270,1704,2.28
1.272,1703,2.36
1.274,1702,2.28
1.276,1701,2.28
1.278,1701,2.00
1.280,1700,2.07
1.282,1700,1.86
1.284,1700,2.21
1.286,1700,2.00
1.288,1700,1.86
1.290,1701,2.28
1.292,1701,1.93
1.294,1702,2.36
1.296,1702,1.93
1.298,1703,2.07
1.300,1704,1.93
1.302,1706,1.86
1.304,1707,2.07
1.306,1708,1.86
1.308,1710,2.28
1.310,1712,1.93
1.312,1713,2.28
1.314,1715,2.50
1.316,1717,2.21
1.318,1719,2.07
1.320,1722,2.07
1.322,1724,2.21
1.324,1726,2.14
1.326,1729,2.50
1.328,1731,1.93
1.330,1734,2.28
1.332,1737,2.00
1.334,1739,2.14
1.336,1742,2.78
1.338,1745,2.21
1.340,1748,2.57
1.342,1751,2.43
1.344,1753,2.64
1.346,1756,2.86
1.348,1759,2.93
1.350,1762,2.43
1.352,1764,2.71
1.354,1767,2.28
1.356,1770,2.71
1.358,1772,3.07
1.360,1775,3.00
1.362,1777,3.07
1.364,1780,2.64
1.366,1782,2.71
1.368,1784,3.43
1.370,1786,3.35
1.372,1788,3.43
1.374,1790,3.07
1.376,1791,2.64
1.378,1793,3.00
1.380,1794,3.43
1.382,1796,3.78
1.384,1797,3.64
1.386,1798,3.07
1.388,1799,3.28
1.390,1799,3.43
1.392,1800,3.93
1.394,1800,3.71
1.396,1800,3.21
1.398,1800,3.00
1.400,1800,3.07
1.402,1799,4.07
1.404,1799,4.07
1.406,1798,3.85
1.408,1797,3.57
1.410,1796,3.07
1.412,1795,3.57
1.414,1793,3.78
1.416,1792,3.93
1.418,1790,3.43
1.420,1788,3.14
1.422,1786,3.14
1.424,1784,3.85
1.426,1782,3.78
1.428,1780,3.57
1.430,1777,3.57
1.432,1775,2.78
1.434,1772,3.57
1.436,1769,3.85
1.438,1767,3.85
1.440,1764,3.57
1.442,1761,3.00
1.444,1758,3.00
1.446,1755,3.14
1.448,1752,3.35
1.450,1749,2.86
1.452,1746,3.07
1.454,1743,2.64
1.456,1740,3.07
1.458,1737,3.57
1.460,1734,3.28
1.462,1731,2.93
1.464,1728,2.71
1.466,1725,2.36
1.468,1723,2.78
1.470,1720,2.64
1.472,1718,2.64
1.474,1716,2.28
1.476,1713,2.43
1.478,1711,2.50
1.480,1709,2.86
1.482,1708,2.50
1.484,1706,2.64
1.486,1705,2.07
1.488,1703,2.64
1.490,1702,2.07
1.492,1702,2.14
1.494,1701,2.21
1.496,1700,1.78
1.498,1700,2.36
1.500,1700,1.93
1.502,1700,2.36
1.504,1700,2.14
1.506,1701,2.07
1.508,1702,2.07
1.510,1702,2.50
1.512,1704,1.71
1.514,1705,2.36
1.516,1706,1.86
1.518,1708,2.07
1.520,1710,2.00
1.522,1712,2.07
1.524,1714,2.21
1.526,1716,1.93
1.528,1718,2.14
1.530,1721,1.78
1.532,1724,2.36
1.534,1726,2.21
1.536,1729,2.21
1.538,1732,2.36
1.540,1735,2.14
1.542,1738,2.21
1.544,1742,2.50
1.546,1745,2.50
1.548,1748,2.43
1.550,1751,2.57
1.552,1755,2.28
1.554,1758,2.93
1.556,1761,2.78
1.558,1764,2.43
1.560,1767,2.86
1.562,1770,2.57
1.564,1773,2.93
1.566,1776,3.00
1.568,1779,2.86
1.570,1781,3.00
1.572,1784,3.07
1.574,1786,3.14
1.576,1788,3.21
1.578,1790,3.28
1.580,1792,2.93
1.582,1794,3.43
1.584,1795,3.43
1.586,1797,3.57
1.588,1798,3.28
1.590,1799,3.35
1.592,1799,3.35
1.594,1800,3.64
1.596,1800,3.64
1.598,1800,3.43
1.600,1800,3.14
1.602,1799,3.35
1.604,1799,3.71
1.606,1798,3.78
1.608,1797,3.78
1.610,1795,3.71
1.612,1794,3.21
1.614,1792,3.64
1.616,1790,3.71
1.618,1788,3.93
1.620,1786,3.50
1.622,1783,3.43
1.624,1780,3.28
1.626,1778,3.43
1.628,1775,3.93
1.630,1772,3.28
1.632,1769,3.64
1.634,1765,3.07
1.636,1762,3.07
1.638,1759,3.57
1.640,1755,3.35
1.642,1752,3.57
1.644,1749,2.78
1.646,1745,2.86
1.648,1742,3.00
1.650,1738,3.14
1.652,1735,3.21
1.654,1732,2.78
1.656,1729,2.93
1.658,1725,2.57
1.660,1722,3.28
1.662,1720,2.78
1.664,1717,2.86
1.666,1714,2.50
1.668,1712,2.43
1.670,1710,2.36
1.672,1708,2.86
1.674,1706,2.28
1.676,1705,2.36
1.678,1703,2.14
1.680,1702,2.36
1.682,1701,2.43
1.684,1701,2.64
1.686,1700,2.21
1.688,1700,2.07
1.690,1700,1.86
1.692,1700,2.28
1.694,1701,2.28
1.696,1702,2.00
1.698,1703,2.14
1.700,1704,1.86
1.702,1706,2.28
1.704,1708,2.07
1.706,1710,2.43
1.708,1712,1.86
1.710,1714,2.07
1.712,1717,1.78
1.714,1720,2.50
1.716,1723,2.07
1.718,1726,2.14
1.720,1729,2.28
1.722,1732,2.14
1.724,1736,2.50
1.726,1739,2.43
1.728,1743,2.50
1.730,1746,2.07
1.732,1750,2.50
1.734,1754,2.21
1.736,1757,2.71
1.738,1761,2.78
1.740,1764,2.43
1.742,1768,2.93
1.744,1771,2.57
1.746,1774,2.93
1.748,1777,3.07
1.750,1780,3.00
1.752,1783,3.14
1.754,1786,3.07
1.756,1788,3.00
1.758,1791,3.21
1.760,1793,3.14
1.762,1794,2.78
1.764,1796,3.28
1.766,1797,3.57
1.768,1798,3.57
1.770,1799,3.50
1.772,1800,3.50
1.774,1800,3.28
1.776,1800,3.71
1.778,1800,3.85
1.780,1799,3.35
1.782,1798,3.43
1.784,1797,3.07
1.786,1796,3.78
1.788,1794,3.93
1.790,1792,3.93
1.792,1790,3.71
1.794,1788,3.21
1.796,1785,3.35
1.798,1782,3.64
1.800,1779,3.71
1.802,1776,3.57
1.804,1773,3.28
1.806,1770,3.43
1.808,1766,3.14
1.810,1762,3.78
1.812,1759,3.21
1.814,1755,3.28
1.816,1751,2.78
1.818,1747,2.93
1.820,1744,3.43
1.822,1740,3.43
1.824,1736,3.28
1.826,1732,2.71
1.828,1729,2.71
1.830,1725,2.71
1.832,1722,3.00
1.834,1719,3.21
1.836,1716,2.64
1.838,1713,2.36
1.840,1711,2.14
1.842,1709,2.86
1.844,1707,2.78
1.846,1705,2.57
1.848,1703,2.21
1.850,1702,2.14
1.852,1701,1.93
1.854,1700,2.71
1.856,1700,2.28
1.858,1700,2.00
1.860,1700,2.00
1.862,1701,1.93
1.864,1702,2.50
1.866,1703,2.50
1.868,1704,2.43
1.870,1706,2.00
1.872,1708,2.07
1.874,1710,1.78
1.876,1713,2.64
1.878,1715,1.93
1.880,1718,1.86
1.882,1721,1.93
1.884,1725,2.00
1.886,1728,2.57
1.888,1732,2.57
1.890,1736,2.50
1.892,1739,2.21
1.894,1743,2.36
1.896,1747,2.21
1.898,1751,2.93
1.900,1755,2.50
1.902,1759,2.07
1.904,1763,2.57
1.906,1767,2.43
1.908,1771,2.78
1.910,1774,3.07
1.912,1778,2.64
1.914,1781,2.93
1.916,1784,2.86
1.918,1787,3.14
1.920,1789,3.50
1.922,1792,3.28
1.924,1794,2.86
1.926,1796,3.21
1.928,1797,3.28
1.930,1798,3.43
1.932,1799,3.50
1.934,1800,3.43
1.936,1800,3.35
1.938,1800,3.71
1.940,1799,3.93
1.942,1799,3.78
1.944,1798,3.64
1.946,1796,3.00
1.948,1795,3.64
1.950,1793,4.00
1.952,1790,3.71
1.954,1788,3.78
1.956,1785,3.14
1.958,1782,3.28
1.960,1779,3.64
1.962,1775,3.71
1.964,1772,3.71
1.966,1768,3.21
1.968,1764,3.28
1.970,1760,3.14
1.972,1756,3.78
1.974,1752,3.43
1.976,1748,3.00
1.978,1743,2.78
1.980,1739,2.86
1.982,1735,3.28
1.984,1731,3.43
1.986,1728,3.28
1.988,1724,2.64
1.990,1721,2.21
1.992,1717,2.64
1.994,1714,2.71
1.996,1711,2.71
1.998,1709,2.43
2.000,1707,2.00
2.002,1705,2.28
2.004,1703,2.50
2.006,1702,3.00
2.008,1701,2.50
2.010,1700,2.21
2.012,1700,1.71
2.014,1700,2.28
2.016,1701,2.07
2.018,1701,2.78
2.020,1703,1.78
2.022,1704,1.78
2.024,1706,1.78
2.026,1708,2.00
2.028,1710,2.50
2.030,1713,2.28
2.032,1716,2.07
2.034,1719,1.86
2.036,1723,2.36
2.038,1727,2.14
2.040,1730,2.86
2.042,1734,2.14
2.044,1739,2.14
2.046,1743,2.00
2.048,1747,2.36
2.050,1751,2.57
2.052,1756,2.50
2.054,1760,2.43
2.056,1764,2.43
2.058,1768,2.43
2.060,1772,2.78
2.062,1776,3.07
2.064,1779,2.71
2.066,1783,2.78
2.068,1786,3.07
2.070,1789,3.14
2.072,1791,3.28
2.074,1794,3.21
2.076,1796,3.21
2.078,1797,3.21
2.080,1798,3.43
2.082,1799,3.64
2.084,1800,3.57
2.086,1800,3.28
2.088,1800,3.21
2.090,1799,3.64
2.092,1798,3.85
2.094,1797,3.64
2.096,1795,3.57
2.098,1793,3.28
2.100,1790,3.71
2.102,1788,3.78
2.104,1785,3.57
2.106,1781,3.50
2.108,1778,3.07
2.110,1774,3.28
2.112,1770,3.64
2.114,1766,3.71
2.116,1762,3.28
2.118,1757,3.07
2.120,1753,3.14
2.122,1748,3.07
2.124,1744,3.57
2.126,1740,3.28
2.128,1735,3.00
2.130,1731,2.86
2.132,1727,2.43
2.134,1723,3.28
2.136,1720,3.00
2.138,1716,2.78
2.140,1713,2.50
2.142,1710,1.93
2.144,1708,2.64
2.146,1705,2.78
2.148,1704,3.00
2.150,1702,2.43
2.152,1701,2.21
2.154,1700,2.00
2.156,1700,2.64
2.158,1700,2.36
2.160,1701,2.57
2.162,1702,1.86
2.164,1703,1.50
2.166,1705,2.14
2.168,1707,2.21
2.170,1709,2.57
2.172,1712,1.93
2.174,1715,1.78
2.176,1719,1.93
2.178,1722,2.21
2.180,1726,2.36
2.182,1730,2.57
2.184,1734,1.93
2.186,1739,2.14
2.188,1743,2.14
2.190,1748,2.71
2.192,1753,2.78
2.194,1757,2.36
2.196,1762,2.28
2.198,1766,2.36
2.200,1770,2.78
2.202,1774,2.93
2.204,1778,3.21
2.206,1782,2.50
2.208,1785,2.78
2.210,1789,2.86
2.212,1791,3.50
2.214,1794,3.28
2.216,1796,3.35
2.218,1797,3.28
2.220,1799,3.21
2.222,1800,3.50
2.224,1800,3.78
2.226,1800,3.71
2.228,1799,3.35
2.230,1799,3.14
2.232,1797,3.57
2.234,1796,3.78
2.236,1793,3.50
2.238,1791,3.64
2.240,1788,3.71
2.242,1785,3.71
2.244,1781,3.93
2.246,1777,3.57
2.248,1773,3.64
2.250,1769,3.07
2.252,1765,3.35
2.254,1760,3.64
2.256,1755,3.50
2.258,1751,3.35
2.260,1746,2.86
2.262,1741,3.00
2.264,1737,2.86
2.266,1732,3.35
2.268,1728,3.14
2.270,1724,3.07
2.272,1720,2.78
2.274,1716,2.50
2.276,1713,2.78
2.278,1710,2.78
2.280,1707,2.36
2.282,1705,2.43
2.284,1703,1.93
2.286,1702,2.21
2.288,1701,2.50
2.290,1700,2.64
2.292,1700,2.43
2.294,1700,2.14
2.296,1701,1.93
2.298,1703,2.14
2.300,1704,2.36
2.302,1706,2.36
2.304,1709,2.14
2.306,1712,1.57
2.308,1715,2.07
2.310,1719,2.14
2.312,1723,2.64
2.314,1727,2.14
2.316,1732,2.07
2.318,1736,2.00
2.320,1741,2.28
2.322,1746,2.57
2.324,1751,2.78
2.326,1755,2.28
2.328,1760,2.21
2.330,1765,2.43
2.332,1769,2.78
2.334,1774,3.21
2.336,1778,2.78
2.338,1782,2.78
2.340,1786,2.71
2.342,1789,2.86
2.344,1792,3.14
2.346,1794,3.35
2.348,1796,3.28
2.350,1798,3.07
2.352,1799,3.07
2.354,1800,3.64
2.356,1800,3.78
2.358,1800,3.50
2.360,1799,3.50
2.362,1798,3.43
2.364,1796,3.78
2.366,1794,3.85
2.368,1791,3.85
2.370,1788,3.50
2.372,1785,3.28
2.374,1781,3.71
2.376,1777,3.57
2.378,1773,3.64
2.380,1768,3.50
2.382,1763,3.00
2.384,1759,3.64
2.386,1754,3.50
2.388,1749,3.50
2.390,1744,3.28
2.392,1739,2.78
2.394,1734,3.21
2.396,1729,2.86
2.398,1725,3.21
2.400,1721,2.78
2.402,1717,2.64
2.404,1713,2.43
2.406,1710,2.36
2.408,1707,3.00
2.410,1705,2.36
2.412,1703,2.50
2.414,1701,2.21
2.416,1700,2.28
2.418,1700,2.36
2.420,1700,2.50
2.422,1701,2.28
2.424,1702,2.21
2.426,1703,2.00
2.428,1705,1.93
2.430,1708,2.36
2.432,1711,2.21
2.434,1714,2.36
2.436,1718,1.78
2.438,1722,1.86
2.440,1727,1.93
2.442,1731,2.50
2.444,1736,2.14
2.446,1741,2.50
2.448,1746,1.78
2.450,1751,2.21
2.452,1756,2.64
2.454,1761,2.93
2.456,1766,2.78
2.458,1771,2.28
2.460,1776,2.64
2.462,1780,2.71
2.464,1784,3.14
2.466,1788,3.21
2.468,1791,3.14
2.470,1794,2.64
2.472,1796,3.14
2.474,1798,3.21
2.476,1799,4.00
2.478,1800,3.35
2.480,1800,3.28
2.482,1800,3.21
2.484,1799,3.50
2.486,1798,4.00
2.488,1796,3.85
2.490,1793,3.50
2.492,1790,3.21
2.494,1787,3.21
2.496,1783,3.93
2.498,1779,3.78
2.500,1775,3.57
2.502,1770,3.50
2.504,1765,2.86
2.506,1760,3.78
2.508,1755,3.50
2.510,1750,3.57
2.512,1745,3.00
2.514,1739,2.78
2.516,1734,3.14
2.518,1730,3.14
2.520,1725,3.14
2.522,1720,2.86
2.524,1716,2.36
2.526,1713,2.28
2.528,1709,2.36
2.530,1706,2.93
2.532,1704,2.57
2.534,1702,2.57
2.536,1701,2.07
