time (s),pulsewidth (us),force (lb)
7.006,1795,3.71
7.008,1796,3.43
7.010,1796,3.43
7.012,1797,3.07
7.014,1797,3.78
7.016,1798,3.71
7.018,1798,3.50
7.020,1799,3.78
7.022,1799,3.21
7.024,1799,3.35
7.026,1799,3.78
7.028,1800,3.85
7.030,1800,3.93
7.032,1800,3.57
7.034,1800,3.64
7.036,1800,3.28
7.038,1800,3.71
7.040,1800,3.78
7.042,1800,3.43
7.044,1800,3.43
7.046,1799,3.28
7.048,1799,3.85
7.050,1799,3.71
7.052,1799,3.93
7.054,1798,3.43
7.056,1798,3.57
7.058,1797,3.57
7.060,1797,3.28
7.062,1796,4.00
7.064,1796,3.57
7.066,1795,3.78
7.068,1794,3.35
7.070,1794,3.78
7.072,1793,3.35
7.074,1792,3.78
7.076,1791,3.57
7.078,1791,3.43
7.080,1790,3.93
7.082,1789,3.43
7.084,1788,3.93
7.086,1787,3.50
7.088,1786,3.78
7.090,1785,3.07
7.092,1784,3.50
7.094,1782,3.28
7.096,1781,3.07
7.098,1780,3.64
7.100,1779,3.28
7.102,1778,3.78
7.104,1776,3.21
7.106,1775,3.50
7.108,1774,3.21
7.110,1773,3.21
7.112,1771,3.50
7.114,1770,2.86
7.116,1769,3.35
7.118,1767,2.93
7.120,1766,3.64
7.122,1764,3.21
7.124,1763,3.43
7.126,1761,3.21
7.128,1760,3.07
7.130,1758,3.07
7.132,1757,2.86
7.134,1756,3.28
7.136,1754,2.78
7.138,1753,3.14
7.140,1751,2.78
7.142,1750,2.86
7.144,1748,3.28
7.146,1747,2.86
7.148,1745,3.07
7.150,1744,2.64
7.152,1742,2.78
7.154,1741,2.57
7.156,1739,2.86
7.158,1738,2.93
7.160,1736,2.71
7.162,1735,2.57
7.164,1733,2.57
7.166,1732,2.50
7.168,1731,2.78
7.170,1729,2.50
7.172,1728,2.43
7.174,1727,2.28
7.176,1725,2.57
7.178,1724,2.78
7.180,1723,2.57
7.182,1721,2.43
7.184,1720,2.36
7.186,1719,2.21
7.188,1718,2.36
7.190,1717,2.71
7.192,1716,2.14
7.194,1715,2.36
7.196,1713,2.00
7.198,1712,2.36
7.200,1711,2.28
7.202,1711,2.64
7.204,1710,2.07
7.206,1709,2.28
7.208,1708,1.64
7.210,1707,2.50
7.212,1706,2.28
7.214,1706,2.07
7.216,1705,2.07
7.218,1704,1.93
7.220,1704,2.36
7.222,1703,2.07
7.224,1703,2.50
7.226,1702,2.00
7.228,1702,1.93
7.230,1701,1.78
7.232,1701,2.21
7.234,1701,2.14
7.236,1701,1.93
7.238,1700,1.93
7.240,1700,1.86
7.242,1700,2.21
7.244,1700,2.07
7.246,1700,2.07
7.248,1700,1.93
7.250,1700,1.71
7.252,1700,2.07
7.254,1700,1.50
7.256,1701,2.50
7.258,1701,1.50
7.260,1701,1.93
7.262,1702,1.93
7.264,1702,1.93
7.266,1702,2.21
7.268,1703,1.86
7.270,1703,2.07
7.272,1704,1.93
7.274,1705,2.28
7.276,1705,1.86
7.278,1706,2.07
7.280,1707,2.07
7.282,1707,1.57
7.284,1708,2.36
7.286,1709,1.93
7.288,1710,2.14
7.290,1711,2.07
7.292,1712,1.93
7.294,1713,2.28
7.296,1714,2.14
7.298,1715,2.43
7.300,1716,1.93
7.302,1717,2.14
7.304,1718,2.07
7.306,1720,1.93
7.308,1721,2.86
7.310,1722,2.00
7.312,1723,2.28
7.314,1725,2.00
7.316,1726,2.36
7.318,1727,2.43
7.320,1729,2.50
7.322,1730,2.21
7.324,1732,2.00
7.326,1733,2.28
7.328,1735,2.07
7.330,1736,2.71
7.332,1737,2.36
7.334,1739,2.21
7.336,1740,2.21
7.338,1742,2.36
7.340,1744,2.64
7.342,1745,2.93
7.344,1747,2.50
7.346,1748,2.28
7.348,1750,2.43
7.350,1751,2.28
7.352,1753,2.71
7.354,1754,3.07
7.356,1756,2.50
7.358,1757,2.64
7.360,1759,2.43
7.362,1760,2.78
7.364,1762,3.14
7.366,1763,2.86
7.368,1765,2.78
7.370,1766,2.71
7.372,1768,2.57
7.374,1769,3.00
7.376,1771,3.07
7.378,1772,3.14
7.380,1773,3.14
7.382,1775,2.64
7.384,1776,3.07
7.386,1777,3.28
7.388,1779,3.35
7.390,1780,3.28
7.392,1781,2.71
7.394,1782,2.78
7.396,1783,2.78
7.398,1785,3.43
7.400,1786,3.64
7.402,1787,2.93
7.404,1788,3.14
7.406,1789,3.07
7.408,1790,3.50
7.410,1791,3.85
7.412,1792,3.28
7.414,1792,3.28
7.416,1793,2.78
7.418,1794,3.28
7.420,1795,3.43
7.422,1795,3.71
7.424,1796,3.35
7.426,1797,3.14
7.428,1797,3.21
7.430,1798,3.43
7.432,1798,3.78
7.434,1798,3.57
7.436,1799,3.64
7.438,1799,3.35
7.440,1799,3.43
7.442,1800,3.85
7.444,1800,3.64
7.446,1800,3.85
7.448,1800,3.57
7.450,1800,3.21
7.452,1800,3.85
7.454,1800,3.71
7.456,1800,3.93
7.458,1800,3.43
7.460,1799,3.50
7.462,1799,3.28
7.464,1799,3.71
7.466,1798,3.71
7.468,1798,3.71
7.470,1798,3.71
7.472,1797,3.50
7.474,1796,3.85
7.476,1796,3.93
7.478,1795,3.71
7.480,1795,3.64
7.482,1794,3.43
7.484,1793,3.50
7.486,1792,3.28
7.488,1791,3.71
7.490,1790,3.57
7.492,1790,3.64
7.494,1789,3.21
7.496,1788,3.78
7.498,1786,3.50
7.500,1785,3.78
7.502,1784,3.43
7.504,1783,3.28
7.506,1782,3.43
7.508,1781,3.35
7.510,1779,3.78
7.512,1778,3.35
7.514,1777,3.50
7.516,1775,3.21
7.518,1774,3.57
7.520,1773,3.43
7.522,1771,3.00
7.524,1770,3.50
7.526,1768,3.00
7.528,1767,3.28
7.530,1765,3.28
7.532,1764,3.43
7.534,1762,3.43
7.536,1761,3.21
7.538,1759,3.21
7.540,1758,2.93
7.542,1756,3.35
7.544,1755,2.86
7.546,1753,3.43
7.548,1751,3.00
7.550,1750,2.93
7.552,1748,3.07
7.554,1747,2.93
7.556,1745,3.07
7.558,1744,2.78
7.560,1742,2.93
7.562,1740,2.64
7.564,1739,2.78
7.566,1737,2.78
7.568,1736,2.78
7.570,1734,2.93
7.572,1733,2.71
7.574,1731,2.50
7.576,1730,2.86
7.578,1728,2.50
7.580,1727,2.71
7.582,1726,2.36
7.584,1724,2.50
7.586,1723,2.43
7.588,1722,2.43
7.590,1720,2.21
7.592,1719,2.64
7.594,1718,2.50
7.596,1717,2.43
7.598,1715,2.36
7.600,1714,2.07
7.602,1713,2.36
7.604,1712,2.21
7.606,1711,2.50
7.608,1710,2.21
7.610,1709,2.21
7.612,1708,2.00
7.614,1707,2.36
7.616,1707,1.71
7.618,1706,2.71
7.620,1705,1.93
7.622,1704,2.00
7.624,1704,2.14
7.626,1703,2.07
7.628,1703,2.50
7.630,1702,2.14
7.632,1702,2.00
7.634,1701,1.78
7.636,1701,2.07
7.638,1701,2.00
7.640,1700,2.21
7.642,1700,2.07
7.644,1700,1.64
7.646,1700,1.86
7.648,1700,1.86
7.650,1700,2.21
7.652,1700,1.93
7.654,1700,1.78
7.656,1700,1.78
7.658,1701,1.86
7.660,1701,2.28
7.662,1701,1.78
7.664,1702,2.57
7.666,1702,1.28
7.668,1702,1.86
7.670,1703,1.86
7.672,1704,1.93
7.674,1704,2.14
7.676,1705,1.71
7.678,1705,1.86
7.680,1706,1.93
7.682,1707,2.28
7.684,1708,2.14
7.686,1709,2.21
7.688,1710,2.28
7.690,1711,1.36
7.692,1712,2.36
7.694,1713,1.93
7.696,1714,2.21
7.698,1715,1.86
7.700,1716,1.78
7.702,1717,2.21
7.704,1719,2.00
7.706,1720,2.57
7.708,1721,1.93
7.710,1723,2.36
7.712,1724,2.00
7.714,1725,2.00
7.716,1727,2.71
7.718,1728,2.14
7.720,1730,2.28
7.722,1731,2.07
7.724,1733,2.21
7.726,1734,2.36
7.728,1736,2.64
7.730,1737,2.28
7.732,1739,2.28
7.734,1740,2.28
7.736,1742,2.14
7.738,1744,2.64
7.740,1745,2.57
7.742,1747,2.50
7.744,1748,2.36
7.746,1750,2.36
7.748,1752,2.57
7.750,1753,2.86
7.752,1755,2.57
7.754,1757,2.57
7.756,1758,2.64
7.758,1760,2.43
7.760,1761,2.86
7.762,1763,2.93
7.764,1764,2.93
7.766,1766,2.71
7.768,1768,2.43
7.770,1769,2.86
7.772,1771,2.93
7.774,1772,3.14
7.776,1773,2.93
7.778,1775,2.93
7.780,1776,2.57
7.782,1778,3.07
7.784,1779,3.28
7.786,1780,3.35
7.788,1782,2.93
7.790,1783,2.78
7.792,1784,3.00
7.794,1785,3.14
7.796,1786,3.50
7.798,1787,3.43
7.800,1789,3.14
7.802,1790,2.93
7.804,1791,3.14
7.806,1791,3.78
7.808,1792,3.50
7.810,1793,3.28
7.812,1794,3.07
7.814,1795,3.00
7.816,1795,3.50
7.818,1796,3.64
7.820,1797,3.57
7.822,1797,3.57
7.824,1798,3.35
7.826,1798,3.50
7.828,1799,3.71
7.830,1799,3.64
7.832,1799,3.35
7.834,1800,3.35
7.836,1800,3.00
7.838,1800,3.64
7.840,1800,3.78
7.842,1800,3.78
7.844,1800,3.78
7.846,1800,3.50
7.848,1800,3.71
7.850,1800,3.71
7.852,1799,3.93
7.854,1799,3.43
7.856,1799,3.21
7.858,1798,3.50
7.860,1798,3.57
7.862,1797,3.78
7.864,1797,3.71
7.866,1796,3.71
7.868,1796,3.21
7.870,1795,3.64
7.872,1794,3.50
7.874,1793,3.64
7.876,1792,3.71
7.878,1792,3.35
7.880,1791,3.57
7.882,1790,3.64
7.884,1789,4.00
7.886,1788,3.50
7.888,1786,3.71
7.890,1785,3.21
7.892,1784,3.35
7.894,1783,3.50
7.896,1782,3.43
7.898,1780,3.35
7.900,1779,3.14
7.902,1778,3.35
7.904,1776,3.14
7.906,1775,3.64
7.908,1773,3.43
7.910,1772,3.21
7.912,1770,3.43
7.914,1769,3.28
7.916,1767,3.35
7.918,1766,3.14
7.920,1764,3.43
7.922,1763,3.00
7.924,1761,3.07
7.926,1759,3.07
7.928,1758,2.93
7.930,1756,3.21
7.932,1754,2.86
7.934,1753,3.35
7.936,1751,2.86
7.938,1749,3.21
7.940,1748,3.00
7.942,1746,2.86
7.944,1744,3.00
7.946,1743,2.71
7.948,1741,2.78
7.950,1739,2.50
7.952,1738,2.86
7.954,1736,2.86
7.956,1735,2.78
7.958,1733,2.78
7.960,1732,2.78
7.962,1730,2.57
7.964,1728,3.00
7.966,1727,2.28
7.968,1725,2.64
7.970,1724,2.14
7.972,1723,2.43
7.974,1721,2.28
7.976,1720,2.50
7.978,1719,2.36
7.980,1717,2.57
7.982,1716,2.14
7.984,1715,2.64
7.986,1714,2.28
7.988,1713,2.43
7.990,1711,2.36
7.992,1710,2.43
7.994,1709,2.36
7.996,1708,2.14
7.998,1708,2.07
8.000,1707,2.07
8.002,1706,2.36
8.004,1705,1.93
8.006,1704,2.78
8.008,1704,1.71
8.010,1703,2.21
8.012,1703,1.93
8.014,1702,2.21
8.016,1702,2.21
8.018,1701,1.93
8.020,1701,2.00
8.022,1701,1.86
8.024,1700,2.07
8.026,1700,1.86
8.028,1700,2.36
8.030,1700,1.86
8.032,1700,1.71
8.034,1700,2.00
8.036,1700,2.07
8.038,1700,2.14
8.040,1701,2.00
8.042,1701,1.86
8.044,1701,1.64
8.046,1702,2.00
8.048,1702,2.00
8.050,1702,2.07
8.052,1703,2.28
8.054,1704,1.36
8.056,1704,2.28
8.058,1705,1.78
8.060,1706,2.21
8.062,1707,2.07
8.064,1707,1.86
8.066,1708,1.93
8.068,1709,2.07
8.070,1710,2.36
8.072,1711,1.86
8.074,1712,2.43
8.076,1714,1.78
8.078,1715,2.00
8.080,1716,2.36
8.082,1717,1.93
8.084,1719,2.43
8.086,1720,2.00
8.088,1721,2.00
8.090,1723,2.28
8.092,1724,2.28
8.094,1726,2.28
8.096,1727,1.78
8.098,1729,2.36
8.100,1730,1.71
8.102,1732,2.50
8.104,1733,2.36
8.106,1735,2.21
8.108,1737,2.28
8.110,1738,2.21
8.112,1740,2.43
8.114,1742,2.86
8.116,1743,2.50
8.118,1745,2.21
8.120,1747,2.50
8.122,1748,2.14
8.124,1750,2.57
8.126,1752,2.86
8.128,1753,2.57
8.130,1755,2.64
8.132,1757,2.50
8.134,1758,2.57
8.136,1760,3.14
8.138,1762,2.71
8.140,1763,2.50
8.142,1765,2.71
8.144,1767,2.50
8.146,1768,2.50
8.148,1770,3.21
8.150,1771,2.86
8.152,1773,2.93
8.154,1774,2.57
8.156,1776,2.86
8.158,1777,3.21
8.160,1779,3.21
8.162,1780,3.00
8.164,1782,2.93
8.166,1783,2.78
8.168,1784,2.86
8.170,1785,3.43
8.172,1787,3.57
8.174,1788,3.14
8.176,1789,3.21
8.178,1790,2.93
8.180,1791,3.07
8.182,1792,3.78
8.184,1793,3.43
8.186,1794,3.21
8.188,1794,3.14
8.190,1795,3.14
8.192,1796,3.64
8.194,1797,3.78
8.196,1797,3.57
8.198,1798,3.21
8.200,1798,3.14
8.202,1799,3.21
8.204,1799,3.78
8.206,1799,3.85
8.208,1800,3.43
8.210,1800,3.57
8.212,1800,3.35
8.214,1800,3.78
8.216,1800,3.85
8.218,1800,3.64
8.220,1800,3.43
8.222,1800,2.93
8.224,1800,3.50
8.226,1799,3.85
8.228,1799,3.78
8.230,1799,3.93
8.232,1798,3.43
8.234,1798,3.50
8.236,1797,3.64
8.238,1796,4.07
8.240,1796,3.57
8.242,1795,3.57
8.244,1794,3.35
8.246,1793,3.35
8.248,1793,3.78
8.250,1792,3.78
8.252,1791,3.64
8.254,1790,3.35
8.256,1788,3.50
8.258,1787,3.28
8.260,1786,3.85
8.262,1785,3.50
8.264,1784,3.50
8.266,1782,3.28
8.268,1781,3.35
8.270,1780,3.50
8.272,1778,3.57
8.274,1777,3.78
8.276,1775,3.07
8.278,1774,3.35
8.280,1772,3.14
8.282,1771,3.28
8.284,1769,3.35
8.286,1768,3.07
8.288,1766,3.21
8.290,1764,2.93
8.292,1763,3.50
8.294,1761,3.07
8.296,1759,3.28
8.298,1757,3.14
8.300,1756,3.00
8.302,1754,3.28
8.304,1752,2.86
8.306,1751,3.14
8.308,1749,2.71
8.310,1747,3.07
8.312,1745,2.93
8.314,1744,2.71
8.316,1742,3.00
8.318,1740,2.64
8.320,1738,3.07
8.322,1737,2.57
8.324,1735,2.78
8.326,1733,2.64
8.328,1732,2.57
8.330,1730,2.64
8.332,1729,2.64
8.334,1727,2.57
8.336,1726,2.50
8.338,1724,2.36
8.340,1723,2.64
8.342,1721,2.43
8.344,1720,2.50
8.346,1718,2.36
8.348,1717,2.57
8.350,1716,2.36
8.352,1714,2.78
8.354,1713,2.21
8.356,1712,2.57
8.358,1711,2.00
8.360,1710,2.36
8.362,1709,2.14
8.364,1708,2.28
8.366,1707,2.07
8.368,1706,2.36
8.370,1705,1.93
8.372,1705,2.36
8.374,1704,2.07
8.376,1703,1.93
8.378,1703,2.21
8.380,1702,1.78
8.382,1702,2.36
8.384,1701,1.93
8.386,1701,1.86
8.388,1701,1.93
8.390,1700,1.93
8.392,1700,2.07
8.394,1700,2.00
8.396,1700,2.21
8.398,1700,1.71
8.400,1700,2.21
8.402,1700,1.86
8.404,1700,2.07
8.406,1701,2.07
8.408,1701,1.86
8.410,1701,2.00
8.412,1702,1.78
8.414,1702,2.28
8.416,1703,1.78
8.418,1704,2.28
8.420,1704,1.71
8.422,1705,1.78
8.424,1706,2.21
8.426,1707,1.78
8.428,1708,2.28
8.430,1708,1.86
8.432,1710,1.78
8.434,1711,2.00
8.436,1712,2.00
8.438,1713,2.21
8.440,1714,1.71
8.442,1715,2.36
8.444,1717,1.57
8.446,1718,2.28
8.448,1719,2.00
8.450,1721,2.07
8.452,1722,2.00
8.454,1724,1.71
8.456,1725,2.21
8.458,1727,2.07
8.460,1728,2.28
8.462,1730,2.07
8.464,1732,2.00
8.466,1733,2.21
8.468,1735,2.00
8.470,1737,2.64
8.472,1738,2.21
8.474,1740,2.50
8.476,1742,2.28
8.478,1744,2.43
8.480,1745,2.86
8.482,1747,2.78
8.484,1749,2.28
8.486,1751,2.28
8.488,1752,2.50
8.490,1754,2.21
8.492,1756,3.00
8.494,1758,2.71
8.496,1759,2.64
8.498,1761,2.71
8.500,1763,2.50
8.502,1765,3.00
8.504,1766,3.07
8.506,1768,2.71
8.508,1770,2.71
8.510,1771,2.93
8.512,1773,2.57
8.514,1774,3.07
8.516,1776,3.14
8.518,1778,3.14
8.520,1779,3.07
8.522,1780,2.71
8.524,1782,3.07
8.526,1783,3.07
8.528,1784,3.43
8.530,1786,3.21
8.532,1787,2.86
8.534,1788,2.57
8.536,1789,3.21
8.538,1790,3.43
8.540,1791,3.43
8.542,1792,3.07
8.544,1793,3.07
8.546,1794,3.00
8.548,1795,3.35
8.550,1796,3.64
8.552,1796,3.50
8.554,1797,3.21
8.556,1798,3.14
8.558,1798,3.57
8.560,1799,3.85
8.562,1799,3.71
8.564,1799,3.43
8.566,1800,3.35
8.568,1800,3.07
8.570,1800,3.43
8.572,1800,3.78
8.574,1800,3.43
8.576,1800,3.57
8.578,1800,3.35
8.580,1800,3.57
8.582,1799,4.00
8.584,1799,3.64
8.586,1799,3.71
8.588,1798,3.21
8.590,1798,3.35
8.592,1797,3.57
8.594,1797,3.71
8.596,1796,3.78
8.598,1795,3.64
8.600,1794,3.57
8.602,1793,3.43
8.604,1793,3.85
8.606,1792,3.28
8.608,1791,3.50
8.610,1789,3.35
8.612,1788,3.28
8.614,1787,3.78
8.616,1786,3.71
8.618,1785,3.71
8.620,1783,3.57
8.622,1782,3.50
8.624,1780,3.21
8.626,1779,3.57
8.628,1778,3.43
8.630,1776,3.28
8.632,1774,3.28
8.634,1773,3.21
8.636,1771,3.35
8.638,1770,3.28
8.640,1768,3.43
8.642,1766,2.78
8.644,1765,3.14
8.646,1763,3.21
8.648,1761,3.21
8.650,1759,3.28
8.652,1757,2.93
8.654,1756,3.35
8.656,1754,2.78
8.658,1752,3.28
8.660,1750,2.93
8.662,1748,2.71
8.664,1747,2.71
8.666,1745,2.57
8.668,1743,3.07
8.670,1741,2.86
8.672,1739,3.00
8.674,1738,2.71
8.676,1736,2.43
8.678,1734,2.93
8.680,1732,2.57
8.682,1731,2.71
8.684,1729,2.28
8.686,1727,2.36
8.688,1726,2.43
8.690,1724,2.78
8.692,1723,2.64
8.694,1721,2.57
8.696,1720,2.14
8.698,1718,2.50
8.700,1717,2.43
8.702,1716,2.50
8.704,1714,2.36
8.706,1713,2.36
8.708,1712,2.21
8.710,1711,2.14
8.712,1710,2.21
8.714,1709,1.93
8.716,1708,2.36
8.718,1707,1.78
8.720,1706,2.71
8.722,1705,1.93
8.724,1704,2.50
8.726,1703,2.14
8.728,1703,2.14
8.730,1702,2.28
8.732,1702,1.93
8.734,1701,2.00
8.736,1701,1.86
8.738,1701,2.00
8.740,1700,1.93
8.742,1700,2.21
8.744,1700,1.71
8.746,1700,2.28
8.748,1700,1.93
8.750,1700,2.21
8.752,1700,2.07
8.754,1700,2.07
8.756,1701,1.93
8.758,1701,1.57
8.760,1702,2.14
8.762,1702,2.00
8.764,1703,2.07
8.766,1703,2.28
8.768,1704,1.50
8.770,1705,2.36
8.772,1705,1.71
8.774,1706,2.21
8.776,1707,1.93
8.778,1708,1.86
8.780,1709,2.00
8.782,1710,2.00
8.784,1711,2.43
8.786,1713,1.86
8.788,1714,2.50
8.790,1715,1.64
8.792,1717,2.00
8.794,1718,2.14
8.796,1719,2.00
8.798,1721,2.21
8.800,1722,1.78
8.802,1724,2.00
8.804,1725,2.36
8.806,1727,2.28
8.808,1729,2.21
8.810,1730,2.00
8.812,1732,2.21
8.814,1734,1.71
8.816,1736,2.57
8.818,1737,2.28
8.820,1739,2.50
8.822,1741,2.28
8.824,1743,2.28
8.826,1745,2.43
8.828,1747,2.86
8.830,1748,2.50
8.832,1750,2.43
8.834,1752,2.36
8.836,1754,2.14
8.838,1756,2.78
8.840,1758,2.78
8.842,1759,2.71
8.844,1761,2.86
8.846,1763,2.43
8.848,1765,2.78
8.850,1767,3.00
8.852,1768,2.78
8.854,1770,2.93
8.856,1772,2.86
8.858,1773,2.57
8.860,1775,2.86
8.862,1777,3.28
8.864,1778,3.21
8.866,1780,3.21
8.868,1781,2.57
8.870,1783,3.00
8.872,1784,3.07
8.874,1785,3.43
8.876,1787,3.28
8.878,1788,2.93
8.880,1789,2.64
8.882,1790,3.14
8.884,1791,3.78
8.886,1792,3.57
8.888,1793,3.14
8.890,1794,2.93
8.892,1795,2.86
8.894,1796,3.43
8.896,1796,3.85
8.898,1797,3.50
8.900,1798,3.57
8.902,1798,3.00
8.904,1799,3.43
8.906,1799,3.71
8.908,1799,3.78
8.910,1800,3.35
8.912,1800,3.14
8.914,1800,3.14
8.916,1800,3.43
8.918,1800,3.85
8.920,1800,3.71
8.922,1800,3.50
8.924,1799,3.21
8.926,1799,3.50
8.928,1799,4.00
8.930,1798,3.85
8.932,1798,3.71
8.934,1797,3.00
8.936,1797,3.28
8.938,1796,3.57
8.940,1795,3.71
8.942,1794,3.78
8.944,1793,3.57
8.946,1792,3.28
8.948,1791,3.43
8.950,1790,3.78
8.952,1789,3.50
8.954,1788,3.57
8.956,1787,3.35
8.958,1786,3.14
8.960,1784,3.43
8.962,1783,3.71
8.964,1781,3.50
8.966,1780,3.35
8.968,1778,3.28
8.970,1777,3.14
8.972,1775,3.43
8.974,1774,3.50
8.976,1772,3.50
8.978,1770,3.14
8.980,1768,3.07
8.982,1767,3.35
8.984,1765,3.21
8.986,1763,3.50
8.988,1761,3.00
8.990,1759,3.00
8.992,1758,2.93
8.994,1756,3.21
8.996,1754,3.50
8.998,1752,3.00
9.000,1750,2.93
9.002,1748,2.57
9.004,1746,2.93
9.006,1744,2.86
9.008,1742,2.50
9.010,1741,2.86
9.012,1739,2.50
9.014,1737,3.00
9.016,1735,2.78
9.018,1733,2.71
9.020,1732,2.78
9.022,1730,2.43
9.024,1728,2.43
9.026,1726,2.50
9.028,1725,2.43
9.030,1723,2.36
9.032,1722,2.43
9.034,1720,2.57
9.036,1719,2.57
9.038,1717,2.57
9.040,1716,2.21
9.042,1714,2.50
9.044,1713,2.07
9.046,1712,2.78
9.048,1711,2.07
9.050,1709,2.36
9.052,1708,1.93
9.054,1707,2.28
9.056,1706,2.21
9.058,1706,2.28
9.060,1705,1.93
9.062,1704,2.07
9.064,1703,1.86
9.066,1703,2.21
9.068,1702,2.36
9.070,1702,1.93
9.072,1701,2.28
9.074,1701,1.64
9.076,1700,2.21
9.078,1700,1.93
9.080,1700,2.00
9.082,1700,1.93
9.084,1700,1.57
9.086,1700,1.86
9.088,1700,1.78
9.090,1700,2.36
9.092,1701,1.78
9.094,1701,2.00
9.096,1702,1.78
9.098,1702,1.93
9.100,1703,2.21
9.102,1703,1.93
9.104,1704,2.14
9.106,1705,1.64
9.108,1706,2.00
9.110,1706,1.78
9.112,1707,2.43
9.114,1709,2.07
9.116,1710,1.71
9.118,1711,2.28
9.120,1712,1.71
9.122,1713,2.36
9.124,1715,2.07
9.126,1716,2.07
9.128,1717,1.93
9.130,1719,2.14
9.132,1720,2.21
9.134,1722,2.07
9.136,1724,2.64
9.138,1725,1.64
9.140,1727,2.28
9.142,1729,2.07
9.144,1730,2.14
9.146,1732,2.28
9.148,1734,2.00
9.150,1736,2.21
9.152,1738,2.36
9.154,1739,2.50
9.156,1741,2.36
9.158,1743,2.64
9.160,1745,2.21
9.162,1747,2.14
9.164,1749,2.64
9.166,1751,2.50
9.168,1753,2.71
9.170,1755,2.57
9.172,1757,2.43
9.174,1758,2.64
9.176,1760,2.93
9.178,1762,2.50
9.180,1764,2.78
9.182,1766,2.50
9.184,1768,2.28
9.186,1770,3.07
9.188,1771,2.93
9.190,1773,3.14
9.192,1775,3.07
9.194,1776,2.71
9.196,1778,3.14
9.198,1780,3.00
9.200,1781,3.35
9.202,1783,2.93
9.204,1784,2.71
9.206,1785,2.57
9.208,1787,3.21
9.210,1788,3.57
9.212,1789,3.43
9.214,1790,2.93
9.216,1791,3.07
9.218,1793,3.07
9.220,1794,3.78
9.222,1794,3.71
9.224,1795,3.21
9.226,1796,2.93
9.228,1797,3.00
9.230,1797,3.57
9.232,1798,3.71
9.234,1799,3.64
9.236,1799,2.93
9.238,1799,3.14
9.240,1800,3.35
9.242,1800,3.64
9.244,1800,3.78
9.246,1800,3.43
9.248,1800,3.50
9.250,1800,3.21
9.252,1800,3.85
9.254,1799,4.14
9.256,1799,3.71
9.258,1799,3.64
9.260,1798,3.07
9.262,1798,3.28
9.264,1797,3.85
9.266,1797,3.85
9.268,1796,3.71
9.270,1795,3.21
9.272,1794,3.50
9.274,1793,3.14
9.276,1792,4.07
9.278,1791,3.85
9.280,1790,3.43
9.282,1789,3.50
9.284,1787,3.50
9.286,1786,3.78
9.288,1785,3.71
9.290,1783,3.64
9.292,1782,2.93
9.294,1780,3.35
9.296,1779,3.28
9.298,1777,3.21
9.300,1775,3.64
9.302,1774,3.35
9.304,1772,3.21
9.306,1770,3.00
9.308,1768,3.35
9.310,1767,3.14
9.312,1765,3.43
9.314,1763,3.00
9.316,1761,2.78
9.318,1759,3.07
9.320,1757,2.93
9.322,1755,3.50
9.324,1753,3.00
9.326,1751,3.21
9.328,1749,2.71
9.330,1747,2.78
9.332,1745,3.00
9.334,1744,2.78
9.336,1742,2.93
9.338,1740,2.57
9.340,1738,3.00
9.342,1736,2.86
9.344,1734,2.78
9.346,1732,2.86
9.348,1730,2.57
9.350,1729,2.64
9.352,1727,2.64
9.354,1725,2.28
9.356,1723,2.50
9.358,1722,2.28
9.360,1720,2.71
9.362,1719,2.64
9.364,1717,2.43
9.366,1716,2.36
9.368,1714,2.50
9.370,1713,2.21
9.372,1712,2.71
9.374,1710,2.00
9.376,1709,2.07
9.378,1708,1.93
9.380,1707,2.43
9.382,1706,2.43
9.384,1705,2.28
9.386,1704,2.14
9.388,1704,1.78
9.390,1703,2.14
9.392,1702,2.00
9.394,1702,2.78
9.396,1701,1.78
9.398,1701,2.07
9.400,1701,1.64
9.402,1700,2.21
9.404,1700,2.36
9.406,1700,2.14
9.408,1700,2.00
9.410,1700,1.57
9.412,1700,1.78
9.414,1700,1.86
9.416,1701,2.57
9.418,1701,1.78
9.420,1702,1.64
9.422,1702,1.78
9.424,1703,1.78
9.426,1703,2.36
9.428,1704,1.93
9.430,1705,1.86
9.432,1706,1.64
9.434,1707,1.64
9.436,1708,2.14
9.438,1709,2.07
9.440,1710,2.57
9.442,1711,1.50
9.444,1712,2.14
9.446,1714,1.78
9.448,1715,2.28
9.450,1717,2.28
9.452,1718,1.86
9.454,1720,2.00
9.456,1721,1.86
9.458,1723,2.43
9.460,1725,2.21
9.462,1726,2.64
9.464,1728,2.07
9.466,1730,1.93
9.468,1732,2.28
9.470,1734,2.07
9.472,1735,2.57
9.474,1737,2.00
9.476,1739,2.07
9.478,1741,2.21
9.480,1743,2.50
9.482,1745,2.50
9.484,1747,2.57
9.486,1749,2.36
9.488,1751,2.14
9.490,1753,2.57
9.492,1755,2.57
9.494,1757,2.78
9.496,1759,2.71
9.498,1761,2.36
9.500,1763,2.50
9.502,1765,3.00
9.504,1767,2.86
9.506,1769,2.78
9.508,1770,2.71
9.510,1772,2.21
9.512,1774,3.00
9.514,1776,3.00
9.516,1777,3.35
9.518,1779,3.07
9.520,1781,2.57
9.522,1782,2.93
9.524,1784,3.14
9.526,1785,3.71
9.528,1787,3.21
9.530,1788,2.93
9.532,1789,2.57
9.534,1790,3.28
9.536,1792,3.85
9.538,1793,3.78
9.540,1794,3.28
9.542,1795,3.14
9.544,1795,2.78
9.546,1796,3.50
